OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
11.00,"ADVANCED FERTILITY CARE, PLLC",,SCOTTSDALE,ARIZONA,1.00,0.58,0.00,0.01,0.01,0.23,0.12,0.40,0.12,0.08,0.49,0.03,0.08,0.15,0.30,239.00,3.00,"Frederick W. Larsen, MD",77.00,46.00,21.00,11.00,5.00,0.00,11.70,10.90,28.60,0.09,0.40,=,1.70,1.90,2.50,2.30,3.30,=,43.40,39.70,28.10,13.00,0.00,=,28.10,21.60,0.00,0.00,0.00,=,33.80,39.10,9.50,0.00,0.00,=,0.00,2.20,0.00,0.00,0.00,=,45.50,45.70,14.30,0.09,0.00,=,51.90,50.00,28.60,0.18,0.00,=,66.00,39.00,13.00,10.00,3.00,0.00,39.40,46.20,0.15,0.00,0.00,=,0.00,2.60,0.00,0.00,0.00,=,53.00,53.80,0.23,0.10,0.00,=,60.60,59.00,0.46,0.20,0.00,=,40.00,23.00,6.00,2.00,0.00,0.00,65.00,78.30,0.33,0.00,=,=,0.00,4.30,0.00,0.00,=,=,87.50,91.30,0.50,0.50,=,=,27.00,6.00,3.00,0.00,1.00,0.00,24.00,6.00,2.00,0.00,1.00,0.00,2.00,1.20,2.00,=,1.00,=,1.80,1.50,2.00,=,2.00,=,44.20,0.56,0.00,=,0.00,=,33.30,0.17,0.00,=,0.00,=,0.00,0.00,0.00,=,0.00,=,54.20,0.33,0.00,=,0.00,=,58.30,0.50,0.00,=,0.00,=,26.00,13.00,21.00,13.00,1.50,1.50,51.60,40.00,28.60,0.31,38.10,0.38,71.40,0.54,"Advanced Fertility Care, PLLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,AZ
12.00,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,,SCOTTSDALE,ARIZONA,1.00,0.72,0.00,0.00,0.04,0.05,0.08,0.39,0.03,0.04,0.40,0.06,0.17,0.04,0.18,257.00,18.00,"Ketan S. Patel, MD",92.00,30.00,35.00,11.00,5.00,0.00,8.70,10.00,17.10,0.09,0.20,=,1.90,1.70,2.40,2.70,3.00,=,41.40,40.00,31.40,8.30,0.00,=,7.80,21.70,0.00,0.00,0.00,=,27.20,33.30,22.90,0.00,0.00,=,1.10,0.00,0.00,0.00,0.00,=,43.50,43.30,28.60,0.00,0.00,=,48.90,46.70,34.30,0.18,0.20,=,82.00,26.00,21.00,9.00,4.00,0.00,30.50,38.50,38.10,0.00,0.00,=,1.20,0.00,0.00,0.00,0.00,=,48.80,50.00,47.60,0.00,0.00,=,54.90,53.80,57.10,0.22,0.25,=,45.00,14.00,12.00,2.00,1.00,0.00,55.60,0.71,0.67,0.00,0.00,=,2.20,0.00,0.00,0.00,0.00,=,88.90,0.93,0.83,0.00,0.00,=,27.00,9.00,10.00,3.00,0.00,1.00,27.00,9.00,10.00,3.00,0.00,1.00,1.60,3.00,1.00,1.50,=,=,1.80,1.70,1.70,1.30,=,2.00,53.10,0.47,0.35,0.25,=,0.00,48.10,0.56,0.30,0.33,=,0.00,3.70,0.00,0.00,0.00,=,0.00,66.70,0.67,0.30,0.33,=,0.00,70.40,0.67,0.60,0.33,=,0.00,10.00,6.00,10.00,6.00,1.80,2.20,0.67,0.23,0.40,0.00,0.80,0.17,0.80,0.33,Arizona Associates for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,AZ
13.00,ARIZONA CENTER FOR FERTILITY STUDIES,,SCOTTSDALE,ARIZONA,1.00,0.85,0.00,0.00,0.10,0.09,0.12,0.31,0.08,0.27,0.22,0.30,0.03,0.21,0.13,197.00,77.00,"Jay S. Nemiro, MD",11.00,4.00,0.00,4.00,1.00,0.00,0.09,0.00,=,0.25,1.00,=,2.00,2.80,=,1.50,=,=,50.00,0.27,=,0.00,=,=,0.00,0.00,=,0.00,=,=,0.18,0.50,=,0.00,0.00,=,0.09,0.00,=,0.00,0.00,=,0.45,0.50,=,0.00,0.00,=,0.45,0.50,=,0.00,0.00,=,10.00,4.00,0.00,2.00,0.00,0.00,0.20,0.50,=,0.00,=,=,0.10,0.00,=,0.00,=,=,0.50,0.50,=,0.00,=,=,0.50,0.50,=,0.00,=,=,5.00,2.00,0.00,0.00,0.00,0.00,0.40,1.00,=,=,=,=,0.20,0.00,=,=,=,=,1.00,1.00,=,=,=,=,28.00,15.00,6.00,6.00,2.00,1.00,28.00,12.00,5.00,5.00,2.00,0.00,0.80,0.90,0.40,0.60,0.30,0.00,1.80,1.80,1.60,1.60,1.50,=,43.10,33.30,0.25,0.75,0.67,=,25.00,0.17,0.40,0.60,1.00,=,0.00,0.00,0.00,0.00,0.00,=,42.90,0.33,0.40,0.80,1.00,=,53.60,0.33,0.40,0.80,1.00,=,18.00,24.00,7.00,20.00,1.90,2.00,0.31,35.00,0.57,40.00,0.57,50.00,0.57,55.00,Arizona Center for Fertility Studies,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,AZ
14.00,IVF PHOENIX,,SCOTTSDALE,ARIZONA,1.00,0.93,0.00,0.00,0.00,0.21,0.12,0.17,0.01,0.13,0.25,0.08,0.15,0.03,0.11,104.00,29.00,"John L. Couvaras, MD",21.00,6.00,6.00,8.00,0.00,1.00,4.80,0.00,0.00,0.13,=,1.00,2.10,2.00,2.00,2.50,=,=,34.50,0.30,0.00,0.00,=,=,0.00,0.20,0.00,0.00,=,=,19.00,0.50,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,33.30,0.50,0.00,0.00,=,0.00,38.10,0.50,0.00,0.00,=,0.00,14.00,5.00,4.00,2.00,0.00,0.00,0.29,0.60,0.00,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.50,0.60,0.00,0.00,=,=,0.57,0.60,0.00,0.00,=,=,8.00,3.00,0.00,0.00,0.00,0.00,0.50,1.00,=,=,=,=,0.00,0.00,=,=,=,=,0.88,1.00,=,=,=,=,12.00,6.00,3.00,4.00,2.00,0.00,11.00,6.00,3.00,4.00,2.00,0.00,0.30,3.00,1.50,1.00,=,=,1.60,1.50,1.30,2.00,2.50,=,0.17,0.56,0.00,0.13,0.00,=,0.18,0.50,0.00,0.25,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.18,0.50,0.00,0.25,0.00,=,0.18,0.50,0.00,0.25,0.00,=,4.00,2.00,4.00,2.00,2.00,2.00,0.38,0.00,0.25,0.00,0.50,0.00,0.75,0.00,IVF Phoenix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,AZ
15.00,FERTILITY TREATMENT CENTER,,TEMPE,ARIZONA,1.00,0.97,0.01,0.01,0.02,0.05,0.38,0.20,0.03,0.01,0.05,0.03,0.27,0.01,0.01,459.00,24.00,"H. Randall Craig, MD",107.00,44.00,50.00,35.00,22.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.50,2.30,2.30,2.40,4.00,32.00,22.70,15.40,6.70,6.50,0.00,3.30,0.00,3.40,0.06,0.00,0.00,17.80,11.40,14.00,8.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.40,15.90,16.00,8.60,0.00,0.00,34.60,25.00,24.00,11.40,4.50,0.00,63.00,26.00,34.00,20.00,13.00,1.00,30.20,19.20,20.60,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.10,26.90,23.50,15.00,0.00,0.00,58.70,42.30,35.30,20.00,0.08,0.00,37.00,11.00,12.00,4.00,1.00,0.00,51.40,0.45,0.58,0.75,0.00,=,0.00,0.00,0.00,0.00,0.00,=,64.90,0.64,0.67,0.75,0.00,=,53.00,26.00,26.00,17.00,4.00,0.00,53.00,26.00,26.00,17.00,4.00,0.00,1.20,1.40,1.30,0.80,0.70,=,2.10,2.20,2.30,2.40,2.80,=,47.30,46.60,31.70,14.60,0.00,=,28.30,30.80,15.40,0.24,0.00,=,1.90,3.80,0.00,0.00,0.00,=,47.20,46.20,30.80,0.24,0.00,=,71.70,69.20,42.30,0.41,0.00,=,23.00,27.00,16.00,27.00,1.80,2.30,55.20,19.40,0.50,22.20,0.69,25.90,0.75,44.40,Fertility Treatment Center,Yes,Yes,Yes,Yes,Yes,No,Yes,1.00,AZ
16.00,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,TUCSON,ARIZONA,1.00,0.48,0.00,0.00,0.01,0.11,0.10,0.08,0.68,0.13,0.17,0.01,0.00,0.20,0.06,301.00,0.00,"Timothy J. Gelety, MD",88.00,28.00,37.00,16.00,5.00,7.00,1.10,0.00,2.70,0.00,0.00,0.00,2.60,2.90,3.20,3.80,2.80,2.30,35.20,22.80,18.20,3.50,0.07,0.13,1.20,0.00,0.00,0.00,0.00,0.00,42.00,50.00,18.90,0.00,0.20,0.00,2.30,0.00,0.00,0.00,0.00,0.00,55.70,50.00,27.00,0.00,0.20,0.00,67.00,60.70,40.50,0.13,0.20,0.29,86.00,27.00,31.00,15.00,5.00,7.00,43.00,51.90,22.60,0.00,0.20,0.00,2.30,0.00,0.00,0.00,0.00,0.00,57.00,51.90,32.30,0.00,0.20,0.00,68.60,63.00,48.40,0.13,0.20,0.29,59.00,17.00,15.00,2.00,1.00,2.00,62.70,0.82,0.47,0.00,1.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,83.10,0.82,0.67,0.00,1.00,0.00,67.00,18.00,7.00,3.00,0.00,2.00,66.00,18.00,7.00,3.00,0.00,2.00,2.80,3.60,2.30,1.50,=,=,2.90,3.30,3.40,4.00,=,3.50,12.10,10.20,8.30,0.08,=,0.14,19.70,0.11,0.29,0.00,=,0.50,0.00,0.00,0.00,0.00,=,0.00,22.70,0.17,0.29,0.00,=,0.50,30.30,0.28,0.43,0.33,=,0.50,12.00,11.00,10.00,11.00,2.50,2.80,24.00,16.10,0.20,0.00,0.40,0.09,0.40,0.18,Arizona Center for Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,AZ
17.00,REPRODUCTIVE HEALTH CENTER,,TUCSON,ARIZONA,1.00,0.83,0.00,0.02,0.00,0.20,0.17,0.11,0.19,0.10,0.54,0.08,0.07,0.09,0.30,332.00,89.00,"Scot M. Hutchison, MD",23.00,18.00,16.00,4.00,2.00,0.00,4.30,0.17,0.38,0.25,0.00,=,1.60,1.80,1.80,2.00,1.50,=,50.00,21.70,0.29,0.25,0.00,=,0.39,0.17,0.14,0.00,0.00,=,47.80,0.17,0.19,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,56.50,0.22,0.19,0.00,0.00,=,56.50,0.22,0.25,0.25,0.00,=,19.00,13.00,8.00,2.00,2.00,0.00,0.58,0.23,0.38,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.68,0.31,0.38,0.00,0.00,=,0.68,0.31,0.50,0.50,0.00,=,13.00,4.00,4.00,1.00,0.00,0.00,0.85,0.75,0.75,0.00,=,=,0.00,0.00,0.00,0.00,=,=,1.00,1.00,0.75,0.00,=,=,85.00,32.00,15.00,8.00,3.00,3.00,85.00,31.00,14.00,8.00,3.00,3.00,1.50,1.50,0.90,1.60,=,1.50,1.40,1.30,1.40,1.80,1.00,2.00,47.00,22.00,10.00,0.07,0.00,0.00,40.00,19.40,0.14,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.10,22.60,0.14,0.13,0.00,0.00,57.60,32.30,0.21,0.13,0.00,0.00,13.00,21.00,12.00,21.00,1.30,1.20,0.33,16.00,0.42,19.00,0.42,19.00,0.42,33.30,Reproductive Health Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,AZ
18.00,ARKANSAS FERTILITY CENTER,LITTLE ROCK FERTILITY CENTER,LITTLE ROCK,ARKANSAS,1.00,0.46,0.00,0.01,0.01,0.26,0.16,0.34,0.10,0.02,0.26,0.02,0.15,0.12,0.17,336.00,0.00,"Dean M. Moutos, MD",127.00,47.00,37.00,8.00,1.00,0.00,7.10,21.30,10.80,0.00,0.00,=,1.80,2.00,2.20,2.60,2.00,=,40.60,26.90,19.00,0.11,0.00,=,18.20,3.40,0.00,0.00,0.00,=,29.10,12.80,21.60,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,42.50,21.30,27.00,0.00,0.00,=,48.00,29.80,27.00,0.25,0.00,=,111.00,34.00,29.00,7.00,1.00,0.00,33.30,17.60,27.60,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,48.60,29.40,34.50,0.00,0.00,=,55.00,41.20,34.50,0.29,0.00,=,61.00,14.00,10.00,2.00,0.00,0.00,60.70,0.43,0.80,0.00,=,=,0.00,0.00,0.00,0.00,=,=,88.50,0.71,1.00,0.00,=,=,61.00,14.00,8.00,4.00,2.00,1.00,59.00,13.00,7.00,3.00,2.00,1.00,3.50,3.30,0.70,=,=,=,1.70,1.80,1.30,2.00,1.50,2.00,21.40,29.20,0.11,0.00,0.33,0.00,23.70,0.31,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.10,0.38,0.00,0.00,0.50,0.00,35.60,0.54,0.14,0.33,0.50,0.00,9.00,17.00,7.00,17.00,1.70,1.90,0.58,24.20,0.43,0.29,0.57,0.35,0.71,0.41,"Arkansas Fertility Center, Little Rock Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,AR
19.00,LIFESTART FERTILITY CENTER,,AGOURA HILLS,CALIFORNIA,1.00,0.25,0.00,0.00,0.17,0.06,0.13,0.69,0.13,0.13,0.38,0.00,0.00,0.13,0.25,16.00,0.00,"Anita P. Singh, MD",2.00,2.00,3.00,2.00,2.00,1.00,0.00,0.00,0.33,0.00,0.00,0.00,1.50,2.50,3.00,3.00,2.00,=,0.00,0.00,0.33,0.00,0.00,=,0.50,0.00,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.50,0.33,0.00,0.00,0.00,2.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.00,0.50,0.00,0.00,=,0.00,0.50,0.50,0.00,0.00,=,0.00,1.00,1.00,0.00,0.00,0.00,=,0.00,0.00,=,=,=,=,0.00,0.00,=,=,=,=,0.00,1.00,=,=,=,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,=,=,=,=,=,=,1.50,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,1.00,1.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,LifeStart Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Yes,0.00,CA
20.00,ALTA BATES IN VITRO FERTILIZATION PROGRAM,,BERKELEY,CALIFORNIA,1.00,0.92,0.00,0.08,0.02,0.11,0.07,0.59,0.02,0.09,0.23,0.08,0.06,0.11,0.12,121.00,11.00,"Ryszard J. Chetkowski, MD",7.00,13.00,13.00,7.00,3.00,5.00,0.00,0.00,0.08,0.00,0.00,0.20,2.30,2.40,2.20,3.70,5.00,6.30,0.25,23.10,18.20,15.40,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.15,0.08,0.14,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.23,0.15,0.14,0.67,0.00,0.43,0.38,0.23,0.29,0.67,0.00,7.00,11.00,10.00,7.00,3.00,3.00,0.29,0.18,0.10,0.14,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.27,0.20,0.14,0.67,0.00,0.43,0.45,0.30,0.29,0.67,0.00,3.00,5.00,3.00,2.00,2.00,0.00,0.67,0.40,0.33,0.50,1.00,=,0.00,0.00,0.00,0.00,0.00,=,1.00,0.60,0.67,0.50,1.00,=,5.00,7.00,7.00,4.00,1.00,0.00,5.00,7.00,7.00,3.00,1.00,0.00,0.80,1.80,1.40,=,=,=,1.80,1.60,2.30,2.00,4.00,=,0.67,0.36,0.06,0.00,0.25,=,0.80,0.14,0.14,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.80,0.29,0.14,0.00,0.00,=,1.00,0.43,0.14,0.33,1.00,=,19.00,19.00,18.00,17.00,1.80,1.80,63.60,22.60,0.28,0.41,0.67,0.41,0.67,0.41,Alta Bates In Vitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,CA
21.00,CALIFORNIA CENTER FOR REPRODUCTIVE HEALTH,BEVERLY HILLS REPRODUCTIVE FERTILITY CENTER,BEVERLY HILLS,CALIFORNIA,1.00,0.97,0.01,0.01,0.05,0.14,0.06,0.50,0.07,0.05,0.28,0.14,0.04,0.10,0.15,347.00,27.00,"Eliran Mor, MD",88.00,53.00,42.00,33.00,26.00,12.00,1.10,0.00,0.00,0.00,0.00,0.00,2.80,2.90,3.10,3.30,3.80,2.40,32.80,24.00,14.70,12.40,3.20,0.05,0.00,0.00,0.00,0.00,0.00,0.00,27.30,32.10,26.20,18.20,7.70,0.08,0.00,0.00,0.00,0.00,0.00,0.00,51.10,41.50,31.00,21.20,7.70,0.08,62.50,56.60,47.60,36.40,19.20,0.08,86.00,53.00,42.00,32.00,25.00,8.00,27.90,32.10,26.20,18.80,8.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,52.30,41.50,31.00,21.90,8.00,0.13,64.00,56.60,47.60,37.50,20.00,0.13,55.00,30.00,20.00,12.00,5.00,1.00,43.60,56.70,55.00,0.50,0.40,1.00,0.00,0.00,0.00,0.00,0.00,0.00,81.80,73.30,65.00,0.58,0.40,1.00,15.00,13.00,7.00,4.00,0.00,2.00,15.00,13.00,7.00,4.00,0.00,2.00,1.40,0.60,1.00,1.30,0.00,1.00,2.70,3.30,2.90,2.80,=,6.00,32.50,16.30,25.00,0.09,=,0.00,0.47,0.46,0.43,0.25,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.53,0.46,0.43,0.25,=,0.00,0.67,0.62,0.57,0.25,=,0.00,21.00,4.00,21.00,4.00,2.30,2.80,42.90,0.09,38.10,0.25,47.60,0.25,71.40,0.25,"California Center for Reproductive Health, Beverly Hills Reproductive Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,CA
22.00,CENTER FOR REPRODUCTIVE HEALTH & GYNECOLOGY,(CRH&G),BEVERLY HILLS,CALIFORNIA,1.00,0.60,0.01,0.04,0.35,0.15,0.02,0.41,0.06,0.01,0.54,0.36,0.03,0.14,0.36,173.00,29.00,"Sam Najmabadi, MD",19.00,26.00,27.00,26.00,9.00,6.00,0.11,3.80,14.80,23.10,0.22,0.50,2.10,2.00,2.00,1.80,1.70,3.00,54.50,43.20,42.50,36.70,0.40,0.00,0.00,0.12,0.13,0.00,0.00,0.00,0.37,38.50,25.90,15.40,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,50.00,29.60,15.40,0.33,0.00,0.63,50.00,44.40,34.60,0.33,0.00,16.00,22.00,20.00,17.00,6.00,1.00,0.44,45.50,35.00,0.24,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,59.10,40.00,0.24,0.50,0.00,0.75,59.10,60.00,0.53,0.50,0.00,12.00,13.00,12.00,9.00,3.00,0.00,0.58,0.77,0.58,0.44,0.67,=,0.00,0.00,0.00,0.00,0.00,=,1.00,1.00,0.67,0.44,1.00,=,6.00,8.00,0.00,2.00,0.00,0.00,6.00,7.00,0.00,2.00,0.00,0.00,0.50,1.20,0.00,0.70,0.00,0.00,2.70,2.60,=,2.00,=,=,0.44,0.39,=,0.00,=,=,0.00,0.57,=,0.00,=,=,0.00,0.00,=,0.00,=,=,0.50,0.71,=,0.00,=,=,0.67,0.71,=,0.00,=,=,7.00,8.00,7.00,7.00,2.00,2.00,0.57,0.50,0.57,0.57,0.71,0.57,0.71,0.71,"Center for Reproductive Health & Gynecology, (CRH&G)",Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,CA
23.00,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,,BEVERLY HILLS,CALIFORNIA,1.00,0.50,0.00,0.03,0.31,0.04,0.06,0.33,0.05,0.02,0.26,0.30,0.10,0.06,0.09,611.00,64.00,"Mark W. Surrey, MD",78.00,64.00,99.00,47.00,38.00,7.00,1.30,0.00,5.10,4.30,7.90,0.14,1.80,1.70,2.20,2.40,2.50,2.80,50.50,41.50,30.80,13.80,12.70,0.00,22.70,26.30,7.30,4.30,0.06,0.00,34.60,23.40,25.30,14.90,18.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.90,32.80,29.30,17.00,18.40,0.00,48.70,39.10,34.30,21.30,21.10,0.00,55.00,47.00,66.00,33.00,25.00,5.00,49.10,31.90,37.90,21.20,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.60,44.70,43.90,24.20,28.00,0.00,69.10,53.20,51.50,30.30,32.00,0.00,38.00,25.00,34.00,10.00,8.00,0.00,71.10,60.00,73.50,0.70,0.88,=,0.00,0.00,0.00,0.00,0.00,=,92.10,84.00,85.30,0.80,0.88,=,46.00,28.00,26.00,6.00,6.00,2.00,45.00,28.00,25.00,6.00,6.00,2.00,2.60,1.00,0.60,0.80,0.80,1.00,1.80,1.50,1.70,1.80,2.20,1.50,41.80,56.10,41.90,0.36,0.15,0.00,40.00,46.40,28.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.10,50.00,40.00,0.50,0.33,0.00,60.00,57.10,64.00,0.50,0.33,0.00,54.00,46.00,51.00,45.00,1.50,1.60,46.10,48.60,43.10,35.60,51.00,48.90,54.90,57.80,Southern California Reproductive Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,CA
