PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",,OKLAHOMA CITY,OKLAHOMA,>99%,0%,<1%,0%,39%,0%,0%,16%,10%,<1%,10%,1%,27%,1%,5%,15%,14%,"Eli Reshef, M.D.",151,48,38,6,57.6,50,34.2,0.166666667,47,43.8,26.3,0.166666667,-15.9,-28.1,-28,=,49,43.8,29.4,0.2,50,45.7,30.3,0.2,26.1,39.1,30.3,0.2,4,0,10.5,0.166666667,2.3,2.7,2.8,2.4,40.2,16.7,0.153846154,0,9.2,4.2,0,0,47.9,14.3,0,0,10,4,3,0,0.1,0,0,=,2.3,1.5,1.3,=,12,4,0.333333333,0,2.5,2,"Henry G. Bennett, Jr., Fertility Institute",Yes,Yes,No,No,Yes,Yes,Yes
"CENTER FOR REPRODUCTIVE HEALTH, P.C.",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,30%,0%,0%,29%,2%,3%,0%,0%,34%,3%,5%,3%,21%,"Gilbert G. Haas, Jr., M.D.",31,8,1,0,32.3,0.25,0,=,22.6,0.25,0,=,-29.4,=,=,=,25.9,0.285714286,0,=,29.2,0.333333333,0,=,29.2,0.333333333,0,=,12.9,0.125,0,=,2,2,2,=,0,0,=,=,0,0,=,=,0,0,=,=,7,2,1,0,0.142857143,0,0,=,1.7,1.5,2,=,9,0,0.333333333,=,1.9,=,"Center for Reproductive Health, P.C.",Yes,Yes,Yes,No,Yes,Yes,Yes
TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,,TULSA,OKLAHOMA,100%,0%,0%,0%,58%,0%,0%,14%,7%,1%,5%,1%,23%,11%,6%,10%,22%,"Stanley G. Prough, M.D.",114,46,30,10,50,37,33.3,0.1,41.2,37,23.3,0,-18.1,-27.9,-30.3,=,45.2,43.6,25,0,47.5,45.9,25.9,0,24.2,29.7,18.5,0,8.8,15.2,6.7,0.6,2.2,2.3,2.5,2.8,43.9,0.529411765,0.1,0,3.5,0,0.1,0,48.9,0.352941176,0.285714286,=,19,4,3,1,0.210526316,0,0,0,2.3,2.5,2.7,3,8,1,0.75,1,2,3,Tulsa Center for Fertility & Women's Health,Yes,Yes,No,No,Yes,Yes,Yes
NORTHWEST FERTILITY CENTER,,PORTLAND,OREGON,100%,0%,0%,0%,56%,0%,0%,14%,<1%,0%,10%,0%,33%,16%,3%,8%,15%,"Eugene M. Stoelk, M.D.",32,10,7,1,50,0.7,0.428571429,0,50,0.7,0.428571429,0,-34.6,=,=,=,55.2,0.7,0.6,0,57.1,0.7,0.6,0,32.1,0.4,0.6,0,9.4,0,0.285714286,0,2.3,2.9,3,2,0.375,0.285714286,0,=,0.0625,0.285714286,0,=,0.4375,0.428571429,0,=,19,5,4,2,0.315789474,0.2,0.25,0,2.5,3.6,4.3,2.5,18,23,0.5,21.7,2.3,2.8,Northwest Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PORTLAND CENTER FOR REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,100%,0%,0%,0%,32%,<1%,2%,9%,3%,29%,10%,2%,15%,1%,8%,12%,11%,"Robert K. Matteri, M.D.",78,55,26,11,61.5,52.7,19.2,0.363636364,56.4,50.9,19.2,0.272727273,-22,-26.4,-30.3,=,60.3,68.3,0.263157895,0.3,62,68.3,0.294117647,0.333333333,23.9,41.5,0.176470588,0.333333333,6.4,25.5,26.9,0.090909091,2.7,3,3.8,3.4,54.2,34.5,0.2,0,12.5,10.3,0.2,0.25,61.4,39.3,0.4,0,11,8,6,4,0.181818182,0.375,0.166666667,0.5,3.2,3,3.8,3.5,54,6,68.5,0.166666667,2.4,3.3,Portland Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY FERTILITY CONSULTANTS ,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,100%,0%,0%,0%,56%,<1%,0%,11%,2%,11%,6%,<1%,28%,11%,8%,6%,17%,"Marsha J. Gorrill, M.D.",132,57,43,18,43.9,38.6,27.9,0.444444444,36.4,35.1,20.9,0,-16.4,-24.8,-24.3,=,40.7,40.8,26.5,0,43.6,42.6,30,0,24.5,27.7,13.3,0,10.6,14,20.9,0.222222222,2.1,2.2,2.7,3.5,36.2,40.9,0.25,0,1.7,0,0.166666667,0,43.8,35,0.555555556,=,56,29,22,11,30.4,27.6,31.8,0,2.5,2.4,2.5,3.5,46,37,60.9,40.5,2,2.2,"University Fertility Consultants, Oregon Health & Science University",Yes,Yes,Yes,Yes,Yes,Yes,Yes
TOLL CENTER FOR REPRODUCTIVE SCIENCES ,"ABINGTON REPRODUCTIVE MEDICINE, P.C.",ABINGTON,PENNSYLVANIA,>99%,<1%,0%,<1%,62%,0%,<1%,9%,4%,19%,13%,<1%,24%,6%,2%,9%,14%,"Stephen G. Somkuti, M.D., Ph.D.",175,85,59,26,36.6,32.9,15.3,7.7,33.1,31.8,13.6,7.7,-13.9,-19.8,-17.5,-17.9,36.3,33.8,15.4,9.1,38.9,35.1,17.8,0.105263158,27.5,31.2,13.3,0.052631579,8.6,5.9,11.9,15.4,2.5,3.1,3.1,3.8,26.6,14.3,0.222222222,0.5,4.7,7.1,0,0,29.3,11.1,0.25,0.5,42,22,7,0,23.8,18.2,0.142857143,=,2.4,2.3,2.4,=,23,17,39.1,0.352941176,2.5,3,"Toll Center for Reproductive Sciences, Abington Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"INFERTILITY SOLUTIONS, P.C.",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,84%,0%,0%,7%,12%,6%,7%,0%,14%,1%,7%,22%,24%,"Bruce I. Rose, M.D., Ph.D.",30,14,7,6,50,0.357142857,0.428571429,0,36.7,0.214285714,0.142857143,0,-34.5,=,=,=,37.9,0.230769231,0.142857143,0,39.3,0.230769231,0.142857143,0,28.6,0.230769231,0.142857143,0,3.3,0.071428571,0,0.333333333,3.2,3.5,3.6,1.8,0.266666667,0.2,0,=,0,0,0,=,0.272727273,0,0,=,5,0,0,0,0.2,=,=,=,2.6,=,=,=,1,1,0,0,3,5,"Infertility Solutions, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY SPECIALISTS,,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,38%,0%,<1%,20%,8%,1%,8%,2%,26%,2%,6%,5%,22%,"Albert J. Peters, D.O.",49,29,23,8,49,20.7,17.4,0.125,38.8,13.8,8.7,0.125,-27.3,-25.1,-20.2,=,41.3,16.7,9.1,0.166666667,43.2,17.4,0.105263158,0.166666667,25,13,0.052631579,0.166666667,6.1,17.2,4.3,0.25,3.3,3.3,3.5,3.7,29.2,0.333333333,0.25,0,8.3,0,0,0,0.421052632,0.25,0.5,0,6,2,5,0,0,0,0,=,2.3,2.5,2,=,2,0,0,=,4,=,Reproductive Endocrinology & Infertility Specialists,No,No,Yes,No,Yes,Yes,Yes
"REPROTECH, INC.",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,0%,0%,0%,45%,0%,0%,11%,0%,0%,0%,44%,0%,0%,"Eric R. Rittenhouse, M.D.",0,7,1,1,=,0,0,0,=,0,0,0,=,=,=,=,=,0,0,=,=,0,0,=,=,0,0,=,=,0,0,1,=,3.8,4,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Reprotech, Inc.",No,No,Yes,Yes,Yes,No,None
FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,0%,0%,0%,77%,0%,0%,3%,1%,5%,0%,0%,18%,0%,0%,13%,60%,"H. Christina Lee, M.D.",34,14,6,2,32.4,0.428571429,0.333333333,0,26.5,0.357142857,0.333333333,0,-29.7,=,=,=,26.5,0.357142857,0.333333333,0,26.5,0.384615385,0.333333333,0,17.6,0.230769231,0.166666667,0,0,0,0,0.5,3.4,4.2,4,1,0.181818182,0.333333333,0.5,=,0.090909091,0,0,=,0.333333333,0.4,0.5,=,0,0,0,0,=,=,=,=,=,=,=,=,5,1,0.2,1,3.4,4,Family Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
"MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE, LTD.",,BRYN MAWR,PENNSYLVANIA,100%,0%,0%,0%,27%,0%,<1%,15%,9%,11%,6%,3%,16%,3%,16%,9%,12%,"Michael J. Glassner, M.D.",136,76,78,44,39,34.2,23.1,11.4,34.6,31.6,21.8,6.8,-16,-20.9,-18.4,-14.3,37.3,34.8,27.4,7.7,42.3,38.7,33.3,10,25.2,21,21.6,10,7.4,9.2,20.5,11.4,3,3.2,3.3,3.2,39.6,38.5,0.333333333,0.4,9.4,7.7,0.166666667,0,40.4,45.8,0.352941176,0,70,22,20,5,25.7,27.3,25,0.4,2.6,3,2.1,4.2,6,2,0.5,0.5,3,3,"Main Line Fertility and Reproductive Medicine, Ltd.",Yes,No,Yes,Yes,Yes,Yes,Yes
GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,0%,0%,0%,44%,0%,0%,19%,3%,13%,4%,0%,19%,27%,15%,0%,0%,"Latif L. Awad, M.D.",21,17,4,3,33.3,0.117647059,0,0.666666667,23.8,0.117647059,0,0.333333333,-36.4,=,=,=,0.277777778,0.142857143,0,0.333333333,0.294117647,0.153846154,0,0.333333333,0.176470588,0.153846154,0,0.333333333,14.3,0.176470588,0.75,0,3.3,3.3,3,4.3,0.285714286,0,=,0,0,0,=,0,0.4,0,=,0,4,6,2,1,0,0.333333333,0,0,1.8,3,3,3,10,6,0.3,0,3.1,2.7,Geisinger Medical Center Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED CENTER FOR INFERTILITY AND REPRODUCTIVE MEDICINE, R.P.C.",,HARRISBURG,PENNSYLVANIA,100%,0%,0%,0%,49%,0%,0%,2%,3%,2%,44%,0%,10%,3%,10%,15%,11%,"Eric P. Fiedler, M.D.",22,10,6,1,13.6,0.2,0,0,13.6,0.2,0,0,-28,=,=,=,0.1875,0.4,0,0,0.25,0.5,0,=,0.25,0.5,0,=,27.3,0.5,0.5,0,2,1.3,2.3,=,0,0,=,=,0,0,=,=,0,0,=,=,8,3,3,0,0.125,1,0.333333333,=,1.9,1.7,2.7,=,3,4,0.666666667,0.25,2,1.8,"Advanced Center for Infertility and Reproductive Medicine, R.P.C.",Yes,Yes,Yes,Yes,Yes,No,None
MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,0%,0%,0%,63%,0%,0%,27%,11%,<1%,8%,2%,15%,13%,13%,6%,4%,"William C. Dodson, M.D.",53,14,12,0,30.2,0.357142857,0.333333333,=,26.4,0.142857143,0.25,=,-23.8,=,=,=,31.1,0.153846154,0.375,=,37.8,0.166666667,0.428571429,=,21.6,0.083333333,0.285714286,=,15.1,0.071428571,0.333333333,=,2.8,2.8,2.7,=,0.5625,0.2,0.25,=,0,0,0,=,0.428571429,0.5,0.333333333,=,11,7,4,0,0.363636364,0,0.25,=,2.2,2.9,2.3,=,0,0,=,=,=,=,Milton S. Hershey Medical Center,Yes,No,No,No,Yes,Yes,Yes
"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, P.C.",,MEADOWBROOK,PENNSYLVANIA,98%,0%,2%,0%,53%,0%,2%,8%,4%,4%,11%,0%,17%,3%,1%,19%,33%,"Martin F. Freedman, M.D.",74,29,14,8,58.1,41.4,0.285714286,0.375,54.1,20.7,0.214285714,0.375,-22.7,-29.5,=,=,55.6,24,0.230769231,0.5,57.1,25,0.230769231,0.5,27.1,16.7,0.153846154,0.5,2.7,13.8,0.071428571,0.25,2.9,3.3,3.5,4.3,41.9,0.166666667,0.25,0,9.3,0.083333333,0.25,0,52.5,0.333333333,0.333333333,0,17,6,3,0,0.176470588,0.333333333,0.333333333,=,2.6,1.8,3,=,9,4,0.444444444,0.5,2.8,3.3,"Northern Fertility and Reproductive Associates, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
PENNSYLVANIA REPRODUCTIVE ASSOCIATES ,"WOMEN'S INSTITUTE FOR FERTILITY, ENDOCRINOLOGY, AND MENOPAUSE",PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,67%,0%,3%,14%,5%,15%,4%,2%,23%,4%,14%,7%,12%,"Maureen P. Kelly, M.D.",131,93,58,33,53.4,40.9,41.4,27.3,48.1,26.9,31,12.1,-17.1,-18,-23.8,-22.3,50.8,29.4,34,12.5,52.9,30.1,34.6,13.8,36.1,16.9,25,10.3,5.3,8.6,8.6,3,2.5,2.8,3.1,3.4,35.7,26.3,25,0.444444444,4.3,7.9,0,0,31.7,44,0.277777778,0.25,11,4,5,3,0.272727273,0.5,0.6,0,2.5,2.8,2.2,3,38,16,57.9,0.5625,2.4,2,"Pennsylvania Reproductive Associates, Women's Institute for Fertility, Endocrinology, and Menopause",Yes,Yes,Yes,Yes,Yes,Yes,Yes
THOMAS JEFFERSON IVF PROGRAM,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,21%,0%,0%,23%,19%,12%,0%,8%,0%,0%,4%,15%,19%,"Gregory T. Fossum, M.D.",8,2,8,0,0.375,0,0,=,0.25,0,0,=,=,=,=,=,0.25,0,0,=,0.285714286,0,0,=,0.285714286,0,0,=,0,0.5,0.5,=,3,1,4,=,0,=,=,=,0,=,=,=,0,=,=,=,2,1,0,0,0.5,0,=,=,2,4,=,=,2,1,0.5,0,2.5,2,Thomas Jefferson IVF Program,Yes,No,Yes,No,Yes,No,Yes
UNIVERSITY OF PENNSYLVANIA,,PHILADELPHIA,PENNSYLVANIA,>99%,<1%,0%,0%,12%,0%,<1%,12%,3%,4%,7%,1%,19%,7%,11%,22%,14%,"Christos B. Coutifaris, M.D., Ph.D.",134,86,74,23,32.8,29.1,16.2,13,24.6,24.4,10.8,8.7,-14.6,-18.2,-14.2,-20.2,27.5,28.8,15.1,0.105263158,29.2,30,19,0.133333333,20.4,21.4,11.9,0.133333333,10.4,15.1,28.4,17.4,2.5,2.6,3,3.4,34.1,24,0.25,0,2.3,0,0.083333333,0,30.3,28.6,0.375,0,34,15,2,2,29.4,0.333333333,0,0.5,2.6,2.5,2,4,7,2,0.285714286,0.5,2.3,3,University of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes
JONES INSTITUTE AT WEST PENN ALLEGHENY HEALTH SYSTEM,,PITTSBURGH,PENNSYLVANIA,81%,0%,19%,0%,56%,0%,0%,17%,0%,6%,6%,0%,41%,0%,6%,12%,12%,"Scott W. Kauma, M.D.",9,3,3,1,0.333333333,0,0,0,0.333333333,0,0,0,=,=,=,=,0.375,0,0,0,0.375,0,0,0,0,0,0,0,0.111111111,0.333333333,0,0,3.3,3.5,3,5,1,=,=,=,0,=,=,=,1,=,=,=,1,0,0,0,0,=,=,=,3,=,=,=,0,0,=,=,=,=,Jones Institute at West Penn Allegheny Health System,Yes,No,Yes,No,Yes,Yes,Pending
"REPRODUCTIVE HEALTH SPECIALISTS, INC.",,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,43%,0%,<1%,14%,2%,10%,13%,0%,28%,2%,22%,3%,6%,"Judith L. Albert, M.D.",91,62,34,12,42.9,30.6,44.1,0.083333333,37.4,24.2,35.3,0.083333333,-19.9,-21.4,-32.2,=,38.6,26.8,40,0.111111111,39.1,34.1,41.4,0.166666667,25.3,25,27.6,0.166666667,3.3,9.7,11.8,0.25,2.1,2,2.6,3,28.2,0.210526316,0.333333333,0,5.1,0,0.066666667,0,35.3,0.266666667,0.333333333,0,38,13,12,3,26.3,0.153846154,0.083333333,0.333333333,2.2,2.2,2.2,2.3,17,4,0.470588235,0,2.1,3,"Reproductive Health Specialists, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF PITTSBURGH PHYSICIANS ,CENTER FOR FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,42%,0%,<1%,6%,1%,21%,4%,0%,7%,18%,11%,17%,15%,"Anthony N. Wakim, M.D.",146,76,66,24,24,26.3,9.1,12.5,21.2,23.7,6.1,4.2,-13.3,-19.1,-11.5,-12.2,25,30.5,8.2,4.5,27,32.7,8.7,4.8,16.5,27.3,4.3,4.8,15.1,22.4,25.8,8.3,2.8,2.9,2.9,3.1,28.6,15,0.5,0,5.7,5,0,0,38.7,0.166666667,0.5,0,42,19,11,4,19,0.210526316,0.090909091,0,2.7,3.1,2.9,3,21,15,38.1,0.133333333,2.8,3.2,"University of Pittsburgh Physicians, Center for Fertility and Reproductive Endocrinology",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY AND FERTILITY CENTER,,UPLAND,PENNSYLVANIA,>99%,0%,0%,<1%,55%,0%,0%,8%,1%,3%,9%,0%,11%,7%,4%,26%,31%,"Albert El-Roeiy, M.D.",48,25,28,10,47.9,36,14.3,0.1,43.8,32,3.6,0.1,-28.1,-36.6,-10.4,=,43.8,34.8,3.7,0.25,48.8,40,5,0.333333333,27.9,25,5,0.333333333,0,8,3.6,0.6,3.6,4.2,4,4.7,34.8,0.111111111,0.25,0,4.3,0.222222222,0,0,42.9,0.375,0,0,23,5,1,1,43.5,0,1,0,4.2,4,3,2,8,2,0.625,0.5,3.3,3,Reproductive Endocrinology and Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA,,WAYNE,PENNSYLVANIA,100%,0%,0%,0%,75%,<1%,7%,6%,9%,29%,2%,5%,15%,4%,6%,13%,11%,"Abraham K. Munabi, M.D.",56,33,25,12,21.4,15.2,16,0.166666667,17.9,12.1,12,0.083333333,-20.1,-22.3,-24.7,=,18.5,13.3,13.6,0.111111111,19.6,16.7,15,0.111111111,9.8,4.2,15,0.111111111,3.6,9.1,12,0.25,4,3.3,3.3,3.1,0.166666667,0.6,0,0,0.25,0,0,0,0.5,0.75,0,0,6,4,1,0,0.166666667,0,1,=,3.8,4.5,3,=,30,13,43.3,0.153846154,4.1,3.5,Reproductive Science Institute of Suburban Philadelphia,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"WOMEN'S CLINIC, LTD.",,WEST READING,PENNSYLVANIA,100%,0%,0%,0%,22%,0%,0%,13%,2%,0%,7%,0%,5%,0%,0%,22%,51%,"Vincent A. Pellegrini, M.D.",26,15,8,6,34.6,0.2,0.25,0,26.9,0.2,0.25,0,-34.1,=,=,=,33.3,0.230769231,0.5,0,35,0.272727273,0.5,0,10,0.181818182,0.5,0,19.2,0.133333333,0.5,0.5,4.5,3.9,4.3,3,0.333333333,0.333333333,0,=,0.222222222,0,0,=,0.714285714,0.333333333,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Women's Clinic, Ltd.",No,No,No,No,No,Yes,Yes
FERTILITY AND GYNECOLOGY ASSOCIATES,,WILLOW GROVE,PENNSYLVANIA,100%,0%,0%,0%,35%,0%,0%,16%,0%,5%,14%,0%,18%,2%,19%,5%,21%,"Maria P. Platia, M.D.",13,6,5,1,0.461538462,0.333333333,0.6,0,0.461538462,0.166666667,0.6,0,=,=,=,=,0.545454545,0.2,0.6,0,0.545454545,0.2,0.6,0,0.454545455,0,0.4,0,0.153846154,0.166666667,0,0,2.8,3.6,3.4,2,0,0,0,=,0.166666667,0.5,0.333333333,=,0.166666667,1,0.333333333,=,5,2,3,1,0.2,0.5,0.333333333,1,3.2,3,2.3,4,4,2,0,0.5,2.8,2.5,Fertility and Gynecology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. PEDRO J. BEAUCHAMP,,BAYAMON,PUERTO RICO,100%,0%,0%,0%,60%,0%,0%,8%,4%,0%,5%,0%,14%,4%,0%,15%,50%,"Pedro J. Beauchamp, M.D.",80,40,36,17,33.8,30,16.7,0.117647059,27.5,22.5,11.1,0.058823529,-19.6,-25.8,-20.6,=,29.7,30,14.3,0.071428571,31.9,32.1,15.4,0.076923077,18.8,17.9,11.5,0.076923077,7.5,25,22.2,0.176470588,2.8,2.7,2.9,3,18.5,0.25,0.333333333,0,14.8,0.083333333,0,0,40.9,0.444444444,0.25,0,1,0,0,0,0,=,=,=,2,=,=,=,5,0,0.2,=,2.8,=,Dr. Pedro J. Beauchamp,Yes,No,No,No,Yes,Yes,Yes
CENTRO DE FERTILIDAD DEL CARIBE,,RIO PIEDRAS,PUERTO RICO,100%,0%,0%,0%,44%,0%,0%,15%,0%,0%,2%,1%,17%,2%,1%,49%,13%,"Rene Fernandez-Pelegrina, M.D.",42,23,21,9,45.2,47.8,28.6,0.333333333,40.5,47.8,23.8,0.222222222,-29.7,-40.8,-36.4,=,44.7,50,25,0.222222222,45.9,55,0.263157895,0.222222222,29.7,40,0.157894737,0.111111111,9.5,4.3,4.8,0,2.8,2.2,2.7,3.4,0.368421053,0.272727273,0.333333333,0.333333333,0,0,0,0,0.352941176,0.272727273,0.4,0.5,2,1,0,0,0,0,=,=,3,2,=,=,0,0,=,=,=,=,Centro de Fertilidad del Caribe,No,No,No,No,Yes,Yes,Yes
GREFI,"GYNECOLOGY, REPRODUCTIVE ENDOCRINOLOGY & FERTILITY INSTITUTE",SANTURCE,PUERTO RICO,100%,0%,0%,0%,25%,0%,0%,31%,1%,13%,13%,1%,25%,1%,11%,3%,1%,"Rosa I. Cruz, M.D.",35,11,16,5,22.9,0.272727273,0.125,0,20,0.090909091,0.125,0,-26.6,=,=,=,21.2,0.090909091,0.153846154,0,22.6,0.090909091,0.166666667,0,9.7,0.090909091,0.166666667,0,5.7,0,0.1875,0,3.2,3.7,2.3,2.8,0.375,0.333333333,0,=,0.125,0,0,=,0.571428571,0,0,=,1,1,0,0,0,0,=,=,2,2,=,=,10,0,0.4,=,3.1,=,"GREFI--Gynecology, Reproductive Endocrinology & Fertility Institute",Yes,Yes,Yes,No,Yes,Yes,Yes
WOMEN AND INFANTS' DIVISION OF REPRODUCTIVE MEDICINE AND INFERTILITY,,PROVIDENCE,RHODE ISLAND,>99%,<1%,0%,0%,51%,0%,<1%,16%,8%,1%,3%,<1%,19%,9%,28%,4%,11%,"David L. Keefe, M.D.",324,160,133,80,41,36.3,29.3,15,35.2,30.6,22.6,11.3,-10.4,-14.3,-14.2,-13.9,36.3,31.8,24.4,11.8,38.5,33.6,25.4,13.2,26.4,21.9,19.5,8.8,3.1,3.8,7.5,5,2.2,2.5,3,2.9,28.6,36.2,20.5,0.416666667,4.5,0,5.1,0.083333333,31.6,34.7,23.3,0.333333333,50,22,16,6,10,4.5,0.0625,0,2.6,2.9,2.8,1.8,54,18,42.6,0.055555556,2.2,2.7,Women and Infants' Division of Reproductive Medicine and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR WOMEN'S MEDICINE ,REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,73%,0%,1%,9%,16%,9%,14%,<1%,9%,7%,0%,14%,21%,"Bruce A. Lessey, M.D., Ph.D.",91,27,22,11,46.2,51.9,40.9,0.181818182,40.7,33.3,31.8,0,-20.2,-35.5,-38.9,=,50,39.1,35,0,52.9,39.1,35,0,32.9,34.8,30,0,18.7,14.8,9.1,0.272727273,2.5,2.8,3.5,3.9,28.6,0.214285714,0.111111111,0,9.5,0.142857143,0,0,37.8,0.111111111,0.142857143,=,26,10,2,2,34.6,0.3,0,0,2.6,3,4,2.5,10,7,0.4,0.285714286,2.2,2.9,"Center for Women's Medicine, Reproductive Endocrinology and Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SOUTHEASTERN FERTILITY CENTER, P.A.",,MOUNT PLEASANT,SOUTH CAROLINA,100%,0%,0%,0%,56%,0%,0%,14%,2%,22%,3%,<1%,17%,4%,13%,12%,13%,"Grant W. Patton, M.D.",172,63,44,16,46.5,49.2,38.6,0.125,39.5,41.3,36.4,0.0625,-14.6,-24.3,-28.5,=,42,46.4,43.2,0.083333333,44.7,49.1,43.2,0.090909091,32.9,30.2,35.1,0.090909091,5.8,11.1,15.9,0.25,2.3,2.5,2.8,3,33.8,41.9,0.294117647,0,0,0,0.058823529,0,26.5,38.5,0.1875,0,35,5,9,4,40,0.2,0.333333333,0.5,2.1,2.4,2.3,2.5,73,18,53.4,0.5,2.2,1.9,"Southeastern Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED FERTILITY & REPRODUCTIVE ENDOCRINOLOGY INSTITUTE, L.L.C.",,WEST COLUMBIA,SOUTH CAROLINA,100%,0%,0%,0%,69%,0%,0%,15%,13%,8%,5%,<1%,37%,2%,5%,5%,9%,"Gail F. Whitman-Elia, M.D., M.P.H.",68,28,22,2,55.9,32.1,36.4,0,47.1,25,36.4,0,-23.7,-32,-40.2,=,48.5,25.9,40,0,50.8,25.9,0.421052632,0,36.5,22.2,0.315789474,0,2.9,3.6,9.1,0,2.7,3.1,2.9,2,13.2,0.111111111,0.375,=,13.2,0,0.125,=,28.1,0.142857143,0.25,=,13,1,1,0,0.538461538,0,0,=,2.3,3,3,=,6,0,0.5,=,2.3,=,"Advanced Fertility & Reproductive Endocrinology Institute, L.L.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
