OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,THE CENTER FOR REPRODUCTIVE HEALTH,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,82%,0%,0%,0%,2%,<1%,6%,8%,0%,0%,8%,0%,5%,11%,0.62,"Jaime M. Vasquez, MD",46.00,14.00,8.00,2.00,1.00,14.90,0.00,0.08,0.00,0.00,26.10,0.00,0.13,0.00,0.00,19.60,0.00,0.13,0.00,0.00,(9.4Ð33.9),,,,,22,0.00,0.20,0.00,0.00,22.5,0.00,0.25,0.00,0.00,15,0.00,0.25,0.00,0.00,10.9,0.14,0.38,0.50,0.00,2.4,2.7,3,4,4,0.33,=,0.00,=,=,0.00,=,0.00,=,=,0.33,=,0.00,=,=,6,2,0,0,0,0.00,0.00,=,=,=,3.2,2.5,=,=,=,14,4,0.50,0.25,2.6,3,The Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,NASHVILLE FERTILITY CENTER,,NASHVILLE,TENNESSEE,100%,0%,0%,0%,71%,0%,1%,16%,9%,3%,5%,5%,4%,1%,15%,3%,3%,25%,0.36,"George A. Hill, MD",145.00,63.00,44.00,23.00,0.00,46.80,29.50,18.60,9.30,=,52.40,41.30,34.10,21.70,=,45.50,36.50,27.30,13.00,=,(37.2Ð54.0),(24.7Ð49.6),(15.0Ð42.8),(2.8Ð33.6),,52.8,44.2,31.6,0.20,=,55.5,45.1,33.3,0.20,=,36.1,29.4,25,0.20,=,13.8,17.5,13.6,34.8,=,1.9,2.4,2.8,2.9,=,31.6,30.8,0.40,0.00,=,5.3,3.8,0.00,0.00,=,34.8,34.8,0.25,0.00,=,60,24,22,3,0,40,25,36.4,0.33,=,2,2.1,2,1.7,=,19,37,0.42,40.5,1.9,2.2,Nashville Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,TEXAS FERTILITY CENTER,"DRS. VAUGHN, SILVERBERG, HANSARD AND BURGER",AUSTIN,TEXAS,100%,0%,0%,0%,55%,<1%,<1%,3%,2%,5%,5%,5%,13%,3%,16%,11%,7%,19%,0.15,"Kaylen Silverberg, MD",219.00,115.00,109.00,40.00,14.00,37.20,34.40,19.00,9.90,3.30,47.00,50.40,34.90,30.00,0.21,41.60,45.20,29.40,17.50,0.07,(35.0Ð48.4),(35.9Ð54.8),(21.0Ð38.8),(7.3Ð32.8),,45.5,50.5,33.3,20.6,0.08,46.9,50.5,34.8,21.2,0.08,27.8,30.1,26.1,15.2,0.08,8.7,10.4,11.9,15,0.07,2,2.5,2.8,3.7,4.6,35,37.9,23.7,0.08,0.00,5.8,8.6,7.9,0.08,0.00,40.7,40.4,25,0.29,0.00,65,30,27,6,6,30.8,36.7,22.2,0.33,0.00,1.6,1.7,1.7,1.3,2,70,22,58.6,9.1,2.1,1.6,"Texas Fertility Center, Drs. Vaughn, Silverberg, Hansard and Burger",Yes,No,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"JEFFREY YOUNGKIN, MD",AUSTIN FERTILITY CENTER,AUSTIN,TEXAS,100%,0%,0%,0%,39%,0%,0%,0%,0%,33%,6%,0%,11%,6%,11%,0%,17%,17%,0.00,"Jeffrey T. Youngkin, MD",5.00,5.00,3.00,0.00,0.00,0.44,0.15,0.25,=,=,0.40,0.20,0.33,=,=,0.40,0.20,0.33,=,=,,,,,,0.50,0.20,0.33,=,=,0.50,0.20,0.33,=,=,0.25,0.00,0.00,=,=,0.20,0.00,0.00,=,=,2.3,2.6,2.7,=,=,1.00,1.00,1.00,=,=,0.00,0.00,0.00,=,=,0.50,1.00,1.00,=,=,2,1,0,0,2,0.00,0.00,=,=,0.00,2,2,=,=,2,0,0,=,=,=,=,"Jeffrey Youngkin, MD, Austin Fertility Center",No,No,No,No,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,CENTER FOR ASSISTED REPRODUCTION,,BEDFORD,TEXAS,100%,0%,0%,0%,62%,<1%,<1%,<1%,5%,9%,11%,4%,2%,<1%,26%,19%,8%,6%,0.14,"Kevin J. Doody, MD",159.00,66.00,60.00,28.00,9.00,45.40,32.70,24.50,10.30,0.20,54.70,42.40,31.70,17.90,0.11,49.70,36.40,25.00,10.70,0.11,(41.7Ð57.7),(24.9Ð49.1),(14.7Ð37.9),(2.3Ð28.2),,51,40,27.8,13.6,0.13,53,41.4,30,13.6,0.17,28.9,31,20,13.6,0.00,2.5,9.1,10,21.4,0.11,1.9,1.9,2.1,2.6,1.7,44.8,32.1,0.37,0.20,1.00,2.3,0,0.00,0.00,0.00,45.6,25,0.33,0.00,1.00,57,36,25,9,1,54.4,41.7,40,0.56,1.00,2,1.8,2.2,2.2,2,30,55,70,49.1,1.9,1.9,Center for Assisted Reproduction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,TRINITY INVITRO FERTILIZATION PROGRAM,,CARROLLTON,TEXAS,100%,0%,0%,0%,17%,0%,0%,0%,,0%,0%,0%,7%,0%,0%,7%,0%,21%,0.64,"W. F. Howard, MD",1.00,2.00,3.00,0.00,0.00,=,=,=,=,=,0.00,0.00,0.00,=,=,0.00,0.00,0.00,=,=,,,,,,=,0.00,=,=,=,=,=,=,=,=,=,=,=,=,=,1.00,0.50,1.00,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,1,1,0,0,=,0.00,0.00,=,=,=,1,1,=,=,0,1,=,0.00,=,2,Trinity InVitro Fertilization Program,No,No,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,DALLAS-FORT WORTH FERTILITY ASSOCIATES,,DALLAS,TEXAS,100%,0%,0%,0%,33%,0%,1%,<1%,5%,3%,9%,18%,3%,1%,10%,1%,3%,21%,0.31,"Samuel J. Chantilis, MD",196.00,120.00,75.00,41.00,10.00,42.90,26.50,22.60,11.70,0.00,50.50,36.70,32.00,22.00,0.00,45.90,30.80,25.30,14.60,0.00,(38.8Ð53.2),(22.7Ð39.9),(16.0Ð36.7),(5.6Ð29.2),,51.1,35.6,31.7,20.7,0.00,53.3,38.9,32.8,20.7,0.00,30.8,26.3,22.4,10.3,0.00,10.2,13.3,20,29.3,0.50,2,2.3,2.7,3.2,3.3,42.4,29.5,16.7,0.44,=,3,2.3,20.8,0.00,=,42.2,32.4,0.32,0.50,=,25,17,10,2,1,48,0.41,0.10,0.00,0.00,1.6,1.2,1.5,1.5,1,49,18,69.4,0.44,1.8,1.4,Dallas-Fort Worth Fertility Associates,Yes,Yes,No,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,FERTILITY AND ADVANCED REPRODUCTIVE MEDICINE,,DALLAS,TEXAS,100%,0%,0%,0%,48%,0%,0%,0%,3%,10%,16%,18%,6%,2%,18%,0%,13%,2%,0.15,"Karen Bradshaw, MD",26.00,13.00,6.00,5.00,0.00,35.70,0.18,0.36,0.22,=,42.30,0.15,0.33,0.20,=,34.60,0.15,0.33,0.20,=,(17.2Ð55.7),,,,,37.5,0.22,0.40,0.25,=,40.9,0.25,0.40,0.33,=,22.7,0.13,0.00,0.00,=,7.7,0.31,0.17,0.20,=,1.9,2.1,2.2,3,=,0.27,0.50,1.00,1.00,=,0.09,0.00,0.00,0.00,=,0.44,0.50,1.00,1.00,=,13,1,0,1,0,0.38,0.00,=,0.00,=,2.1,2,=,3,=,0,2,=,0.00,=,2,Fertility and Advanced Reproductive Medicine,No,No,Yes,No,Yes,No,No,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,"FERTILITY SPECIALISTS OF DALLAS, PA",,DALLAS,TEXAS,100%,0%,0%,0%,29%,0%,<1%,0%,3%,15%,10%,12%,<1%,0%,16%,<1%,9%,21%,0.16,"Jerald S. Goldstein, MD",58.00,17.00,15.00,8.00,3.00,50.50,52.90,32.40,13.00,0.00,56.90,0.59,0.60,0.50,0.00,46.60,0.53,0.40,0.13,0.00,(33.3Ð60.1),,,,,57.4,0.53,0.46,0.17,0.00,60,0.60,0.50,0.17,0.00,31.1,0.20,0.42,0.17,0.00,19,0.00,0.13,0.25,0.33,2,2.3,2.8,3.8,2,39.4,0.50,0.00,0.00,=,0,0.20,0.11,0.00,=,48.1,0.67,0.17,0.00,=,2,0,0,0,0,0.00,=,=,=,=,1.5,=,=,=,=,9,2,0.44,0.00,2,2,"Fertility Specialists of Texas, PLLC",Yes,Yes,Yes,Yes,Yes,Yes,Pending,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,IVF INSTITUTE,,DALLAS,TEXAS,100%,0%,0%,0%,27%,0%,0%,0%,0%,0%,3%,23%,0%,0%,0%,0%,3%,15%,0.56,"Noel Peng, MD",12.00,5.00,13.00,0.00,0.00,0.35,0.40,43.50,=,=,0.50,0.40,0.54,=,=,0.25,0.40,0.31,=,=,,,,,,0.33,0.67,0.50,=,=,0.33,1.00,0.50,=,=,0.11,1.00,0.25,=,=,0.25,0.40,0.38,=,=,1.9,2.5,2.9,=,=,0.33,0.00,0.00,=,=,0.00,0.00,0.29,=,=,0.67,0.00,0.50,=,=,0,1,1,0,0,=,0.00,0.00,=,=,=,1,3,=,=,3,0,0.67,=,2.3,=,IVF Institute,Yes,No,Yes,Yes,Yes,No,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,REPROMED FERTILITY CENTER,"ANIL PINTO, MD, PA",DALLAS,TEXAS,100%,0%,0%,0%,56%,0%,2%,7%,3%,4%,28%,24%,6%,0%,9%,6%,11%,3%,0.10,"Anil B. Pinto, MD",28.00,9.00,5.00,0.00,0.00,31.50,26.90,0.25,=,=,60.70,0.56,0.40,=,=,60.70,0.56,0.40,=,=,(40.6Ð78.5),,,,,65.4,0.56,0.40,=,=,65.4,0.56,0.50,=,=,42.3,0.33,0.25,=,=,7.1,0.00,0.00,=,=,2.8,2.9,3,=,=,0.35,0.40,0.50,=,=,0.00,0.00,0.00,=,=,0.35,0.40,0.50,=,=,9,4,1,0,1,0.11,0.50,1.00,=,0.00,2.6,2.8,1,=,4,8,4,0.63,0.75,2.6,2,"ReproMed Fertility Center, Anil Pinto, MD, PA",Yes,No,Yes,Yes,Yes,No,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-DALLAS,,DALLAS,TEXAS,100%,0%,0%,0%,88%,0%,2%,32%,1%,7%,<1%,28%,3%,2%,9%,17%,21%,3%,0.09,"Walid Saleh, MD",70.00,41.00,21.00,15.00,3.00,39.40,25.50,16.70,0.18,1.00,42.90,22.00,23.80,0.13,0.33,38.60,17.10,19.00,0.13,0.33,(27.2Ð51.0),(7.2Ð32.1),(5.4Ð41.9),,,41.5,17.9,19,0.18,1.00,55.1,25.9,0.29,0.20,1.00,38.8,14.8,0.29,0.10,1.00,7.1,4.9,0,0.27,0.67,2.2,2,2.1,1.7,1,26.7,0.56,0.00,0.50,0.00,6.7,0.00,0.00,0.00,0.00,29.6,0.43,0.00,0.50,0.00,14,6,2,2,0,0.50,0.33,0.50,0.00,=,2.1,1.8,1.5,2,=,19,9,0.42,0.33,2.2,2.2,Sher Institute for Reproductive Medicine-Dallas,Yes,No,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,TEXAS CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,0%,0%,0%,86%,0%,3%,2%,2%,11%,7%,8%,4%,2%,26%,2%,3%,16%,0.23,"Michael Putman, MD",36.00,12.00,10.00,6.00,0.00,37.70,13.90,6.70,3.80,=,66.70,0.33,0.40,0.33,=,58.30,0.25,0.20,0.00,=,(40.8Ð74.5),,,,,58.3,0.25,0.20,0.00,=,58.3,0.25,0.20,0.00,=,41.7,0.08,0.20,0.00,=,0,0.00,0.00,0.00,=,2.1,3,3,4.3,=,25,0.50,0.00,0.00,=,0,0.00,0.00,0.00,=,28.6,0.67,0.00,=,=,25,12,12,4,3,36,0.25,0.50,0.00,0.67,2.2,2.8,3.1,4.5,7.7,3,6,0.67,0.33,2,1.8,Texas Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,"SOUTHWEST CENTER FOR REPRODUCTIVE HEALTH, PA",,EL PASO,TEXAS,100%,0%,0%,0%,98%,0%,0%,0%,9%,10%,9%,7%,8%,0%,8%,4%,5%,30%,0.20,"Luis S. Noble, MD",32.00,25.00,18.00,3.00,2.00,44.40,43.10,27.90,0.13,0.00,56.30,72.00,0.56,0.33,0.00,50.00,64.00,0.22,0.33,0.00,(31.9Ð68.1),(42.5Ð82.0),,,,51.6,64,0.22,0.33,0.00,57.1,66.7,0.22,0.33,0.00,39.3,54.2,0.11,0.33,0.00,3.1,0,0.00,0.00,0.00,1.9,2.1,2.4,2.7,3,0.22,0.22,0.30,0.00,=,0.06,0.00,0.00,0.00,=,0.31,0.19,0.50,0.00,=,17,11,7,2,1,0.53,0.27,0.43,0.00,0.00,2,1.9,1.7,1.5,2,10,11,0.60,0.45,1.8,1.6,"Southwest Center for Reproductive Health, PA",Yes,Yes,Yes,Yes,Yes,Yes,No,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,"FORT WORTH FERTILITY, PA",,FORT WORTH,TEXAS,100%,0%,0%,0%,72%,0%,2%,3%,4%,10%,8%,8%,4%,<1%,25%,20%,16%,4%,0.05,"Robert Kaufmann, MD",127.00,45.00,36.00,13.00,5.00,43.30,31.70,15.60,17.60,0.00,57.50,48.90,22.20,0.31,0.00,53.50,37.80,19.40,0.15,0.00,(44.5Ð62.4),(23.8Ð53.5),(8.2Ð36.0),,,56.7,37.8,20,0.18,0.00,57.1,37.8,23.3,0.20,0.00,34.5,17.8,16.7,0.10,0.00,5.5,0,2.8,0.15,0.20,2.1,2.3,2.6,3.4,3,46.6,54.5,0.25,0.00,=,1.4,0,0.13,0.25,=,39.7,0.53,0.29,0.50,=,14,1,0,2,0,0.50,1.00,=,0.50,=,1.8,1,=,2,=,14,2,0.64,0.00,1.9,2,"Fort Worth Fertility, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,BAYLOR FAMILY FERTILITY PROGRAM,,HOUSTON,TEXAS,100%,0%,0%,0%,82%,0%,0%,0%,0%,24%,0%,2%,2%,0%,29%,10%,5%,0%,0.29,"William E. Gibbons, MD",18.00,6.00,3.00,3.00,3.00,40.00,0.33,0.13,0.14,0.00,0.50,0.17,0.33,0.33,0.00,0.44,0.17,0.33,0.00,0.00,,,,,,0.50,0.33,0.33,0.00,0.00,0.57,0.50,0.33,0.00,0.00,0.36,0.00,0.33,0.00,0.00,0.11,0.50,0.00,0.00,0.00,2.5,3,2.7,2.3,3.3,0.33,1.00,0.00,0.00,=,0.11,0.00,0.00,0.00,=,0.38,1.00,0.00,=,=,2,2,1,0,0,0.50,0.00,0.00,=,=,3,2,1,=,=,3,0,0.33,=,2,=,Baylor Family Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,CENTER FOR WOMEN'S MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,95%,0%,0%,4%,2%,12%,8%,<1%,6%,<1%,11%,15%,4%,9%,0.34,"Michael A. Allon, MD",50.00,26.00,21.00,8.00,2.00,24.50,34.40,12.50,0.16,0.00,46.00,46.20,33.30,0.38,0.00,36.00,42.30,23.80,0.13,0.00,(22.9Ð50.8),(23.4Ð63.1),(8.2Ð47.2),,,36,44,25,0.13,0.00,40,44,0.26,0.14,0.00,31.1,16,0.21,0.00,0.00,0,3.8,4.8,0.00,0.00,2.4,2.6,2.9,2.7,3.5,26.1,0.50,0.14,0.33,=,0,0.17,0.00,0.00,=,0.22,0.64,0.20,1.00,=,16,4,4,1,1,0.38,0.75,0.00,0.00,0.00,2.3,2.5,2.3,3,2,10,6,0.60,0.17,2.4,2.3,Center for Women's Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,COOPER INSTITUTE FOR ADVANCED REPRODUCTIVE MEDICINE,,HOUSTON,TEXAS,100%,0%,0%,0%,84%,0%,4%,7%,0%,1%,0%,4%,3%,0%,16%,4%,0%,11%,0.61,"C. James Chuong, MD",16.00,10.00,19.00,8.00,3.00,36.60,25.00,10.60,3.20,0.00,0.69,0.50,0.32,0.13,0.33,0.44,0.50,0.26,0.13,0.00,,,,,,0.44,0.56,0.28,0.13,0.00,0.44,0.56,0.28,0.13,0.00,0.38,0.44,0.17,0.13,0.00,0.00,0.10,0.05,0.00,0.33,2.6,3.1,3.7,3.9,4,0.18,0.00,0.33,0.00,0.00,0.09,0.20,0.00,0.00,0.00,0.14,0.20,0.40,0.00,=,4,1,1,0,0,0.00,1.00,0.00,=,=,2.8,2,1,=,=,7,3,0.57,0.33,2.3,2.3,Cooper Institute for Advanced Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,FERTILITY SPECIALISTS OF HOUSTON,,HOUSTON,TEXAS,100%,0%,0%,0%,84%,0%,<1%,7%,1%,8%,6%,12%,5%,1%,14%,6%,3%,17%,0.29,"George M. Grunert, MD",315.00,129.00,118.00,61.00,21.00,30.60,25.00,13.30,5.30,2.00,41.30,33.30,26.30,13.10,9.50,35.90,25.60,18.60,6.60,0.00,(30.6Ð41.4),(18.3Ð34.0),(12.1Ð26.9),(1.8Ð15.9),(0.0Ð16.1),40.6,29.5,22.4,7.8,0.00,43.1,32.4,24.2,8.9,0.00,27.1,18.6,20.9,6.7,0.00,11.7,13.2,16.9,16.4,14.3,2.1,2.4,2.6,2.9,3.2,33.1,48.8,12.9,0.00,0.00,2.3,0,0,0.13,0.00,37.2,42.4,13.6,0.25,=,74,45,29,4,10,27,22.2,17.2,0.25,0.30,1.9,2.2,2.3,2.8,2.3,67,40,62.7,37.5,2,2.2,Fertility Specialists of Houston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,HOUSTON FERTILITY INSTITUTE,,HOUSTON,TEXAS,100%,0%,0%,0%,93%,0%,1%,5%,4%,9%,5%,18%,2%,2%,17%,4%,23%,11%,0.09,"Inderbir S. Gill, MD",283.00,120.00,107.00,49.00,17.00,46.20,42.90,22.70,13.00,10.30,64.00,55.00,41.10,16.30,0.12,53.70,44.20,28.00,12.20,0.00,(47.7Ð59.6),(35.1Ð53.5),(19.8Ð37.5),(4.6Ð24.8),,54.9,48.6,29.4,13.3,0.00,59.6,50.5,33.7,16.7,0.00,35.3,29.5,27,11.1,0.00,2.1,9.2,4.7,8.2,0.18,2.1,2.2,2.3,2.6,2.6,38.7,34.8,18.2,0.25,0.50,1.7,6.1,2.3,0.13,0.00,40.8,41.5,20,0.33,=,95,36,31,7,2,57.9,30.6,32.3,0.29,0.00,2,2,2,2,2,86,42,60.5,57.1,2,2.1,Houston Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,HOUSTON INFERTILITY CLINIC,"SONJA KRISTIANSEN, MD",HOUSTON,TEXAS,100%,0%,0%,0%,82%,0%,0%,7%,0%,9%,3%,8%,0%,0%,51%,6%,9%,0%,0.14,"Sonja B. Kristiansen, MD",42.00,19.00,11.00,5.00,4.00,31.40,34.10,22.20,0.11,0.08,59.50,0.63,0.36,0.20,0.25,59.50,0.58,0.36,0.20,0.00,(43.3Ð74.4),,,,,59.5,0.58,0.36,0.20,0.00,62.5,0.65,0.40,0.25,0.00,42.5,0.53,0.20,0.25,0.00,0,0.00,0.00,0.00,0.00,3,2.4,2.7,2.3,3,48,0.17,0.50,0.00,0.00,0,0.00,0.00,0.00,0.00,32,0.18,0.50,0.00,=,13,5,3,0,1,0.38,0.20,0.00,=,0.00,2.5,2.4,1.3,=,2,4,2,0.50,0.50,3,3,"Houston Infertility Clinic, Sonja Kristiansen, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,HOUSTON IVF,,HOUSTON,TEXAS,100%,0%,0%,0%,97%,0%,2%,5%,1%,7%,11%,19%,4%,4%,16%,4%,23%,8%,0.05,"Timothy N. Hickman, MD",150.00,83.00,77.00,18.00,6.00,51.00,39.20,24.00,23.40,3.70,68.70,57.80,42.90,0.39,0.17,64.70,50.60,37.70,0.28,0.17,(56.5Ð72.3),(39.4Ð61.8),(26.9Ð49.4),,,65.1,51.2,37.7,0.29,0.17,66,51.9,39.7,0.29,0.17,40.1,33.3,28.8,0.18,0.17,0.7,1.2,0,0.06,0.00,2,2.2,2.8,2.8,4.5,38.8,37.5,33.3,0.14,0.00,3.9,4.2,9.1,0.29,0.00,39.2,35.7,27.6,0.40,0.00,25,12,11,2,1,56,0.50,0.45,0.50,0.00,2,2.4,2.5,2.5,1,41,12,80.5,0.42,2,2.1,Houston IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",(NHCRM),HOUSTON,TEXAS,100%,0%,0%,0%,78%,0%,0%,0%,2%,1%,13%,1%,6%,3%,8%,0%,9%,15%,0.45,"Dorothy J. Roach, MD",33.00,13.00,7.00,5.00,1.00,56.70,44.00,0.41,0.30,0.00,75.80,0.62,0.57,0.40,0.00,57.60,0.62,0.43,0.40,0.00,(39.2Ð74.5),,,,,59.4,0.62,0.50,0.50,0.00,61.3,0.62,0.50,0.50,0.00,35.5,0.38,0.17,0.50,0.00,3,0.00,0.14,0.20,0.00,1.9,1.9,2.8,2.5,3,36,0.38,0.25,0.50,=,0,0.00,0.25,0.00,=,0.42,0.38,0.67,0.00,=,8,3,1,4,0,0.75,0.00,0.00,0.00,=,2,1.3,1,2.3,=,4,0,0.50,=,1.5,=,"North Houston Center for Reproductive Medicine, PA, (NHCRM)",Yes,No,Yes,Yes,Yes,Yes,Yes,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
