OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
320,KETTERING REPRODUCTIVE MEDICINE,,KETTERING,OHIO,100%,0%,0%,0%,61%,0%,0%,19%,7%,13%,13%,0%,25%,2%,2%,0%,18%,"Thomas H. Burwinkel, MD",49,20,9,5,32.7,15,0.222222222,0,30.6,10,0.222222222,0,(18.3Ð45.4),(1.2Ð31.7),,,32.6,0.105263158,0.25,0,35.7,0.111111111,0.25,0,23.8,0.055555556,0.125,0,6.1,5,0.111111111,0.2,2.1,3,3.1,3.3,0.375,0.333333333,0.5,=,0.0625,0,0,=,0.333333333,0.5,0.5,=,43,18,3,3,37.2,0.111111111,0.333333333,0,2.1,2.9,2.3,2.7,15,2,0.333333333,0,2.1,2.5,Kettering Reproductive Medicine,Yes,Yes,No,Yes,Yes,Yes,Yes,OH
321,FERTILITY CENTER OF NORTHWESTERN OHIO,,TOLEDO,OHIO,100%,0%,0%,0%,30%,<1%,0%,19%,9%,5%,0%,<1%,20%,0%,4%,18%,25%,"Joseph V. Karnitis, MD",45,29,12,4,26.7,24.1,0.333333333,0.5,20,17.2,0.166666667,0,(9.6Ð34.6),(5.8Ð35.8),,,28.1,0.333333333,0.2,0,29,0.384615385,0.25,0,19.4,0.307692308,0.125,0,28.9,48.3,0.166666667,0.25,3,2.5,3.3,3.3,0.166666667,0.142857143,0.25,1,0.166666667,0,0,0,0.333333333,0.2,0.5,=,7,0,1,1,0.142857143,=,1,0,2.6,=,2,2,3,0,0.333333333,=,2.7,=,Fertility Center of Northwestern Ohio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OH
322,"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,39%,0%,0%,17%,17%,5%,6%,<1%,19%,<1%,7%,12%,16%,"Eli Reshef, MD",125,43,34,6,62.4,41.9,29.4,0.166666667,59.2,34.9,26.5,0.166666667,(50.1Ð67.9),(21.0Ð50.9),(12.9Ð44.4),,61.7,38.5,32.1,0.2,62.7,40.5,36,0.25,34.7,32.4,32,0.25,4,9.3,17.6,0.166666667,2.1,2.6,2.4,2.3,42.3,0.222222222,0.2,0,3.8,0,0,0,44.6,0.2,0.111111111,0,11,6,1,0,0,0.166666667,0,=,2.4,2.8,2,=,26,11,46.2,0.272727273,2.2,3,"Henry G. Bennett, Jr., Fertility Institute",Yes,Yes,No,No,Yes,Yes,Yes,OK
323,"CENTER FOR REPRODUCTIVE HEALTH, PC",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,78%,0%,0%,24%,2%,4%,1%,0%,18%,7%,5%,13%,24%,"Karl R. Hansen, MD, PhD",43,6,9,0,51.2,0.666666667,0.555555556,=,51.2,0.666666667,0.333333333,=,(35.5Ð66.7),,,,64.7,0.8,0.333333333,=,64.7,0.8,0.333333333,=,41.2,0.8,0.333333333,=,20.9,0.166666667,0,=,2.1,2.4,2.7,=,50,0,0.2,=,0,0,0,=,36.4,0,0,=,8,1,0,1,0.5,0,=,0,1.8,2,=,2,10,2,0.5,0.5,2,2,"Center for Reproductive Health, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,OK
324,TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,,TULSA,OKLAHOMA,100%,0%,0%,0%,57%,0%,0%,12%,6%,<1%,4%,0%,23%,20%,7%,7%,20%,"Stanley G. Prough, MD",143,42,28,7,32.2,14.3,28.6,0.142857143,28.7,14.3,21.4,0.142857143,(21.4Ð36.8),(5.4Ð28.5),(8.3Ð41.0),,32,19.4,23.1,0.166666667,34.7,20,25,0.166666667,22,13.3,25,0,10.5,26.2,7.1,0.142857143,2.1,2.3,2.3,2.3,41.3,0.166666667,0.25,1,0,0.166666667,0,0,36.6,0.333333333,0,1,32,10,6,1,34.4,0.6,0.333333333,1,2.4,2.5,1.8,2,21,22,71.4,31.8,2.1,2.4,Tulsa Fertility Center,Yes,Yes,No,No,Yes,Yes,Yes,OK
325,THE FERTILITY CENTER OF OREGON,,EUGENE,OREGON,100%,0%,0%,0%,80%,0%,0%,18%,3%,8%,4%,0%,19%,2%,9%,22%,15%,"Douglas J. Austin, MD",32,22,10,6,46.9,50,0,0.5,40.6,45.5,0,0.333333333,(23.7Ð59.4),(24.4Ð67.8),,,41.9,50,0,0.333333333,41.9,50,0,0.333333333,25.8,30,0,0.333333333,3.1,9.1,0,0,2.8,3,3.8,4.7,0.4,0.363636364,=,0.333333333,0,0.090909091,=,0,0.384615385,0.4,=,0,26,11,8,0,23.1,0.090909091,0.25,=,2.7,2.6,3,=,16,9,0.625,0.555555556,2.1,2.7,The Fertility Center of Oregon,Yes,No,Yes,Yes,Yes,No,No,OR
326,NORTHWEST FERTILITY CENTER,"EUGENE M. STOELK, MD",PORTLAND,OREGON,100%,0%,0%,0%,40%,0%,3%,15%,3%,4%,4%,2%,10%,2%,2%,25%,34%,"Eugene M. Stoelk, MD",45,16,13,2,37.8,0.4375,0.461538462,0.5,37.8,0.4375,0.307692308,0.5,(23.8Ð53.5),,,,39.5,0.4375,0.307692308,0.5,43.6,0.4375,0.307692308,0.5,23.1,0.25,0.307692308,0,4.4,0,0,0,2.2,2.9,3.8,2,0.470588235,0.571428571,0,1,0,0,0,0,0.470588235,0.428571429,0,1,32,12,3,0,31.3,0.166666667,0.333333333,=,2.7,3.1,3.7,=,19,38,0.473684211,13.2,2.4,2.8,"Northwest Fertility Center, Eugene M. Stoelk, MD",Yes,No,Yes,Yes,Yes,Yes,Yes,OR
327,PORTLAND CENTER FOR REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,100%,0%,0%,0%,61%,<1%,1%,8%,4%,29%,5%,1%,14%,7%,9%,9%,15%,"Robert K. Matteri, MD",131,56,40,24,58,44.6,47.5,16.7,52.7,41.1,45,12.5,(43.8Ð61.5),(28.1Ð55.0),(29.3Ð61.5),(2.7Ð32.4),55.2,41.1,47.4,13,58.5,42.6,52.9,15,31.4,29.6,41.2,10,4.6,0,5,4.2,2.2,2.5,3.4,3.1,51.3,32,0.210526316,0.25,3.9,4,0.157894737,0,46.4,30.4,0.222222222,0.333333333,17,19,4,1,0.235294118,0.210526316,0.5,1,2.6,2.6,3,2,95,27,74.7,44.4,2,2.5,Oregon Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OR
328,UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,100%,0%,0%,0%,60%,0%,1%,12%,4%,3%,5%,<1%,22%,26%,8%,5%,14%,"Marsha J. Gorrill, MD",144,86,71,23,48.6,30.2,16.9,17.4,43.8,29.1,11.3,13,(35.5Ð52.3),(19.8Ð39.9),(5.0Ð21.0),(2.8Ð33.6),52.5,36.2,14.8,0.1875,56.3,41.7,16,0.2,31.3,23.3,12,0.2,16.7,19.8,23.9,30.4,2,2.3,2.5,3.1,41.4,42.3,0.166666667,0,1.4,7.7,0,0,44.4,44,0.25,0,82,50,31,10,30.5,36,6.5,0.1,2.3,2.6,2.6,2.2,32,32,78.1,31.3,2,2.2,"University Fertility Consultants, Oregon Health & Science University",Yes,Yes,Yes,Yes,Yes,Yes,Yes,OR
329,TOLL CENTER FOR REPRODUCTIVE SCIENCES,,ABINGTON,PENNSYLVANIA,>99%,0%,<1%,0%,77%,0%,1%,9%,6%,12%,7%,<1%,21%,10%,2%,14%,18%,"Stephen G. Somkuti, MD, PhD",184,86,58,22,48.4,25.6,29.3,13.6,45.7,23.3,22.4,13.6,(38.3Ð53.1),(14.8Ð33.6),(12.5Ð35.3),(2.9Ð34.9),47.7,25.3,27.1,0.157894737,51.5,28.6,31,0.1875,39.3,20,21.4,0.125,4.3,8.1,17.2,13.6,2.3,2.5,2.9,2.7,22.5,27.3,0.294117647,0.333333333,3.4,13.6,0.058823529,0,23.8,30,0.307692308,0.333333333,48,16,7,1,33.3,0.0625,0.285714286,0,2,2.3,2,2,10,15,0.6,0.266666667,2,2.4,Toll Center for Reproductive Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
330,"INFERTILITY SOLUTIONS, PC",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,90%,0%,0%,9%,12%,13%,0%,0%,14%,2%,8%,24%,19%,"Bruce I. Rose, MD, PhD",32,22,21,3,31.3,36.4,28.6,0.333333333,31.3,22.7,23.8,0,(16.1Ð50.0),(7.8Ð45.4),(8.2Ð47.2),,32.3,23.8,25,0,34.5,25,25,0,24.1,25,10,0,3.1,4.5,4.8,0,2.8,3,2.9,3,0.1,0,0.5,0,0.2,0,0,0,0.3,0,0.6,=,4,2,0,0,0,0.5,=,=,2.8,3.5,=,=,2,2,0.5,0,4,3.5,"Infertility Solutions, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
331,REPROTECH IVF PROGRAM,,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,0%,0%,7%,38%,19%,19%,6%,0%,0%,0%,13%,6%,0%,"Eric R. Rittenhouse, MD",5,3,3,3,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,=,=,0,0,=,=,0,0.2,0.333333333,0.333333333,0.333333333,3,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,1,=,0,=,2,Reprotech IVF Program,No,No,Yes,Yes,Yes,No,No,PA
332,FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,0%,0%,0%,67%,0%,1%,7%,3%,6%,0%,0%,17%,3%,1%,19%,44%,"H. Christina Lee, MD",46,18,11,1,39.1,0.277777778,0.454545455,0,34.8,0.222222222,0.454545455,0,(21.4Ð50.2),,,,35.6,0.222222222,0.5,0,40,0.235294118,0.555555556,0,27.5,0.176470588,0.444444444,0,2.2,0,0.090909091,0,2.3,2.5,3.1,2,0.277777778,0.2,0.4,=,0,0,0,=,0.3125,0.25,0.2,=,3,1,0,0,0.333333333,0,=,=,2,1,=,=,4,4,0.25,0.25,1.8,2,Family Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,PA
333,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE,,BRYN MAWR,PENNSYLVANIA,100%,0%,0%,0%,17%,<1%,<1%,6%,12%,27%,1%,4%,12%,5%,6%,10%,17%,"Michael J. Glassner, MD",178,117,82,47,37.1,35,32.9,8.5,36,30.8,28,6.4,(28.9Ð43.5),(22.6Ð40.0),(18.7Ð39.1),(1.3Ð17.5),38.1,34,34.8,7.3,42.1,38.3,40.4,9.1,25.7,26.6,29.8,9.1,5.6,9.4,19.5,12.8,2.5,2.8,3.2,2.8,36.4,22,29.6,0,4.5,7.3,0,0,39.1,30.6,26.1,0,73,40,21,14,34.2,17.5,14.3,0.142857143,2.3,2.7,2.2,2.6,24,13,41.7,0.461538462,2.2,2.5,Main Line Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
334,GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,0%,0%,0%,57%,0%,0%,8%,11%,34%,1%,4%,7%,36%,0%,0%,0%,"Jennifer Gell, MD",28,9,10,2,46.4,0.222222222,0.1,0,39.3,0.111111111,0.1,0,(21.5Ð59.4),,,,47.8,0.166666667,0.111111111,=,47.8,0.166666667,0.111111111,=,34.8,0.166666667,0.111111111,=,17.9,0.333333333,0.1,1,2.9,3,2.9,=,0.230769231,0.5,0,=,0.076923077,0,0,=,0.272727273,0,0,=,5,1,1,0,0.2,0,0,=,1.8,2,1,=,9,9,0.222222222,0.222222222,2,1.7,This clinic has closed or reorganized since 2006.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,PA
335,"ADVANCED CENTER FOR INFERTILITY AND REPRODUCTIVE MEDICINE, RPC",,HARRISBURG,PENNSYLVANIA,100%,0%,0%,0%,88%,0%,0%,4%,1%,6%,7%,8%,3%,6%,0%,30%,36%,"Eric P. Fiedler, MD",11,9,4,0,0.363636364,0.444444444,0.5,=,0.272727273,0.333333333,0.25,=,,,,,0.272727273,0.333333333,0.25,=,0.428571429,0.5,0.25,=,0.285714286,0.5,0.25,=,0,0,0,=,1.9,1.7,1.8,=,0.5,0,0,=,0,0.25,0,=,0.333333333,0,0,=,14,9,2,0,0.357142857,0,0.5,=,1.9,1.9,1.5,=,10,10,0.6,0.2,2,1.9,"Advanced Center for Infertility and Reproductive Medicine, RPC",Yes,Yes,Yes,Yes,Yes,No,No,PA
336,PENN STATE MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,0%,0%,0%,86%,0%,0%,17%,11%,2%,4%,0%,30%,1%,23%,3%,9%,"William C. Dodson, MD",41,10,7,0,29.3,0.2,0.571428571,=,22,0.2,0,=,(10.6Ð37.6),,,,23.1,0.25,0,=,27.3,0.4,0,=,21.2,0.4,0,=,4.9,0.2,0,=,2.2,2.8,2.8,=,0.083333333,0,0,=,0.083333333,0,0,=,0.222222222,0,=,=,12,5,4,1,0.25,0.2,0,0,1.9,2.2,2.3,2,3,2,0,0.5,2,2,Penn State Milton S. Hershey Medical Center,Yes,No,No,No,Yes,Yes,Yes,PA
337,"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, PC",,MEADOWBROOK,PENNSYLVANIA,100%,0%,0%,0%,50%,0%,<1%,5%,8%,13%,4%,0%,16%,2%,7%,23%,22%,"Martin F. Freedman, MD",63,34,37,8,33.3,50,16.2,0.375,28.6,47.1,10.8,0.375,(17.9Ð41.3),(29.8Ð64.9),(3.0Ð25.4),,32.1,48.5,11.8,0.5,32.1,53.3,12.5,0.5,26.8,26.7,9.4,0.5,11.1,2.9,8.1,0.25,2.3,2.8,3.6,4.3,19,0.352941176,0.333333333,0,0,0.176470588,0,0,0.166666667,0.5,0.25,0,14,10,3,0,0.357142857,0.3,0.333333333,=,2.6,2.7,3.3,=,12,6,0.333333333,0.166666667,2.4,2,"Northern Fertility and Reproductive Associates, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
338,JEFFERSON IVF,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,0%,0%,0%,33%,40%,0%,7%,0%,13%,0%,0%,0%,7%,"Gregory T. Fossum, MD",6,2,2,1,0.166666667,0.5,0,1,0.166666667,0,0,0,,,,,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0.333333333,0.5,0.5,0,2.8,3,1,3,0,1,=,0,0,0,=,0,0,=,=,=,2,1,0,1,0.5,0,=,0,2.5,2,=,6,0,0,=,=,=,=,Jefferson IVF,Yes,No,Yes,No,Yes,No,Yes,PA
339,UNIVERSITY OF PENNSYLVANIA,PENN FERTILITY CARE,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,20%,0%,2%,7%,5%,9%,6%,2%,14%,6%,12%,27%,13%,"Christos B. Coutifaris, MD, PhD",151,96,63,26,36.4,36.5,33.3,15.4,27.2,31.3,28.6,11.5,(20.2Ð35.0),(22.2Ð41.5),(17.9Ð41.3),(2.4Ð30.2),29.1,36.6,31.6,15,32.8,42.9,34,15,20,27.1,26.4,15,6.6,14.6,9.5,23.1,2.2,2.7,3,3.7,30.9,37.1,23.8,0,1.8,5.7,0,0,39,36.7,0.222222222,0,37,8,7,3,43.2,0.5,0.428571429,0.333333333,2.8,2.9,2.4,2,27,19,44.4,0.263157895,2.3,2.4,"University of Pennsylvania, Penn Fertility Care",Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
340,JONES INSTITUTE AT WEST PENN ALLEGHENY HEALTH SYSTEM,,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,59%,0%,0%,16%,2%,2%,6%,0%,22%,6%,20%,8%,17%,"Scott W. Kauma, MD",43,28,19,4,44.2,39.3,0.315789474,0,41.9,32.1,0.210526316,0,(27.0Ð57.9),(15.9Ð52.4),,,47.4,45,0.307692308,0,50,45,0.307692308,0,33.3,25,0.230769231,0,11.6,28.6,0.315789474,0.25,2.5,3,3.2,4.3,0.473684211,0.181818182,0.333333333,=,0,0.181818182,0,=,0.333333333,0.444444444,0.25,=,6,4,4,0,0.333333333,0.5,0.5,=,2.3,3.3,3.5,=,1,0,1,=,2,=,Jones Institute at West Penn Allegheny Health System,Yes,No,Yes,Yes,Yes,Yes,Yes,PA
341,"REPRODUCTIVE HEALTH SPECIALISTS, INC.",,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,49%,0%,2%,6%,3%,7%,7%,<1%,25%,8%,26%,7%,11%,"Judith L. Albert, MD",76,51,40,12,59.2,47.1,37.5,0,51.3,33.3,25,0,(39.6Ð63.0),(20.8Ð47.9),(12.7Ð41.2),,52.7,35.4,27,0,54.9,37.8,31.3,0,39.4,22.2,15.6,0,2.6,5.9,7.5,0.083333333,1.8,2,2.3,2.4,24.4,29.2,0.333333333,=,0,4.2,0,=,28.2,0.411764706,0.5,=,21,9,12,1,14.3,0.333333333,0.083333333,0,1.7,1.8,2,1,11,4,0.636363636,0,1.7,1.5,"Reproductive Health Specialists, Inc.",Yes,No,Yes,Yes,Yes,Yes,Yes,PA
342,UNIVERSITY OF PITTSBURGH PHYSICIANS,CENTER FOR FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,50%,<1%,1%,10%,2%,26%,6%,<1%,18%,17%,6%,5%,9%,"Anthony N. Wakim, MD",83,49,37,11,31.3,22.4,18.9,0.090909091,28.9,22.4,10.8,0.090909091,(19.5Ð39.9),(11.8Ð36.6),(3.0Ð25.4),,31.6,23.9,13.3,0.166666667,35.3,27.5,15.4,0.166666667,22.1,22.5,11.5,0.166666667,8.4,6.1,18.9,0.454545455,2.2,2.7,2.7,2.7,42.3,0,0.142857143,0,0,0.181818182,0,0,37.5,0.181818182,0.25,0,52,26,20,6,30.8,19.2,30,0.166666667,2.7,2.5,2.9,2.8,31,31,48.4,32.3,2,2.7,"University of Pittsburgh Physicians, Center for Fertility and Reproductive Endocrinology",Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
343,REPRODUCTIVE ENDOCRINOLOGY AND FERTILITY CENTER,,UPLAND,PENNSYLVANIA,100%,0%,0%,0%,64%,0%,0%,8%,2%,1%,6%,<1%,9%,13%,0%,24%,37%,"Albert El-Roeiy, MD",72,32,23,9,30.6,37.5,26.1,0,29.2,31.3,21.7,0,(19.0Ð41.1),(16.1Ð50.0),(7.5Ð43.7),,33.3,37,23.8,0,44.7,0.526315789,0.277777778,0,31.9,0.368421053,0.166666667,0,12.5,15.6,8.7,0.222222222,3,3.1,3.4,2.3,31.8,0.25,0,=,9.1,0.083333333,0.333333333,=,28.6,0.3,0.4,=,13,2,4,0,0.384615385,0.5,0.25,=,3.1,3.5,3,=,8,4,0.25,0.25,3,3,Reproductive Endocrinology and Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes,PA
344,REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA,,WAYNE,PENNSYLVANIA,100%,0%,0%,0%,53%,0%,<1%,4%,12%,36%,<1%,<1%,9%,<1%,1%,17%,20%,"Abraham K. Munabi, MD",59,47,39,12,39,27.7,23.1,0,30.5,17,15.4,0,(19.2Ð43.9),(7.6Ð30.8),(5.9Ð30.5),,34.6,21.6,17.1,0,36,24.2,18.2,0,26,18.2,15.2,0,11.9,21.3,10.3,0.333333333,2.8,3,3.7,3.8,17.4,0.153846154,0.111111111,=,4.3,0,0,=,0.277777778,0.25,0.166666667,=,13,11,3,2,0.230769231,0.454545455,0.333333333,0,2.8,2.8,4,3.5,28,20,50,30,2.4,3,Reproductive Science Institute of Suburban Philadelphia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
345,"WOMEN'S CLINIC, LTD.",,WEST READING,PENNSYLVANIA,100%,0%,0%,0%,48%,0%,0%,9%,2%,2%,7%,0%,18%,0%,2%,25%,34%,"Vincent A. Pellegrini, MD",23,10,8,3,47.8,0.4,0.75,0,39.1,0.3,0.5,0,(19.7Ð61.5),,,,0.5,0.333333333,0.5,0,0.5625,0.333333333,0.5,0,0.25,0.222222222,0.375,0,21.7,0.1,0,0,2.9,2.9,3.4,3.3,0.545454545,0.25,0.333333333,=,0,0,0,=,0.555555556,0.333333333,0.25,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Women's Clinic, Ltd.",No,No,No,No,No,Yes,Yes,PA
346,FERTILITY AND GYNECOLOGY ASSOCIATES,,WILLOW GROVE,PENNSYLVANIA,100%,0%,0%,0%,39%,0%,0%,12%,0%,29%,10%,0%,19%,7%,17%,0%,7%,"Leonore C. Huppert, MD",11,3,4,2,0.545454545,0.666666667,0.5,0.5,0.454545455,0.666666667,0.5,0,,,,,0.454545455,0.666666667,0.5,0,0.5,0.666666667,0.5,0,0.3,0.666666667,0.5,0,0,0,0,0.5,2.3,3,3.8,4,0.333333333,0.5,1,0,0,0,0,0,0.4,0,0,=,7,2,3,0,0.714285714,0.5,0.666666667,=,2.4,3,4,=,4,2,0.75,0,2.3,2,Fertility and Gynecology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA
347,"THE FERTILITY CENTER, LLC",,YORK,PENNSYLVANIA,100%,0%,0%,0%,100%,0%,7%,7%,16%,14%,0%,0%,29%,10%,7%,3%,14%,"Robert B. Filer, MD",19,7,3,1,0.473684211,0.285714286,0.333333333,0,0.473684211,0.285714286,0,0,,,,,0.473684211,0.285714286,0,0,0.473684211,0.333333333,0,0,0.421052632,0.166666667,0,0,0,0,0,0,2.9,3,3,1,0.111111111,0.5,0,=,0,0,0,=,0.111111111,0.5,=,=,10,3,3,0,0.2,0.666666667,0,=,3.2,3,2.3,=,4,8,0.25,0,3,3.4,"The Fertility Center, LLC",Yes,Yes,Yes,Yes,Yes,No,No,PA
348,"PEDRO J. BEAUCHAMP, MD",,BAYAMON,PUERTO RICO,100%,0%,0%,0%,87%,0%,1%,13%,3%,<1%,3%,0%,12%,<1%,0%,21%,49%,"Pedro J. Beauchamp, MD",63,48,47,13,54,41.7,34,0.307692308,41.3,39.6,19.1,0.076923077,(29.0Ð54.4),(25.8Ð54.7),(9.1Ð33.3),,43.3,41.3,23.1,0.076923077,44.1,42.2,25,0.083333333,28.8,33.3,11.1,0.083333333,4.8,4.2,17,0,2.8,2.7,3.2,3.3,32.4,20,0.3125,0,5.9,10,0.125,0,34.6,0.210526316,0.555555556,0,1,1,1,0,0,0,0,=,6,4,4,=,3,0,0.333333333,=,3,=,"Pedro J. Beauchamp, MD",Yes,No,No,Yes,Yes,Yes,Yes,PR
349,GREFI,"GYNECOLOGY, REPRODUCTIVE ENDOCRINOLOGY & FERTILITY INSTITUTE",SANTURCE,PUERTO RICO,100%,0%,0%,0%,32%,0%,0%,28%,1%,16%,12%,3%,17%,4%,3%,0%,16%,"Rosa Ileana Cruz, MD",36,7,8,6,16.7,0.285714286,0.375,0.166666667,13.9,0.285714286,0.25,0,(4.7Ð29.5),,,,15.2,0.285714286,0.25,0,17.2,0.333333333,0.25,0,6.9,0.166666667,0.125,0,8.3,0,0,0,2.8,3.2,2.9,3.5,0.666666667,0.5,0.666666667,0,0,0,0,0,0.6,0.5,0.5,=,2,0,0,0,0,=,=,=,3,=,=,=,13,0,0.076923077,=,3,=,"GREFI, Gynecology, Reproductive Endocrinology & Fertility Institute",Yes,Yes,Yes,No,Yes,Yes,Yes,PR
350,WOMEN AND INFANTS' DIVISION OF REPRODUCTIVE MEDICINE AND INFERTILITY,,PROVIDENCE,RHODE ISLAND,100%,0%,0%,0%,57%,<1%,0%,13%,9%,2%,4%,3%,20%,9%,28%,4%,8%,"Gary Frishman, MD",278,148,130,71,44.6,37.2,23.8,9.9,38.1,33.8,15.4,5.6,(32.4Ð44.1),(26.2Ð42.0),(9.7Ð22.8),(1.6Ð13.8),39.4,36,17.5,6.2,41.4,38.5,20.2,7.8,30.1,21.5,13.1,7.8,3.2,6.1,12.3,8.5,2,2.3,2.6,2.8,29,38.2,22.6,0.142857143,2.4,7.3,3.2,0,27.4,44,35,0,47,16,20,11,25.5,0.0625,35,0,2.4,2.3,2.2,2.6,52,18,36.5,0.222222222,2,2.5,Women and Infants' Division of Reproductive Medicine and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,RI
351,"PIEDMONT REPRODUCTIVE ENDOCRINOLOGY GROUP, PA",,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,85%,0%,0%,6%,33%,4%,4%,0%,3%,2%,2%,28%,18%,"John E. Nichols, MD",52,12,11,2,46.2,0.583333333,0.363636364,1,42.3,0.5,0.181818182,0.5,(28.7Ð56.8),,,,44.9,0.545454545,0.222222222,0.5,44.9,0.545454545,0.222222222,0.5,28.6,0.454545455,0.222222222,0.5,5.8,0.083333333,0.181818182,0,2.2,2.5,2.4,4,33.3,0.142857143,0.25,0,4.2,0,0,0,36.4,0.166666667,0,0,16,4,2,1,0.1875,0.25,1,0,2.6,2.3,2.5,3,12,10,0.333333333,0.4,2.1,2.7,"Piedmont Reproductive Endocrinology Group, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,SC
