PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
FERTILITY CENTER OF NORTHWESTERN OHIO,,"TOLEDO,",OHIO,100%,0%,0%,0%,26%,0%,<1%,35%,7%,1%,2%,1%,23%,<1%,3%,6%,21%,"Joseph V. Karnitis, M.D.",75,30,15,4,18.7,16.7,0.2,0,18.7,10,0.2,0,-17.7,-20.7,=,=,27.5,0.2,0.375,=,35.9,0.375,0.5,=,23.1,0.125,0.5,=,32,50,0.466666667,1,2.6,2.3,3,=,0.285714286,0.4,0.333333333,=,0.071428571,0,0,=,0.357142857,0.666666667,0,=,7,2,0,0,0,0.5,=,=,2.7,4,=,=,3,1,0.333333333,0,3,4,Fertility Center of Northwestern Ohio,Yes,No,Yes,Yes,Yes,Yes,Yes
"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,32%,0%,0%,21%,15%,<1%,7%,0%,20%,1%,4%,16%,15%,"Eli Reshef, M.D.",150,55,26,8,47.3,52.7,46.2,0.25,42.7,43.6,38.5,0.125,-15.8,-26.2,-37.4,=,46,50,43.5,0.125,48.5,51.1,47.6,0.125,31.1,34,38.1,0.125,7.3,12.7,11.5,0,2.6,2.6,2.7,2.3,32.4,24.1,0.166666667,0,5.6,3.4,0.083333333,0,35.9,33.3,0.2,0,17,10,1,1,0.117647059,0.2,0,0,2.2,2.3,3,3,16,7,0.5,0,2.8,2.6,"Henry G. Bennett, Jr., Fertility Institute",Yes,Yes,No,No,Yes,Yes,Yes
"CENTER FOR REPRODUCTIVE HEALTH, P.C.",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,40%,0%,0%,23%,0%,7%,1%,0%,30%,6%,11%,8%,14%,"Gilbert G. Haas, Jr., M.D.",25,6,8,2,36,0.333333333,0,0,32,0.333333333,0,0,-36.6,=,=,=,0.421052632,0.4,0,0,0.421052632,0.4,0,=,0.315789474,0.4,0,=,24,0.166666667,0.625,0.5,2,2,2,=,0.333333333,0.5,=,=,0,0,=,=,0.25,0,=,=,3,4,2,2,0,0.25,0,0,2.3,1.8,1.5,1.5,9,2,0.333333333,0,2,2,"Center for Reproductive Health, P.C.",Yes,Yes,No,No,Yes,Yes,Yes
TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,,TULSA,OKLAHOMA,100%,0%,0%,0%,51%,0%,0%,15%,8%,1%,18%,<1%,15%,5%,13%,13%,11%,"Stanley G. Prough, M.D.",110,38,20,5,45.5,34.2,55,0,40.9,23.7,50,0,-18.4,-27,-43.8,=,42.5,25.7,0.588235294,0,44.1,26.5,0.588235294,0,22.5,11.8,0.352941176,0,3.6,7.9,15,0,2.6,3.1,3.1,3.4,42,0.538461538,0.454545455,=,6,0,0,=,48.9,0.555555556,0.4,=,18,4,3,0,0.166666667,0,0.333333333,=,2.8,2.8,2.7,=,7,0,0.571428571,=,2.9,=,Tulsa Center for Fertility & Women's Health,Yes,Yes,No,No,Yes,Yes,Yes
NORTHWEST FERTILITY CENTER,,PORTLAND,OREGON,100%,0%,0%,0%,39%,0%,1%,15%,2%,<1%,5%,<1%,16%,25%,5%,15%,16%,"Eugene M. Stoelk, M.D.",42,16,20,7,35.7,0.375,20,0.285714286,28.6,0.375,15,0,-27.3,=,-30.6,=,31.6,0.4,15,0,34.3,0.4,0.157894737,0,25.7,0.266666667,0.105263158,0,9.5,0.0625,0,0,3,3.8,3.6,3.7,0.133333333,0.333333333,0.5,0,0.066666667,0,0,0,0.25,0.333333333,0.333333333,=,26,13,8,1,7.7,0.230769231,0.125,0,3.2,3.1,3.9,3,28,28,39.3,14.3,2.4,3,Northwest Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PORTLAND CENTER FOR REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,100%,0%,0%,0%,39%,0%,4%,8%,4%,16%,10%,4%,13%,2%,6%,17%,20%,"Robert K. Matteri, M.D.",86,41,31,8,52.3,36.6,25.8,0.25,46.5,31.7,16.1,0.125,-21.1,-28.5,-25.9,=,53.3,38.2,20.8,0.142857143,58.8,40.6,20.8,0.142857143,38.2,15.6,16.7,0.142857143,12.8,17.1,22.6,0.125,2.8,3.6,3.8,4.4,24.4,0.4,0,0,8.9,0.133333333,0.125,0,35,0.615384615,0.2,0,13,5,3,0,0.384615385,0,0.333333333,=,3.9,3.6,4,=,48,3,75,0,2.6,2,Portland Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,100%,0%,0%,0%,40%,0%,<1%,16%,4%,9%,6%,<1%,18%,5%,4%,15%,23%,"Marsha J. Gorrill, M.D.",147,66,43,18,33.3,31.8,37.2,0.111111111,32.7,27.3,25.6,0.055555556,-15.1,-21.5,-26.1,=,39.3,37.5,34.4,0.083333333,42.5,41.9,36.7,0.090909091,23,30.2,20,0.090909091,17,27.3,25.6,0.333333333,2.5,2.5,3.2,3.2,38.8,28.6,0.25,0,8.2,0,0.125,0,45.8,0.277777778,0.454545455,0,27,8,7,3,51.9,0.25,0.285714286,0,2.4,2.6,2.9,1.7,52,26,59.6,38.5,2.3,2.7,"University Fertility Consultants, Oregon Health & Science University",Yes,Yes,Yes,Yes,Yes,Yes,Yes
TOLL CENTER FOR REPRODUCTIVE SCIENCES,"ABINGTON REPRODUCTIVE MEDICINE, P.C.",ABINGTON,PENNSYLVANIA,>99%,<1%,0%,0%,51%,0%,<1%,13%,7%,14%,12%,<1%,20%,3%,4%,13%,14%,"Stephen G. Somkuti, M.D., Ph.D.",145,67,38,18,33.8,19.4,28.9,0.111111111,31.7,17.9,18.4,0.055555556,-15.2,-18.4,-24.6,=,33.8,20.3,21.2,0.066666667,35.1,21.8,22.6,0.071428571,24.4,10.9,16.1,0.071428571,6.2,11.9,13.2,0.166666667,3.1,3.3,3.8,3.9,38.8,0.461538462,0.181818182,0,6.1,0.153846154,0,0,30.4,0.5,0.285714286,0,35,21,10,5,45.7,19,0,0.2,3.2,2.9,2.9,4,12,13,0.416666667,0.230769231,3.7,3.4,"Toll Center for Reproductive Sciences, Abington Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"INFERTILITY SOLUTIONS, P.C.",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,77%,0%,5%,17%,14%,11%,7%,4%,19%,0%,10%,3%,15%,"Bruce I. Rose, M.D., Ph.D.",31,11,5,6,29,0,0.6,0,22.6,0,0.2,0,-29.4,=,=,=,22.6,0,0.2,0,24.1,0,0.25,0,17.2,0,0.25,0,0,0.272727273,0,0,3.3,3.1,3.3,3.3,0.333333333,=,0,=,0,=,0,=,0.285714286,=,0,=,6,2,1,0,0,0,0,=,2.3,2,3,=,0,1,=,0,=,2,"Infertility Solutions, P.C.",Yes,Yes,Yes,No,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY SPECIALISTS,,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,36%,0%,0%,18%,6%,4%,1%,2%,30%,6%,7%,3%,23%,"Albert J. Peters, D.O.",63,24,25,9,31.7,12.5,8,0,28.6,12.5,8,0,-22.3,-25.7,-18.6,=,35.3,13.6,0.105263158,0,37.5,13.6,0.111111111,0,16.7,13.6,0.111111111,0,19,8.3,24,0.333333333,4.3,4.8,4.8,3.7,35,0.666666667,0,=,15,0,0,=,0.555555556,0,0,=,5,1,0,0,0.2,0,=,=,2.4,4,=,=,1,0,0,=,2,=,Reproductive Endocrinology & Infertility Specialists,No,No,Yes,No,Yes,Yes,Pending
"REPROTECH, INC.",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,0%,0%,0%,40%,0%,0%,0%,0%,0%,0%,20%,0%,40%,"Eric Rittenhouse, M.D.",2,0,1,1,0.5,=,0,0,0.5,=,0,0,=,=,=,=,0.5,=,0,0,0.5,=,0,0,0,=,0,0,0,=,0,0,4,=,1,4,1,=,=,=,0,=,=,=,1,=,=,=,0,0,1,0,=,=,0,=,=,=,3,=,0,0,=,=,=,=,"Reprotech, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,None
FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,0%,0%,0%,44%,0%,0%,2%,10%,12%,3%,0%,15%,0%,1%,15%,42%,"H. Christina Lee, M.D.",32,12,4,4,21.9,0.333333333,0.25,0,21.9,0.333333333,0.25,0,-28.6,=,=,=,23.3,0.571428571,0.25,0,25,0.571428571,0.25,0,21.4,0.428571429,0.25,0,6.3,0.416666667,0,0,3.3,4,4.3,4.8,0.285714286,0.25,0,=,0,0,0,=,0.142857143,0.25,0,=,8,0,1,0,0.125,=,0,=,3,=,4,=,5,0,0.8,=,2.6,=,Family Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
IVF MARRERO,,BRIDGEVILLE,PENNSYLVANIA,100%,0%,0%,0%,48%,0%,0%,9%,2%,0%,12%,0%,2%,0%,0%,36%,39%,"Miguel A. Marrero, M.D.",17,2,10,2,0.176470588,0.5,0.2,0.5,0.176470588,0.5,0.1,0,=,=,=,=,0.1875,0.5,0.125,0,0.1875,0.5,0.125,0,0.125,0.5,0.125,0,0.058823529,0,0.2,0,4.4,5,4,4,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,=,7,0,1,0,0.142857143,=,1,=,4.1,=,4,=,2,1,0,0,4,3,IVF Marrero,Yes,No,Yes,Yes,Yes,No,Yes
"MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE, LTD.",,BRYN MAWR,PENNSYLVANIA,100%,0%,0%,0%,34%,<1%,<1%,16%,5%,5%,6%,5%,25%,26%,6%,2%,4%,"Michael J. Glassner, M.D.",108,67,73,17,29.6,32.8,23.3,0.294117647,22.2,19.4,17.8,0.176470588,-15.7,-19,-17.6,=,25.5,22.4,20.6,0.1875,32.9,23.6,21.7,0.272727273,16.4,18.2,20,0.181818182,13,13.4,13.7,0.058823529,3.6,3.9,3.8,4.1,34.4,22.7,0.176470588,0.2,12.5,4.5,0,0,50,0.230769231,0.076923077,0.333333333,43,23,14,5,25.6,30.4,0.357142857,0,3.5,3.2,3.9,5,5,1,0,0,4.2,2,"Main Line Fertility and Reproductive Medicine, Ltd.",Yes,No,Yes,Yes,Yes,Yes,Yes
GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,0%,0%,0%,31%,0%,0%,28%,12%,12%,2%,0%,24%,4%,9%,3%,6%,"Latif L. Awad, M.D.",17,8,4,0,0.058823529,0.25,0,=,0.058823529,0.25,0,=,=,=,=,=,0.083333333,0.333333333,0,=,0.142857143,0.4,0,=,0.142857143,0.4,0,=,0.294117647,0.25,0.25,=,2.9,3.6,2.7,=,0,0,=,=,0,0,=,=,0,0,=,=,16,4,2,0,0.125,0.25,0.5,=,2.6,3.3,2.5,=,9,3,0.222222222,0,2.8,3,Geisinger Medical Center Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED CENTER FOR INFERTILITY AND REPRODUCTIVE MEDICINE, R.P.C.",,HARRISBURG,PENNSYLVANIA,100%,0%,0%,0%,49%,0%,0%,13%,0%,3%,5%,0%,32%,0%,5%,26%,16%,"Eric P. Fiedler, M.D.",14,9,11,1,0.285714286,0.333333333,0.090909091,0,0.214285714,0.333333333,0,0,=,=,=,=,0.3,0.375,0,0,0.333333333,0.428571429,0,0,0.111111111,0.428571429,0,0,0.285714286,0.111111111,0.545454545,0,2.2,2.7,2.7,3,0.5,0,0,=,0,0,0,=,0.666666667,0,=,=,2,0,0,0,0.5,=,=,=,2,=,=,=,1,0,1,=,2,=,"Advanced Center for Infertility and Reproductive Medicine, R.P.C.",Yes,Yes,Yes,Yes,Yes,No,None
MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,0%,0%,0%,47%,0%,0%,27%,12%,2%,8%,1%,8%,10%,19%,8%,5%,"William C. Dodson, M.D.",64,28,13,0,20.3,21.4,0.076923077,=,15.6,17.9,0.076923077,=,-17.8,-28.3,=,=,16.9,20.8,0.1,=,22.7,22.7,0.125,=,13.6,9.1,0.125,=,7.8,14.3,0.230769231,=,2.4,3,3,=,0.384615385,0.333333333,0,=,0.076923077,0.166666667,0,=,0.4,0.6,0,=,27,7,12,0,14.8,0.285714286,0.083333333,=,2.5,2.6,2.3,=,1,1,0,1,3,3,Milton S. Hershey Medical Center,Yes,No,No,No,Yes,Yes,Yes
"JENKINTOWN REPRODUCTIVE ENDOCRINE & GYNECOLOGY ASSOCIATES, P.C.",,JENKINTOWN,PENNSYLVANIA,100%,0%,0%,0%,21%,0%,0%,0%,0%,3%,0%,0%,0%,6%,0%,62%,29%,"Jeffrey S. Chase, M.D.",14,3,1,1,0.5,0.333333333,1,0,0.428571429,0.333333333,0,0,=,=,=,=,0.428571429,0.333333333,0,0,0.428571429,0.333333333,0,0,0.285714286,0,0,0,0,0,0,0,4.6,4.7,3,1,0.285714286,1,0,=,0.285714286,0,0,=,0.333333333,1,=,=,1,1,0,0,0,0,=,=,3,2,=,=,6,2,0.166666667,0,4.5,5,"Jenkintown Reproductive Endocrine & Gynecology Associates, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, P.C.",,MEADOWBROOK,PENNSYLVANIA,100%,0%,0%,0%,56%,<1%,0%,12%,2%,4%,6%,<1%,18%,1%,2%,18%,36%,"Martin F. Freedman, M.D.",62,24,23,5,48.4,16.7,17.4,0.4,37.1,12.5,8.7,0.4,-24,-25.7,-20.2,=,39.7,14.3,9.1,0.4,41.8,15,9.5,0.4,27.3,15,4.8,0.2,6.5,12.5,4.3,0,3.1,3.2,3.8,4,30,0,0.25,0,6.7,0,0.25,0.5,34.8,0,0.5,0.5,23,14,4,1,47.8,0.214285714,0.25,0,2.7,3,2.5,2,5,2,0.6,0,2.8,3.5,"Northern Fertility and Reproductive Associates, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
PENNSYLVANIA REPRODUCTIVE ASSOCIATES,"WOMEN'S INSTITUTE FOR FERTILITY, ENDOCRINOLOGY, AND MENOPAUSE",PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,59%,0%,5%,11%,0%,13%,5%,6%,20%,4%,9%,13%,19%,"Maureen P. Kelly, M.D.",149,95,67,32,28.2,37.9,32.8,12.5,25.5,32.6,29.9,6.3,-14,-18.9,-21.9,-14.6,27.9,39.2,32.3,7.4,29.9,40.8,35.1,7.7,21.3,25,26.3,7.7,8.7,16.8,7.5,15.6,2.8,3.3,3,3.2,33.3,27.8,18.2,0,2.4,11.1,9.1,0,28.9,38.7,25,0,11,3,2,2,0.181818182,0,0,0,2.5,2.7,3,3.5,50,15,56,0.266666667,2.5,2.6,This clinic has undergone reorganization since 2001. Information on current clinic services and profile therefore is not provided here. Contact SART for current information about this clinic.,,,,,,,
THOMAS JEFFERSON IVF PROGRAM,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,30%,0%,0%,38%,12%,17%,8%,4%,17%,0%,0%,0%,4%,"Gregory T. Fossum, M.D.",9,4,7,0,0.555555556,0,0.142857143,=,0.555555556,0,0.142857143,=,=,=,=,=,0.625,0,0.166666667,=,0.625,0,0.166666667,=,0.5,0,0,=,0.111111111,0,0.142857143,=,3.6,4,2.8,=,0,=,1,=,0.2,=,0,=,0.2,=,1,=,0,0,0,0,=,=,=,=,=,=,=,=,3,1,0.333333333,1,3.7,4,Thomas Jefferson IVF Program,Yes,No,Yes,No,Yes,No,Yes
UNIVERSITY OF PENNSYLVANIA,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,14%,0%,0%,16%,3%,5%,8%,2%,12%,6%,14%,18%,16%,"Christos B. Coutifaris, M.D., Ph.D.",110,58,53,8,33.6,51.7,24.5,0.125,31.8,37.9,18.9,0.125,-17.4,-25,-21.1,=,38.9,42.3,25.6,0.166666667,42.7,44.9,27,0.166666667,31.7,32.7,21.6,0.166666667,18.2,10.3,26.4,0.25,2.8,3.2,3.4,3.8,29.7,16.7,0.153846154,0,0,10,0,0,25.7,27.3,0.2,0,30,14,5,3,43.3,0.357142857,0.2,0.333333333,2.2,2.7,3.4,3.7,2,1,0.5,1,2.5,3,University of Pennsylvania,Yes,No,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE HEALTH SPECIALISTS, INC.",,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,33%,<1%,0%,23%,2%,5%,8%,0%,25%,3%,19%,6%,9%,"Judith L. Albert, M.D.",59,36,23,17,39,33.3,21.7,0.058823529,32.2,22.2,17.4,0,-23.8,-27.2,-31,=,35.2,27.6,0.235294118,0,35.8,29.6,0.25,0,28.3,25.9,0.1875,0,8.5,19.4,26.1,0.352941176,2.3,2.6,2.8,2.6,17.4,0.083333333,0.2,0,0,0,0.2,0,0.210526316,0.125,0.25,=,17,13,8,5,0.235294118,0.153846154,0.125,0,2,2.2,2.3,2.4,3,4,0.666666667,0.25,2.3,2.3,"Reproductive Health Specialists, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Pending
UNIVERSITY OF PITTSBURGH PHYSICIANS,,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,27%,0%,0%,13%,2%,10%,4%,<1%,10%,24%,11%,11%,15%,"Anthony N. Wakim, M.D.",86,60,55,16,31.4,28.3,16.4,0.1875,25.6,25,12.7,0.125,-18.4,-22,-17.6,=,29.7,31.3,15.6,0.153846154,33.3,33.3,18.4,0.166666667,21.2,17.8,15.8,0.166666667,14,20,18.2,0.1875,2.9,3.3,3,3.2,14.8,0.294117647,0.111111111,0,18.5,0.294117647,0,0,36.4,0.466666667,0.142857143,0,20,5,12,2,25,0,0.166666667,0,3.2,3.2,3.2,2.5,19,7,0.368421053,0,2.6,2.7,University of Pittsburgh Physicians Center for Fertility and Reproductive Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"WOMEN'S CLINIC, LTD.",,READING,PENNSYLVANIA,100%,0%,0%,0%,24%,0%,0%,11%,0%,0%,7%,0%,9%,0%,2%,33%,38%,"Vincent A. Pellegrini, M.D.",20,11,10,4,15,0.181818182,0,0.25,15,0.090909091,0,0.25,-30.6,=,=,=,0.230769231,0.142857143,0,0.333333333,0.272727273,0.166666667,0,0.5,0.181818182,0,0,0.5,35,0.363636364,0.1,0.25,4.1,4.2,3.9,3.5,0.333333333,0.5,=,0,0,0,=,0,0.333333333,1,=,0,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Women's Clinic, Ltd.",No,No,No,No,No,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY AND FERTILITY CENTER,,UPLAND,PENNSYLVANIA,98%,0%,1%,<1%,34%,0%,0%,12%,6%,5%,15%,0%,11%,9%,7%,18%,17%,"Albert El-Roeiy, M.D.",69,38,32,15,23.2,42.1,21.9,0.066666667,21.7,34.2,15.6,0.066666667,-19.5,-30.2,-25.2,=,26.3,38.2,23.8,0.111111111,33.3,40.6,0.263157895,0.111111111,20,12.5,0.157894737,0.111111111,17.4,10.5,34.4,0.4,3.4,4,4.1,3.4,0.25,0.4375,0.285714286,0,0.125,0.125,0.142857143,0,0.4,0.692307692,0.4,0,21,2,2,1,47.6,1,0.5,0,3.9,3.5,3.5,6,9,4,0.444444444,0.25,4.2,4,Reproductive Endocrinology and Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA,,WAYNE,PENNSYLVANIA,100%,0%,0%,0%,69%,0%,<1%,6%,7%,26%,6%,3%,9%,8%,12%,13%,10%,"Abraham K. Munabi, M.D.",62,24,16,11,30.6,16.7,0.1875,0.090909091,27.4,16.7,0.0625,0.090909091,-22.2,-29.8,=,=,30.4,20,0.076923077,0.111111111,30.9,0.222222222,0.076923077,0.125,16.4,0.166666667,0,0,9.7,16.7,0.1875,0.181818182,4.3,4.7,4.1,3.9,0.368421053,0.5,0.333333333,1,0.157894737,0,0.333333333,0,0.470588235,0.25,1,1,8,2,2,0,0,0.5,0,=,3.1,4,2,=,53,29,30.2,34.5,4.5,3.7,Reproductive Science Institute of Suburban Philadelphia,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY AND GYNECOLOGY ASSOCIATES,,WILLOW GROVE,PENNSYLVANIA,100%,0%,0%,0%,70%,0%,0%,5%,0%,35%,5%,0%,15%,0%,20%,15%,5%,"Maria P. Platia, M.D.",4,2,1,2,0.5,0.5,0,0,0.25,0.5,0,0,=,=,=,=,0.333333333,0.5,0,0,0.333333333,0.5,0,0,0.333333333,0,0,0,0.25,0,0,0,3.7,3,3,3,0.5,1,=,=,0,0,=,=,0,1,=,=,2,0,2,0,1,=,0,=,2.5,=,2.5,=,4,0,0.75,=,3.5,=,Fertility and Gynecology Associates,Yes,Yes,Yes,No,Yes,Yes,Yes
DR. PEDRO J. BEAUCHAMP,,BAYAMON,PUERTO RICO,100%,0%,0%,0%,52%,0%,<1%,17%,5%,<1%,11%,0%,21%,<1%,0%,14%,31%,"Pedro J. Beauchamp, M.D.",96,48,49,14,31.3,41.7,14.3,0.142857143,14.6,27.1,10.2,0,-14.1,-25.2,-17,=,15.4,30.2,12.2,0,15.9,31,14.3,0,9.1,19,11.4,0,5.2,10.4,16.3,0.285714286,3.6,3.6,3.2,3.4,36.7,30,0,0,13.3,5,0.142857143,0,0.428571429,0.384615385,0.2,=,0,4,0,0,=,0,=,=,=,3,=,=,2,1,0.5,1,5.5,4,Dr. Pedro J. Beauchamp,Yes,No,No,No,Yes,Yes,Yes
CENTRO DE FERTILIDAD DEL CARIBE,,RIO PIEDRAS,PUERTO RICO,100%,0%,0%,0%,79%,0%,0%,4%,8%,0%,<1%,<1%,14%,10%,0%,35%,27%,"Rene Fernandez-Pelegrina, M.D.",40,30,24,6,47.5,43.3,33.3,0.333333333,45,36.7,25,0.166666667,-30.8,-34.5,-34.6,=,47.4,37.9,25,0.166666667,48.6,50,30,0.2,35.1,36.4,25,0.2,5,3.3,0,0,2.3,2.3,2.7,2.2,0.315789474,0.230769231,0,0,0.105263158,0,0.125,0,0.277777778,0.272727273,0.166666667,0,2,0,0,0,0,=,=,=,2.5,=,=,=,0,0,=,=,=,=,Centro De Fertilidad Del Caribe,No,No,No,No,Yes,Yes,Yes
GREFI,"GYNECOLOGY, REPRODUCTIVE ENDOCRINOLOGY & FERTILITY INSTITUTE",SANTURCE,PUERTO RICO,100%,0%,0%,0%,64%,0%,0%,22%,0%,4%,28%,0%,31%,6%,8%,0%,1%,"Rosa I. Cruz, M.D.",32,22,10,2,18.8,36.4,0.1,0,15.6,27.3,0.1,0,-25.2,-37.2,=,=,15.6,27.3,0.1,0,16.1,28.6,0.1,0,16.1,23.8,0.1,0,0,0,0,0,2.9,2.9,2.8,2.5,0,0.125,0,=,0,0,0,=,0,0.166666667,0,=,3,2,0,0,0,0,=,=,2.7,2.5,=,=,9,0,0.333333333,=,2.7,=,"GREFI--Gynecology, Reproductive Endocrinology & Fertility Institute",Yes,Yes,Yes,No,Yes,Yes,Yes
WOMEN & INFANTS' IVF PROGRAM,,PROVIDENCE,RHODE ISLAND,100%,0%,0%,0%,38%,<1%,0%,19%,7%,2%,5%,<1%,25%,6%,21%,5%,10%,"David L. Keefe, M.D.",353,151,169,57,36.5,32.5,23.7,21.1,32,29.8,19.5,17.5,-9.8,-14.6,-11.9,-19.7,33.2,31.9,21.4,22.7,34.5,34.1,21.7,24.4,19.5,15.2,16.4,19.5,3.7,6.6,8.9,22.8,2.8,3.3,3.5,4.1,29.5,42.9,22.5,0.166666667,12.4,12.2,10,0,43.4,55.6,24.2,0.2,38,16,19,4,10.5,0.0625,0.105263158,0,2.9,3.4,2.6,3.3,51,12,33.3,0.166666667,3,2.7,Women & Infants' IVF Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,65%,0%,<1%,27%,23%,<1%,11%,0%,9%,7%,3%,8%,12%,"Paul B. Miller, M.D.",121,42,28,5,50.4,35.7,50,0.2,46.3,26.2,42.9,0.2,-17.8,-26.6,-36.7,=,50.5,27.5,50,0.25,51.9,28.2,50,0.25,37,20.5,45.8,0.25,8.3,4.8,14.3,0.2,2.9,3.2,3.4,4,23,0.266666667,0.071428571,0,11.5,0.266666667,0,0,28.6,0.272727273,0.083333333,0,13,16,2,1,0.307692308,0.4375,0.5,0,3.3,3.6,2.5,4,11,6,0.454545455,0.5,2.8,3.7,Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SOUTHEASTERN FERTILITY CENTER, P.A.",,MOUNT PLEASANT,SOUTH CAROLINA,100%,0%,0%,0%,41%,0%,<1%,20%,9%,12%,3%,<1%,12%,3%,17%,15%,8%,"Grant W. Patton, M.D.",147,71,36,8,36.7,29.6,33.3,0,31.3,22.5,22.2,0,-15,-19.5,-27.2,=,38.3,26.7,38.1,0,38.7,27.1,40,0,26.1,16.9,30,0,18.4,15.5,41.7,0.375,2.4,2.6,2.7,3.3,25.9,23.8,0.166666667,=,7.4,4.8,0.083333333,=,32.6,0.375,0.25,=,26,9,5,2,30.8,0,0.2,0,2.6,1.9,2.2,2,65,12,58.5,0.333333333,2.2,2.6,"Southeastern Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
