PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
PORTLAND CENTER FOR REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,100%,0%,0%,0%,31%,0%,2%,8%,6%,29%,6%,3%,12%,1%,9%,12%,15%,"Robert K. Matteri, MD",88,45,47,14,59.1,40,36.2,0.285714286,50,40,36.2,0.285714286,(39.1-60.9),(25.7-55.7),(22.7-51.5),,57.1,42.9,43.6,0.363636364,59.5,42.9,45.9,0.5,32.4,21.4,27,0.5,12.5,6.7,17,0.214285714,2.3,2.8,3.2,4.6,44.2,0.444444444,0.411764706,0,3.8,0.055555556,0.058823529,0,45.5,0.5,0.411764706,0,20,8,6,4,50,0.125,0.166666667,1,3.2,2.6,3,4,58,10,72.4,0.5,2.2,2.9,Portland Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY FERTILITY CONSULTANTS ,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,100%,0%,0%,0%,60%,<1%,<1%,17%,2%,6%,5%,<1%,26%,18%,6%,6%,13%,"Marsha J. Gorrill, MD",116,80,47,19,50.9,37.5,34,0.263157895,46.6,32.5,23.4,0.210526316,(37.2-56.0),(22.4-43.9),(12.3-38.0),,53.5,41.9,26.8,0.222222222,55.7,42.6,29.7,0.266666667,40.2,34.4,18.9,0.2,12.9,22.5,12.8,0.052631579,2.1,2.2,2.4,2.9,32.2,23.3,0.3125,0.2,1.7,6.7,0,0,27.8,19.2,0.363636364,0.25,65,31,24,4,41.5,25.8,29.2,0,2.4,2.5,2.6,3.3,39,34,43.6,29.4,2,2.5,"University Fertility Consultants, Oregon Health & Science University",Yes,Yes,Yes,Yes,Yes,Yes,Yes
TOLL CENTER FOR REPRODUCTIVE SCIENCES,,ABINGTON,PENNSYLVANIA,>99%,<1%,<1%,0%,59%,0%,1%,9%,4%,13%,9%,<1%,25%,9%,3%,11%,17%,"Stephen G. Somkuti, MD, PhD",160,75,62,20,45,46.7,37.1,15,38.1,40,27.4,10,(30.6-46.1),(28.9-52.0),(16.9-40.2),(1.2-31.7),41.2,44.1,29.3,0.105263158,43,48.4,31.5,0.117647059,28.2,35.5,16.7,0.058823529,7.5,9.3,6.5,5,2.3,3.1,3.7,4,33.3,22.9,39.1,0.333333333,0,5.7,0,0,34.4,26.7,0.470588235,0.5,30,10,7,2,40,0.4,0.142857143,0,2.5,2.3,2.4,3.5,22,11,31.8,0.454545455,2.4,2.7,Toll Center for Reproductive Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"INFERTILITY SOLUTIONS, PC",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,92%,0%,0%,11%,8%,9%,1%,1%,13%,0%,16%,24%,17%,"Bruce I. Rose, MD, PhD",30,10,11,6,30,0.3,0.181818182,0,23.3,0.3,0.181818182,0,(9.9-42.3),,,,24.1,0.333333333,0.2,0,25,0.333333333,0.222222222,0,14.3,0.333333333,0.222222222,0,3.3,0.1,0.090909091,0,3.3,3,2.8,3.7,0.444444444,0,0,=,0,0,0,=,0.428571429,0,0,=,3,0,1,2,0.333333333,=,0,0,3.7,=,4,3.5,5,1,0,0,2.8,2,"Infertility Solutions, PC",Yes,Yes,Yes,Yes,Yes,Yes,Pending
REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY SPECIALISTS,,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,42%,0%,0%,22%,6%,3%,6%,<1%,32%,<1%,9%,4%,16%,"Albert J. Peters, DO",52,20,22,5,44.2,20,22.7,0,34.6,10,13.6,0,(22.0-49.1),(1.2-31.7),(2.9-34.9),,36,0.153846154,15,0,36.7,0.181818182,0.157894737,0,30.6,0,0.157894737,0,3.8,35,9.1,0.2,2.7,2.5,3.4,3.3,17.4,0.25,0.2,=,0,0.25,0,=,0.166666667,1,0,=,2,2,2,0,1,0.5,0,=,3.5,4,3.5,=,1,1,1,1,5,4,Reproductive Endocrinology & Infertility Specialists,Yes,No,Yes,No,Yes,Yes,Yes
REPROTECH IVF PROGRAM,,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,0%,0%,0%,75%,0%,13%,0%,0%,0%,0%,13%,0%,0%,"Eric R. Rittenhouse, MD",2,1,1,3,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.333333333,3,3,3,1,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Reprotech IVF Program,No,No,Yes,No,Yes,No,No
FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,0%,0%,0%,65%,0%,0%,10%,0%,4%,0%,0%,24%,0%,0%,20%,43%,"H. Christina Lee, MD",23,11,10,2,26.1,0.545454545,0.4,0,26.1,0.454545455,0.3,0,(10.2-48.4),,,,26.1,0.5,0.3,0,27.3,0.625,0.3,0,13.6,0.375,0.2,0,0,0.090909091,0,0,2.9,3.9,3.5,3.5,0.5,0.166666667,0.25,=,0.166666667,0.166666667,0,=,0.5,0.4,0.333333333,=,2,2,0,0,0.5,0,=,=,2.5,1.5,=,=,1,0,0,=,3,=,Family Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE,,BRYN MAWR,PENNSYLVANIA,100%,0%,0%,0%,22%,0%,<1%,9%,11%,14%,3%,3%,16%,1%,17%,12%,15%,"Michael J. Glassner, MD",110,85,77,51,44.5,32.9,22.1,3.9,39.1,28.2,14.3,3.9,(29.9-48.9),(19.0-39.0),(7.4-24.1),(0.5-13.5),42.2,31.6,16.2,4.5,47.8,35.3,17.5,6.7,28.9,20.6,12.7,6.7,7.3,10.6,11.7,13.7,3,3.4,3.5,3.8,32.7,32.1,0.294117647,0,12.2,14.3,0,0,39.5,41.7,0.272727273,0,45,34,26,13,33.3,44.1,11.5,0.153846154,2.7,2.9,3,3.5,6,6,0.833333333,0.166666667,2.5,3,Main Line Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,0%,0%,0%,33%,0%,0%,6%,20%,27%,8%,0%,4%,28%,9%,0%,0%,"Frank M. Wittmaack, MD",37,10,5,4,29.7,0.3,0,0,29.7,0.3,0,0,(15.9-47.0),,,,33.3,0.428571429,0,0,35.5,0.428571429,0,0,19.4,0.428571429,0,0,10.8,0.3,0.4,0,3.2,2.9,3,3.8,0.363636364,0,=,=,0.181818182,0,=,=,0.454545455,0,=,=,10,6,3,0,0.4,0.166666667,0,=,2.6,2.8,2,=,19,6,0.210526316,0.166666667,3.1,2.2,Geisinger Medical Center Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED CENTER FOR INFERTILITY AND REPRODUCTIVE MEDICINE, RPC",,HARRISBURG,PENNSYLVANIA,100%,0%,0%,0%,51%,0%,0%,15%,1%,15%,22%,0%,3%,1%,5%,15%,23%,"Eric P. Fiedler, MD",34,10,6,0,35.3,0.2,0.166666667,=,29.4,0.2,0.166666667,=,(15.1-47.5),,,,37,0.333333333,0.333333333,=,41.7,0.333333333,0.5,=,20.8,0.166666667,0.5,=,20.6,0.4,0.5,=,1.9,2.3,2,=,0.333333333,1,1,=,0.166666667,0,0,=,0.5,0.5,0,=,7,0,2,0,0.285714286,=,0,=,1.7,=,2.5,=,13,3,0.769230769,0,1.8,2.3,"Advanced Center for Infertility and Reproductive Medicine, RPC",No,Yes,Yes,Yes,Yes,No,No
PENN STATE MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,0%,0%,0%,66%,0%,0%,22%,13%,0%,12%,0%,20%,3%,21%,9%,1%,"William C. Dodson, MD",36,15,3,1,38.9,0.6,0.333333333,0,38.9,0.466666667,0.333333333,0,(23.1-56.5),,,,42.4,0.583333333,0.5,0,42.4,0.636363636,0.5,=,27.3,0.636363636,0.5,=,8.3,0.2,0.333333333,0,2.6,2.5,2,=,0.285714286,0.111111111,0,=,0.071428571,0,0,=,0.357142857,0,0,=,9,5,2,2,0.111111111,0,1,0,1.8,1.8,3,1,0,1,=,0,=,2,Penn State Milton S. Hershey Medical Center,Yes,No,No,No,Yes,Yes,Yes
"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, PC",,MEADOWBROOK,PENNSYLVANIA,100%,0%,0%,0%,58%,0%,2%,4%,13%,9%,9%,0%,15%,3%,3%,20%,26%,"Martin F. Freedman, MD",60,36,13,8,53.3,36.1,0.307692308,0.125,40,36.1,0.230769231,0,(27.6-53.5),(20.8-53.8),,,41.4,37.1,0.25,0,42.1,38.2,0.25,0,35.1,23.5,0.166666667,0,3.3,2.8,0.076923077,0.125,2.7,3.1,3.3,4.4,12.5,0.384615385,0.5,0,15.6,0.076923077,0,0,16.7,0.384615385,0.333333333,=,18,5,1,0,0.5,0.6,1,=,2.7,3.2,4,=,10,4,0.5,0.5,2.6,2.8,"Northern Fertility and Reproductive Associates, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes
JEFFERSON IVF,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,17%,0%,0%,54%,14%,3%,0%,0%,9%,9%,0%,3%,9%,"Gregory T. Fossum, MD",10,12,5,1,0.2,0.083333333,0.2,0,0.1,0.083333333,0.2,0,,,,,0.166666667,0.1,0.25,0,0.2,0.1,0.25,0,0,0.1,0.25,0,0.4,0.166666667,0.2,0,2.6,4.2,2,3,0,0,0,=,0.5,0,0,=,1,0,0,=,4,1,0,0,0.5,0,=,=,3.8,4,=,=,0,0,=,=,=,=,Jefferson IVF,Yes,No,Yes,No,Yes,Yes,Yes
PENNSYLVANIA REPRODUCTIVE ASSOCIATES,"WOMEN'S INSTITUTE FOR FERTILITY, ENDOCRINOLOGY, AND MENOPAUSE",PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,75%,0%,3%,10%,4%,21%,2%,2%,19%,4%,20%,5%,14%,"Maureen P. Kelly, MD",163,69,59,34,41.1,34.8,32.2,14.7,33.7,26.1,25.4,11.8,(26.5-41.6),(16.3-38.1),(15.0-38.4),(3.3-27.5),35.9,28.6,26.8,12.5,36.7,29,27.8,13.8,26,16.1,22.2,13.8,6.1,8.7,5.1,5.9,2.5,3.1,3,3.2,22.4,29.2,0.210526316,0,6,8.3,0,0,29.1,0.444444444,0.2,0,16,12,5,2,0.5625,0.25,0.2,0,2.4,1.8,2.8,1,66,12,59.1,0.083333333,2.2,2.5,"Pennsylvania Reproductive Associates, Women's Institute for Fertility, Endocrinology, and Menopause",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF PENNSYLVANIA,PENN FERTILITY CARE,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,20%,0%,2%,14%,5%,5%,7%,1%,19%,5%,13%,19%,12%,"Christos B. Coutifaris, MD, PhD",133,89,73,32,33.8,33.7,23.3,18.8,30.8,21.3,13.7,3.1,(23.1-39.4),(13.4-31.3),(6.8-23.8),(0.1-16.2),34.2,24.7,17.5,3.7,36,27.5,19.6,4.3,22.8,24.6,15.7,4.3,9.8,13.5,21.9,15.6,2.4,2.8,3.1,3.5,28.9,13.3,0.117647059,0,4.4,0,0,0,36.6,0.105263158,0.2,0,29,14,12,1,34.5,0.142857143,0.083333333,0,2.5,3.1,2.6,5,12,3,0.583333333,0.666666667,2.3,3,"University of Pennsylvania, Penn Fertility Care",Yes,Yes,Yes,Yes,Yes,Yes,Yes
JONES INSTITUTE AT WEST PENN ALLEGHENY HEALTH SYSTEM,,PITTSBURGH,PENNSYLVANIA,95%,0%,3%,2%,67%,0%,3%,4%,3%,0%,4%,0%,29%,4%,39%,7%,10%,"Scott W. Kauma, MD",29,11,16,1,41.4,0.454545455,0.1875,0,37.9,0.363636364,0.1875,0,(20.7-57.7),,,,45.8,0.444444444,0.230769231,0,47.8,0.571428571,0.272727273,0,30.4,0.285714286,0.272727273,0,17.2,0.181818182,0.1875,0,3,3.1,2.9,5,0.25,0.6,0.333333333,=,0.166666667,0,0,=,0.363636364,0.5,0,=,5,3,5,0,0.6,0.333333333,0,=,2.8,2.7,3,=,0,0,=,=,=,=,Jones Institute at West Penn Allegheny Health System,No,No,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE HEALTH SPECIALISTS, INC.",,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,44%,0%,1%,11%,2%,7%,13%,<1%,30%,2%,28%,2%,5%,"Judith L. Albert, MD",98,55,27,9,46.9,23.6,22.2,0.333333333,41.8,18.2,11.1,0.333333333,(31.9-52.2),(9.1-30.9),(2.4-29.2),,46.1,19.2,13.6,0.333333333,48.8,20.8,14.3,0.5,35.7,18.8,14.3,0.5,9.2,5.5,18.5,0,1.9,2.1,2.4,3,30.4,0.076923077,0,0,0,0,0,0,26.8,0.1,0,0,25,14,6,1,48,0.214285714,0,0,2,2.1,2,2,13,8,0.615384615,0.25,2,2.4,"Reproductive Health Specialists, Inc.",Yes,No,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF PITTSBURGH PHYSICIANS,CENTER FOR FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,41%,0%,2%,5%,<1%,26%,4%,<1%,9%,19%,6%,18%,13%,"Anthony N. Wakim, MD",123,76,54,30,29.3,17.1,5.6,3.3,24.4,9.2,3.7,3.3,(17.1-33.0),(3.8-18.1),(0.5-12.7),(0.1-17.2),26.8,10.9,4.8,4.3,29.7,12.3,5.1,0.052631579,23.8,10.5,2.6,0.052631579,8.9,15.8,22.2,23.3,2.4,2.9,2.7,2.7,25,0.153846154,0,0,0,0,0.333333333,0,20,0.142857143,0.5,0,61,20,15,3,14.8,5,0.066666667,0,2.8,2.9,2.5,4,30,30,50,13.3,2.3,2.7,"University of Pittsburgh Physicians, Center for Fertility and Reproductive Endocrinology",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY AND FERTILITY CENTER,,UPLAND,PENNSYLVANIA,>99%,0%,<1%,0%,57%,<1%,0%,14%,5%,4%,2%,<1%,10%,14%,2%,22%,27%,"Albert El-Roeiy, MD",59,38,26,11,23.7,15.8,19.2,0.090909091,16.9,15.8,15.4,0.090909091,(8.4-29.0),(6.0-31.3),(4.4-34.9),,23.3,18.2,18.2,0.1,25.6,21.4,0.235294118,0.2,15.4,21.4,0.235294118,0.2,27.1,13.2,15.4,0.090909091,3.1,3.6,3.5,3.2,0.428571429,0,0.2,0,0,0.166666667,0,0,0.4,0,0,0,21,4,2,1,33.3,0.25,0,0,3.6,4.3,3.5,5,12,3,0.25,0,3.8,3.3,Reproductive Endocrinology and Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA,,WAYNE,PENNSYLVANIA,100%,0%,0%,0%,44%,<1%,4%,9%,8%,26%,2%,2%,10%,11%,2%,18%,13%,"Abraham K. Munabi, MD",73,43,30,10,42.5,30.2,6.7,0.1,32.9,20.9,3.3,0.1,(22.3-44.9),(10.0-36.0),(0.1-17.2),,36.9,25.7,4.5,0.125,38.7,31,5,0.142857143,22.6,27.6,5,0,11,18.6,26.7,0.2,2.7,3.2,3.6,3.6,25.8,0.076923077,0,0,16.1,0.076923077,0,1,41.7,0.111111111,0,1,8,5,3,0,0.25,0.2,0,=,2.6,2.6,3.3,=,28,12,35.7,0.25,3,2.7,Reproductive Science Institute of Suburban Philadelphia,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"WOMEN'S CLINIC, LTD.",,WEST READING,PENNSYLVANIA,100%,0%,0%,0%,43%,0%,0%,10%,6%,0%,2%,0%,28%,0%,4%,26%,26%,"Vincent A. Pellegrini, MD",32,8,7,4,28.1,0.25,0.285714286,0.25,25,0.25,0.142857143,0,(11.5-43.4),,,,32,0.333333333,0.5,0,33.3,0.333333333,0.5,0,16.7,0.166666667,0.5,0,21.9,0.25,0.714285714,0.25,3.5,4.5,4,4,0.111111111,0.5,0,0,0.333333333,0,0,0,0.5,0.5,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Women's Clinic, Ltd.",No,No,No,No,No,Yes,Yes
FERTILITY AND GYNECOLOGY ASSOCIATES,,WILLOW GROVE,PENNSYLVANIA,100%,0%,0%,0%,56%,0%,0%,3%,0%,11%,11%,3%,34%,5%,18%,0%,16%,"Leonore C. Huppert, MD",11,8,3,3,0.636363636,0.625,0,0.666666667,0.545454545,0.5,0,0.333333333,,,,,0.666666667,0.5,0,0.5,0.666666667,0.5,0,0.5,0.444444444,0.25,0,0,0.181818182,0,0,0.333333333,2.9,3.8,3.3,5,0.285714286,0.4,=,0.5,0,0,=,0,0.333333333,0.5,=,1,0,2,5,0,=,1,0.4,=,=,3.5,2.2,=,0,5,=,0.4,=,2.2,Fertility and Gynecology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"THE FERTILITY CENTER, LLC",,YORK,PENNSYLVANIA,100%,0%,0%,0%,85%,0%,9%,12%,0%,2%,2%,0%,31%,10%,14%,0%,29%,"Robert B. Filer, MD",18,7,5,4,0.277777778,0.285714286,0,0,0.166666667,0,0,0,,,,,0.166666667,0,0,0,0.176470588,0,0,0,0.176470588,0,0,0,0,0,0.2,0,3.1,3.1,2,5.3,0.4,0,=,=,0,0,=,=,0,=,=,=,3,0,0,0,0.333333333,=,=,=,4,=,=,=,4,1,0.5,0,2.8,3,"The Fertility Center, LLC",Yes,No,Yes,Yes,Yes,No,No
CENTRO DE FERTILIDAD DEL CARIBE,,RIO PIEDRAS,PUERTO RICO,100%,0%,0%,0%,48%,0%,0%,13%,3%,0%,6%,0%,13%,0%,0%,38%,27%,"Rene Fernandez Pelegrina, MD",32,15,16,3,37.5,0.266666667,0.4375,0,28.1,0.266666667,0.4375,0,(13.7-46.7),,,,28.1,0.266666667,0.4375,0,28.1,0.285714286,0.4375,0,15.6,0.214285714,0.4375,0,0,0,0,0,2.1,2.1,2.8,1.7,0.333333333,0.25,0,=,0,0,0,=,0.444444444,0.25,0,=,0,0,1,0,=,=,0,=,=,=,0,=,0,0,=,=,=,=,Centro de Fertilidad del Caribe,No,No,No,No,Yes,Yes,Yes
WOMEN AND INFANTS' DIVISION OF REPRODUCTIVE MEDICINE AND INFERTILITY,,PROVIDENCE,RHODE ISLAND,100%,0%,0%,0%,55%,0%,0%,11%,10%,1%,5%,<1%,17%,11%,31%,5%,10%,"Gary Frishman, MD",353,156,130,93,39.7,32.7,23.1,14,33.1,28.8,17.7,7.5,(28.3-38.3),(21.9-36.6),(11.6-25.4),(3.1-14.9),33.7,30.2,18.3,7.9,35.6,32.8,20.7,10.6,24,23.4,17.1,6.1,1.7,4.5,3.1,4.3,2.1,2.2,2.4,2.6,31.4,37.3,30,0.230769231,0.7,2,3.3,0,32.5,28.9,17.4,0.428571429,61,37,16,8,11.5,8.1,0.125,0.125,2.4,2.5,2.5,2.9,62,18,30.6,0.166666667,2.1,2.7,This clinic has closed or reorganized since 2004.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,
CENTER FOR WOMEN'S MEDICINE,REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,86%,0%,0%,19%,4%,26%,20%,<1%,19%,2%,1%,7%,1%,"Bruce A. Lessey, MD, PhD",69,21,17,5,59.4,42.9,0.235294118,0.4,55.1,28.6,0.235294118,0.4,(42.6-67.1),(11.3-52.2),,,59.4,0.352941176,0.266666667,0.5,62.3,0.352941176,0.285714286,0.5,44.3,0.235294118,0.285714286,0.5,7.2,19,0.117647059,0.2,2.1,2.7,2.9,5,31.7,0.333333333,0,0,4.9,0,0,0,28.9,0.333333333,0,0,21,8,0,0,28.6,0.125,=,=,2.4,3,=,=,18,6,0.222222222,0.333333333,2.3,2.7,"University Medical Group, Department of Obstetrics and Gynecology, Reproductive Endocrinology and Infertility",Yes,No,Yes,Yes,Yes,Yes,Yes
"PIEDMONT REPRODUCTIVE ENDOCRINOLOGY GROUP, PA",,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,82%,0%,0%,5%,55%,0%,5%,0%,0%,10%,0%,15%,10%,"John E. Nichols, Jr, MD",13,2,2,0,0.538461538,0,0,=,0.461538462,0,0,=,,,,,0.5,0,0,=,0.5,0,0,=,0.416666667,0,0,=,0.076923077,0,0,=,2.4,3,3,=,0.285714286,=,=,=,0,=,=,=,0.166666667,=,=,=,2,0,0,0,0,=,=,=,2,=,=,=,1,0,1,=,3,=,"Piedmont Reproductive Endocrinology Group, PA",Yes,Yes,Yes,Yes,Yes,Yes,Pending
"SOUTHEASTERN FERTILITY CENTER, PA",,MOUNT PLEASANT,SOUTH CAROLINA,100%,0%,0%,0%,58%,0%,0%,9%,6%,21%,4%,0%,18%,4%,8%,14%,16%,"Grant W. Patton, MD",164,61,29,9,45.1,55.7,24.1,0.333333333,42.7,47.5,20.7,0.222222222,(35.0-50.6),(34.6-60.7),(8.0-39.7),,47.6,53.7,23.1,0.333333333,49,55.8,27.3,0.333333333,34.3,42.3,22.7,0.333333333,10.4,11.5,10.3,0.333333333,2.2,2.4,2.6,3.7,32.4,32.4,0.285714286,0,2.7,0,0,0,30,24.1,0.166666667,0,52,18,6,0,50,0.388888889,0.5,=,2,2.3,1.8,=,58,24,53.4,33.3,2,2.1,"Southeastern Fertility Center, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes
ADVANCED FERTILITY & REPRODUCTIVE ENDOCRINOLOGY,,WEST COLUMBIA,SOUTH CAROLINA,100%,0%,0%,0%,94%,0%,0%,10%,24%,8%,3%,0%,24%,4%,7%,2%,19%,"Gail F. Whitman-Elia, MD",112,37,16,4,47.3,45.9,0.3125,0,38.4,29.7,0.25,0,(29.4-48.1),(15.9-47.0),,,38.7,29.7,0.285714286,0,42.6,34.4,0.333333333,0,26.7,18.8,0.25,0,0.9,0,0.125,0,2.4,3,3.3,3,37.7,0.352941176,0.2,=,1.9,0.058823529,0,=,37.2,0.454545455,0.25,=,22,1,3,0,22.7,0,0.333333333,=,2.6,3,2.7,=,10,3,0.8,0.333333333,2.1,2.3,Advanced Fertility & Reproductive Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SIOUX VALLEY CLINIC OB-GYN, LTD.",,SIOUX FALLS,SOUTH DAKOTA,100%,0%,0%,0%,50%,0%,2%,13%,7%,18%,8%,<1%,17%,4%,3%,6%,24%,"Keith A. Hansen, MD",91,29,7,1,37.4,27.6,0.285714286,1,35.2,24.1,0.285714286,0,(25.4-45.9),(10.3-43.5),,,39,26.9,0.285714286,0,40,28,0.333333333,0,35,24,0.333333333,0,9.9,10.3,0,0,2.9,2.9,3.7,4,17.6,0.125,0,0,2.9,0,0,0,12.5,0.142857143,0,=,25,10,4,0,16,0.1,0,=,3.3,2.8,2.5,=,5,5,0.4,0.4,3.2,2.6,"Sioux Valley Clinic OB-GYN, Ltd.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY CENTER OF CHATTANOOGA,,CHATTANOOGA,TENNESSEE,100%,0%,0%,0%,65%,0%,<1%,7%,7%,14%,7%,<1%,22%,3%,10%,8%,21%,"Barry W. Donesky, MD",72,25,12,4,26.4,32,0.166666667,0,22.2,20,0.166666667,0,(13.3-33.6),(6.8-40.7),,,23.5,22.7,0.2,0,27.1,25,0.2,0,15.3,20,0.2,0,5.6,12,0.166666667,0.25,2.4,2.8,2.8,3,0.315789474,0.125,0,=,0.052631579,0.125,0,=,0.4375,0.2,0,=,18,6,2,0,0.111111111,0.333333333,0.5,=,2.8,2.2,3,=,34,2,50,1,2.3,2.5,"Fertility Center, LLC",Yes,Yes,No,Yes,Yes,Yes,Yes
CENTER FOR APPLIED REPRODUCTIVE SCIENCE,,JOHNSON CITY,TENNESSEE,100%,0%,0%,0%,44%,0%,0%,17%,16%,3%,6%,0%,4%,<1%,2%,22%,30%,"Samuel S. Thatcher, MD, PhD",165,52,27,14,39.4,32.7,44.4,0.214285714,37.6,30.8,29.6,0.142857143,(30.2-45.4),(18.7-45.1),(13.8-50.2),,43.7,38.1,36.4,0.285714286,48.8,44.4,40,0.285714286,34.6,25,30,0.285714286,13.9,19.2,18.5,0.5,1.8,2,2.3,2.4,32.3,0.470588235,0.25,0.333333333,1.5,0,0,0,29,0.4375,0.25,0,18,11,5,1,0.222222222,0.363636364,0,0,1.9,2,2,1,6,2,0.5,0.5,2.2,1.5,Center for Applied Reproductive Science,Yes,Yes,Yes,No,Yes,No,No
"EAST TENNESSEE IVF, FERTILITY, AND ANDROLOGY CENTER",,KNOXVILLE,TENNESSEE,100%,0%,0%,0%,32%,0%,0%,12%,5%,7%,10%,0%,17%,0%,0%,22%,27%,"Gayla S. Harris, MD",20,3,3,2,50,0,0.333333333,0,40,0,0.333333333,0,(19.1-63.9),,,,0.421052632,0,0.333333333,0,0.421052632,0,0.333333333,0,0.157894737,0,0.333333333,0,5,0.333333333,0,0,2.4,3,2.7,2.5,0.3,=,0,=,0.2,=,0,=,0.625,=,0,=,4,1,0,0,0.25,0,=,=,3,3,=,=,5,3,0.6,0.333333333,2,3,"East Tennessee IVF, Fertility, and Andrology Center",Yes,Yes,No,Yes,Yes,Yes,Pending
