PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
FERTILITY CENTER OF NORTHWESTERN OHIO,,TOLEDO,OHIO,100%,0%,0%,0%,30%,0%,<1%,21%,11%,2%,3%,0%,28%,1%,1%,14%,19%,"Joseph V. Karnitis, M.D.",83,33,9,2,28.9,33.3,0.222222222,0,22.9,24.2,0,0,(13.9 - 31.9),(9.6 - 38.9),,,35.8,0.421052632,0,0,40.4,0.421052632,0,0,23.4,0.315789474,0,0,36.1,42.4,0.666666667,0,2.7,2.9,3,3,37.5,0.272727273,0,=,0,0,0,=,0.421052632,0.25,=,=,9,5,4,2,0,0,0.5,1,2.3,2.4,2.3,3,3,1,0.333333333,0,2.7,1,Fertility Center of Northwestern Ohio,Yes,No,Yes,Yes,Yes,Yes,Yes
"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",,OKLAHOMA CITY,OKLAHOMA,>99%,0%,<1%,0%,36%,0%,0%,20%,10%,<1%,8%,2%,22%,<1%,7%,12%,18%,"Eli Reshef, M.D.",145,46,17,5,62.1,52.2,0.470588235,0.2,54.5,41.3,0.352941176,0.2,(46.4 - 62.6),(27.1 - 55.5),,,54.9,45.2,0.4,0.333333333,56.8,46.3,0.428571429,0.333333333,38.1,29.3,0.285714286,0.333333333,0.7,8.7,0.117647059,0.4,2.3,2.5,2.7,2.3,27.8,37.5,0.375,0,6.7,4.2,0,0,32.9,0.368421053,0.333333333,0,15,3,2,2,0.066666667,0,0,0,2.2,1.7,1.5,1.5,16,3,0.625,0.333333333,2.4,2.3,"Henry G. Bennett, Jr., Fertility Institute",Yes,Yes,No,No,Yes,Yes,Yes
"CENTER FOR REPRODUCTIVE HEALTH, P.C.",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,29%,0%,0%,24%,1%,12%,0%,0%,26%,6%,11%,4%,16%,"Gilbert G. Haas, Jr., M.D.",28,8,6,0,28.6,0.375,0.166666667,=,28.6,0.375,0.166666667,=,(11.8 - 45.3),,,,0.444444444,0.6,0.25,=,0.444444444,0.6,0.25,=,0.277777778,0.6,0.25,=,35.7,0.375,0.333333333,=,2,2,2,=,0.375,0.333333333,0,=,0,0,0,=,0.375,0,0,=,4,6,3,0,0.25,0.166666667,0,=,1.8,1.7,1.7,=,5,4,0.6,0.25,2,1.8,"Center for Reproductive Health, P.C.",Yes,Yes,No,No,Yes,Yes,Yes
TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,,TULSA,OKLAHOMA,100%,0%,0%,0%,56%,0%,0%,15%,4%,1%,7%,0%,27%,14%,8%,8%,16%,"Stanley G. Prough, M.D.",107,32,35,3,54.2,25,37.1,0.666666667,46.7,21.9,31.4,0.666666667,(37.3 - 56.2),(7.6 - 36.2),(16.0 - 46.8),,49.5,28,35.5,0.666666667,49.5,30.4,36.7,0.666666667,27.7,13,30,0.333333333,5.6,21.9,11.4,0,2.4,2.7,2.8,2,36.2,0.375,0.076923077,0.5,6.9,0.25,0.076923077,0,44,0.571428571,0.181818182,0.5,19,6,3,1,0.368421053,0.333333333,0.333333333,1,2.8,2.7,2.3,2,5,1,0.4,1,2.2,3,Tulsa Center for Fertility & Women's Health,Yes,Yes,No,No,Yes,Yes,Yes
NORTHWEST FERTILITY CENTER,,PORTLAND,OREGON,100%,0%,0%,0%,38%,0%,4%,18%,0%,1%,4%,0%,15%,23%,9%,10%,20%,"Eugene M. Stoelk, M.D.",34,18,15,3,52.9,0.555555556,0.333333333,0,50,0.444444444,0.133333333,0,(33.2 - 66.8),,,,53.1,0.444444444,0.166666667,0,54.8,0.5,0.166666667,0,32.3,0.25,0.166666667,0,5.9,0,0.2,0,2.8,3.4,3.6,2,0.277777778,0.6,0,=,0.166666667,0,0.2,=,0.411764706,0.5,0,=,18,5,6,2,0.333333333,0.4,0.166666667,0,3.4,2.8,3.5,3.5,27,30,40.7,30,2.4,2.7,Northwest Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
PORTLAND CENTER FOR REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,100%,0%,0%,0%,44%,0%,4%,6%,5%,17%,7%,2%,10%,4%,6%,16%,27%,"Robert K. Matteri, M.D.",72,43,37,13,56.9,46.5,40.5,0.384615385,54.2,41.9,35.1,0.153846154,(42.7 - 65.7),(27.1 - 56.6),(19.8 - 50.5),,61.9,48.6,36.1,0.2,66.1,54.5,37.1,0.25,35.6,21.2,20,0,12.5,14,2.7,0.230769231,2.8,3.3,4.8,5,43.9,40,0.466666667,0.4,4.9,20,0.066666667,0,46.2,0.611111111,0.461538462,1,13,4,3,2,0.307692308,0.5,0.666666667,0,4,3,5,6,46,7,71.7,0.571428571,2.3,3.9,Portland Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,100%,0%,0%,0%,50%,<1%,<1%,13%,3%,13%,7%,<1%,18%,9%,7%,11%,19%,"Marsha J. Gorrill, M.D.",149,79,41,27,40.9,40.5,43.9,18.5,34.2,39.2,34.1,7.4,(26.6 - 41.8),(28.5 - 50.0),(19.6 - 48.7),(0.0 - 17.3),41.1,48.4,38.9,0.105263158,44,50.8,41.2,0.125,28.4,42.6,32.4,0.125,16.8,19,12.2,29.6,2.2,2.4,2.7,3.2,27.9,12.5,0.111111111,0.2,4.9,6.3,0.055555556,0,35.3,16.1,0.214285714,0,53,30,18,11,43.4,16.7,0.111111111,0.090909091,2.7,2.3,2.3,2.8,63,34,73,35.3,2,2.2,"University Fertility Consultants, Oregon Health & Science University",Yes,Yes,Yes,Yes,Yes,Yes,Yes
TOLL CENTER FOR REPRODUCTIVE SCIENCES,"ABINGTON REPRODUCTIVE MEDICINE, P.C.",ABINGTON,PENNSYLVANIA,98%,2%,0%,0%,56%,0%,<1%,10%,8%,20%,10%,<1%,20%,8%,4%,8%,12%,"Stephen G. Somkuti, M.D., Ph.D.",164,69,63,19,29.9,20.3,22.2,0.052631579,25.6,20.3,17.5,0,(18.9 - 32.3),(10.8 - 29.8),(8.1 - 26.8),,28.2,23.7,22,0,30.2,26.4,23.9,0,18,18.9,15.2,0,9.1,14.5,20.6,0.210526316,2.8,3,3.7,3.2,32.7,0.357142857,0.285714286,0,8.2,0.071428571,0.071428571,0,40.5,0.285714286,0.363636364,=,36,14,6,0,13.9,0.214285714,0.333333333,=,2.4,2.8,2.7,=,29,6,44.8,0.166666667,2.5,3,"Toll Center for Reproductive Sciences, Abington Reproductive Medicine, P.C.",No,Yes,Yes,Yes,Yes,Yes,Yes
"INFERTILITY SOLUTIONS, P.C.",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,75%,0%,0%,5%,7%,9%,6%,1%,17%,1%,20%,21%,13%,"Bruce I. Rose, M.D., Ph.D.",46,16,9,3,17.4,0.125,0.111111111,0,6.5,0.125,0.111111111,0,(0.0 - 13.7),,,,7.1,0.166666667,0.125,0,7.3,0.166666667,0.125,0,2.4,0.166666667,0.125,0,8.7,0.25,0.111111111,0,3.4,3.1,4,3.5,0.25,0,0,=,0,0,0,=,0.666666667,0,0,=,0,0,0,0,=,=,=,=,=,=,=,=,5,2,0,0.5,3,2.5,"Infertility Solutions, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY SPECIALISTS,,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,24%,0%,<1%,24%,3%,5%,9%,0%,24%,2%,4%,7%,22%,"Albert J. Peters, D.O.",44,26,20,12,43.2,11.5,25,0,38.6,7.7,20,0,(24.2 - 53.0),(0.0 - 17.9),(2.5 - 37.5),,42.5,0.111111111,0.235294118,0,43.6,0.117647059,0.266666667,0,25.6,0.058823529,0.133333333,0,9.1,30.8,15,0.333333333,3.7,3.9,3.7,4.3,0.210526316,0,0.6,=,0.315789474,0.666666667,0,=,0.411764706,0.5,0.5,=,4,2,2,0,0.25,0,0.5,=,2.5,1.5,3.5,=,3,0,0.333333333,=,2.3,=,Reproductive Endocrinology & Infertility Specialists,No,No,Yes,No,Yes,Yes,Pending
FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,0%,0%,0%,46%,0%,1%,13%,3%,11%,1%,0%,9%,1%,1%,18%,43%,"H. Christina Lee, M.D.",49,26,10,1,32.7,23.1,0.1,0,32.7,23.1,0.1,0,(19.5 - 45.8),(6.9 - 39.3),,,34,25,0.1,0,34,25,0.1,0,17,8.3,0,0,4.1,7.7,0,0,3.7,4,5,5,0.4375,0.333333333,1,=,0.25,0.333333333,0,=,0.5,0.666666667,1,=,1,0,0,0,0,=,=,=,3,=,=,=,3,0,0.666666667,=,3.3,=,Family Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes
IVF MARRERO,,BRIDGEV ILLE,PENNSYLVANIA,100%,0%,0%,0%,73%,0%,18%,0%,0%,0%,0%,0%,0%,0%,0%,36%,64%,"Miguel A. Marrero, M.D.",6,3,1,1,0.333333333,0.333333333,0,0,0.333333333,0.333333333,0,0,,,,,0.4,0.333333333,0,0,0.4,0.333333333,0,=,0.4,0.333333333,0,=,0.166666667,0,0,0,5,7.3,6,=,0,1,=,=,0.5,0,=,=,0,0,=,=,2,0,0,0,0,=,=,=,5,=,=,=,1,0,0,=,5,=,IVF Marrero,Yes,No,Yes,Yes,Yes,No,Yes
"MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE, LTD.",,BRYN MAWR,PENNSYLVANIA,100%,0%,0%,0%,24%,0%,0%,16%,12%,10%,4%,10%,22%,5%,8%,6%,7%,"Michael J. Glassner, M.D.",125,88,68,21,30.4,33,25,9.5,24.8,28.4,17.6,4.8,(17.2 - 32.4),(19.0 - 37.8),(8.6 - 26.7),(0.0 - 13.9),28.7,33.3,21.1,0.0625,31.6,39.1,24,0.071428571,22.4,20.3,18,0,13.6,14.8,16.2,23.8,3.2,3.4,3.5,2.9,21.1,37.9,0.117647059,0.5,5.3,13.8,0.117647059,0,29,48,0.25,1,43,18,9,7,37.2,0.333333333,0.111111111,0.142857143,3,2.8,2.8,4.4,2,5,0.5,0.4,4.5,2.6,"Main Line Fertility and Reproductive Medicine, Ltd.",Yes,No,Yes,Yes,Yes,Yes,Yes
GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,0%,0%,0%,46%,2%,0%,23%,23%,22%,0%,6%,12%,14%,0%,0%,0%,"Latif L. Awad, M.D.",38,11,8,0,36.8,0.363636364,0.125,=,28.9,0.272727273,0.125,=,(14.5 - 43.4),,,,33.3,0.333333333,0.166666667,=,35.5,0.375,0.166666667,=,22.6,0.25,0.166666667,=,13.2,0.181818182,0.25,=,3,3,2.8,=,0.142857143,0.25,0,=,0.142857143,0,0,=,0.363636364,0.333333333,0,=,11,2,3,0,0.090909091,0,0,=,3.3,2,2.7,=,10,5,0.4,0.6,2.6,2.2,Geisinger Medical Center Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"ADVANCED CENTER FOR INFERTILITY AND REPRODUCTIVE MEDICINE, R.P.C.",,HARRISBURG,PENNSYLVANIA,100%,0%,0%,0%,69%,0%,0%,7%,0%,8%,20%,0%,14%,0%,0%,20%,31%,"Eric P. Fiedler, M.D.",26,10,10,2,30.8,0.3,0.1,0.5,26.9,0.3,0.1,0.5,(9.9 - 44.0),,,,33.3,0.375,0.125,0.5,0.368421053,0.375,0.2,1,0.210526316,0.375,0,1,19.2,0.2,0.2,0,2.1,1.8,1.6,3,0.375,0,1,0,0.125,0,0,0,0.428571429,0,1,0,4,2,0,0,0,0.5,=,=,2,2.5,=,=,2,0,0.5,=,2,=,"Advanced Center for Infertility and Reproductive Medicine, R.P.C.",Yes,Yes,Yes,Yes,Yes,No,None
MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,0%,0%,0%,51%,0%,0%,19%,12%,1%,6%,<1%,19%,4%,21%,7%,10%,"William C. Dodson, M.D.",59,19,13,2,25.4,0.263157895,0.153846154,0,23.7,0.263157895,0.076923077,0,(12.9 - 34.6),,,,31.1,0.333333333,0.1,0,35,0.454545455,0.142857143,0,22.5,0.363636364,0.142857143,0,23.7,0.210526316,0.230769231,0.5,2.7,2.5,3,1,0.266666667,0.2,0,=,0.066666667,0,0,=,0.357142857,0.2,0,=,18,5,8,1,0,0,0.25,0,2.2,2.4,2.3,3,1,0,0,=,2,=,Milton S. Hershey Medical Center,Yes,No,No,No,Yes,Yes,Yes
"JENKINTOWN REPRODUCTIVE ENDOCRINE & GYNECOLOGY ASSOCIATES, P.C.",,JENKINTOWN,PENNSYLVANIA,100%,0%,0%,0%,38%,0%,0%,7%,0%,10%,4%,0%,0%,0%,0%,48%,31%,"Jeffrey S. Chase, M.D.",11,2,3,0,0.363636364,0.5,0.666666667,=,0.272727273,0.5,0.666666667,=,,,,,0.272727273,0.5,1,=,0.272727273,0.5,1,=,0.090909091,0.5,0.5,=,0,0,0.333333333,=,3.8,2,2.5,=,0.5,0,0.5,=,0.25,0,0,=,0.666666667,0,0.5,=,0,0,0,0,=,=,=,=,=,=,=,=,11,2,0.545454545,0,4.5,2.5,"Jenkintown Reproductive Endocrine & Gynecology Associates, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
"NORTHERN FERTILITY AND REPRODUCTIVE ASSOCIATES, P.C.",,MEADOWBROOK,PENNSYLVANIA,100%,0%,0%,0%,51%,0%,0%,14%,4%,7%,11%,0%,14%,1%,2%,18%,29%,"Martin F. Freedman, M.D.",89,36,18,2,43.8,41.7,0.333333333,0,37.1,36.1,0.222222222,0,(27.0 - 47.1),(20.4 - 51.8),,,41.3,43.3,0.25,0,41.3,43.3,0.285714286,0,22.5,26.7,0.142857143,0,10.1,16.7,0.111111111,0,3,3.4,3.9,6,38.5,0.266666667,0.5,=,15.4,0.133333333,0,=,45.5,0.384615385,0.5,=,13,6,5,0,0.307692308,0.333333333,0,=,2.9,3.2,3.8,=,8,4,0.75,0.25,2.8,3.5,"Northern Fertility and Reproductive Associates, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
PENNSYLVANIA REPRODUCTIVE ASSOCIATES,"WOMEN'S INSTITUTE FOR FERTILITY, ENDOCRINOLOGY, AND MENOPAUSE",PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,54%,<1%,3%,13%,3%,14%,4%,5%,18%,6%,10%,14%,13%,"Maureen P. Kelly, M.D.",128,90,71,27,30.5,26.7,19.7,25.9,28.9,21.1,16.9,14.8,(21.1 - 36.8),(12.7 - 29.5),(8.2 - 25.6),(1.4 - 28.2),31.6,22.6,19.4,16,34.6,24.4,20.3,16.7,22.4,16.7,10.2,12.5,8.6,6.7,12.7,7.4,2.7,2.9,3.2,2.9,30.8,20.8,0.357142857,0.142857143,7.7,12.5,0.071428571,0,35.1,0.315789474,0.5,0.25,15,11,6,2,0.2,0.181818182,0.166666667,0,2.6,2.5,3.5,2.5,46,17,58.7,0.117647059,2.5,2.2,"Pennsylvania Reproductive Associates, Women's Institute for Fertility, Endocrinology, and Menopause",Yes,Yes,Yes,Yes,Yes,Yes,Yes
THOMAS JEFFERSON IVF PROGRAM,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,5%,0%,0%,33%,9%,0%,9%,0%,5%,5%,5%,10%,24%,"Gregory T. Fossum, M.D.",11,1,2,2,0.454545455,0,0.5,0,0.363636364,0,0.5,0,,,,,0.363636364,0,0.5,0,0.363636364,0,0.5,0,0.272727273,0,0.5,0,0,0,0,0,3.1,4,4,2.5,0,=,1,=,0.2,=,0,=,0.25,=,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,Thomas Jefferson IVF Program,Yes,No,Yes,No,Yes,No,Yes
UNIVERSITY OF PENNSYLVANIA,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,15%,0%,<1%,8%,3%,1%,8%,3%,11%,6%,9%,30%,21%,"Christos B. Coutifaris, M.D., Ph.D.",125,60,63,23,35.2,25,19,13,28.8,23.3,14.3,8.7,(20.9 - 36.7),(12.6 - 34.0),(5.6 - 22.9),(0.0 - 20.2),33,31.1,18.8,0.125,37.5,33.3,21.4,0.142857143,17.7,26.2,14.3,0.142857143,12.8,25,23.8,30.4,2.5,2.8,3,3.6,50,0.133333333,0.166666667,0,2.3,0.066666667,0.083333333,0,52.8,0.214285714,0.333333333,0,18,12,10,0,0.388888889,0.333333333,0.4,=,2.7,2.9,3.3,=,1,0,1,=,3,=,University of Pennsylvania,Yes,No,Yes,Yes,Yes,Yes,Yes
"REPRODUCTIVE HEALTH SPECIALISTS, INC.",,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,26%,<1%,1%,22%,7%,13%,12%,<1%,17%,<1%,22%,4%,3%,"Judith L. Albert, M.D.",70,39,36,5,47.1,38.5,27.8,0,32.9,30.8,19.4,0,(21.9 - 43.9),(16.3 - 45.3),(6.5 - 32.4),,35.4,35.3,24.1,0,37.7,36.4,26.9,0,29.5,27.3,15.4,0,7.1,12.8,19.4,0.4,2.2,2.6,2.8,3,24.2,0.2,0.2,=,3,0,0.1,=,21.7,0.25,0.428571429,=,21,15,8,4,19,0.266666667,0.25,0,2.3,2.1,2.6,3.3,14,8,0.428571429,0.625,2.1,2.5,"Reproductive Health Specialists, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
UNIVERSITY OF PITTSBURGH PHYSICIANS,CENTER FOR FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,PITTSBURGH,PENNSYLVANIA,100%,0%,0%,0%,31%,<1%,0%,11%,2%,7%,5%,<1%,11%,23%,13%,14%,13%,"Anthony N. Wakim, M.D.",113,71,65,15,33.6,28.2,18.5,0,31.9,22.5,13.8,0,(23.3 - 40.4),(12.8 - 32.3),(5.4 - 22.2),,36.4,26.7,18,0,38.7,29.1,18.4,0,23.7,25.5,16.3,0,12.4,15.5,23.1,0.333333333,2.6,3,3.2,2.8,47.4,15,0.083333333,=,0,0,0.083333333,=,38.9,0.125,0.111111111,=,33,14,17,1,15.2,0.071428571,0.470588235,0,3,2.6,3.2,4,17,12,0.352941176,0.083333333,2.4,3.3,"University of Pittsburgh Physicians, Center for Fertility and Reproductive Endocrinology",Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE ENDOCRINOLOGY AND FERTILITY CENTER,,UPLAND,PENNSYLVANIA,100%,0%,0%,0%,50%,<1%,0%,15%,5%,4%,14%,<1%,14%,3%,5%,19%,20%,"Albert El-Roeiy, M.D.",70,31,10,9,35.7,45.2,0.2,0.222222222,34.3,41.9,0.1,0.222222222,(23.2 - 45.4),(24.6 - 59.3),,,38.1,50,0.142857143,0.25,44.4,54.2,0.142857143,0.4,25.9,33.3,0.142857143,0.2,10,16.1,0.3,0.111111111,3.8,4,4.7,5,20,0.357142857,0,0.5,28,0.071428571,0,0,41.7,0.384615385,0,0.5,30,5,2,0,46.7,0.4,0.5,=,4,3.8,3,=,5,0,0.8,=,3.4,=,Reproductive Endocrinology and Fertility Center,Yes,No,Yes,No,Yes,Yes,Yes
REPRODUCTIVE SCIENCE INSTITUTE OF SUBURBAN PHILADELPHIA,,WAYNE,PENNSYLVANIA,100%,0%,0%,0%,58%,0%,2%,7%,4%,28%,4%,5%,18%,7%,5%,13%,9%,"Abraham K. Munabi, M.D.",80,37,29,28,25,27,17.2,17.9,21.3,21.6,10.3,7.1,(12.3 - 30.2),(8.4 - 34.9),(0.0 - 21.4),(0.0 - 16.7),24.3,25.8,13,8.7,24.6,25.8,13,8.7,13,9.7,8.7,8.7,12.5,16.2,20.7,17.9,3.8,4.5,3.7,4.3,35,0.4,0,0.2,10,0.1,0.2,0,0.470588235,0.625,0.333333333,0,10,4,2,0,0,0,0,=,3.9,4.8,3,=,40,25,35,12,4.1,3.8,Reproductive Science Institute of Suburban Philadelphia,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"WOMEN'S CLINIC, LTD.",,WEST READING,PENNSYLVANIA,100%,0%,0%,0%,15%,0%,0%,13%,2%,0%,2%,0%,2%,0%,2%,44%,35%,"Vincent A. Pellegrini, M.D.",21,13,10,2,28.6,0.153846154,0.2,0,28.6,0.153846154,0.2,0,(9.2 - 47.9),,,,0.545454545,0.25,0.285714286,0,0.6,0.285714286,0.333333333,0,0.5,0.285714286,0.166666667,0,47.6,0.384615385,0.3,0,4.9,4.4,4,3,0.333333333,0,0,=,0.166666667,0,0.5,=,0.166666667,0,0.5,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Women's Clinic, Ltd.",No,No,No,No,No,Yes,Yes
FERTILITY AND GYNECOLOGY ASSOCIATES,,WILLOW GROVE,PENNSYLVANIA,100%,0%,0%,0%,39%,0%,0%,15%,4%,19%,4%,8%,12%,0%,19%,4%,15%,"Maria P. Platia, M.D.",6,3,5,4,0.666666667,0.666666667,0.2,0.25,0.5,0.666666667,0,0.25,,,,,0.5,0.666666667,0,0.25,0.5,0.666666667,0,0.25,0.5,0.333333333,0,0,0,0,0,0,3,3.7,3.2,5.5,0.25,0.5,1,1,0,0,0,0,0,0.5,=,1,0,1,2,0,=,0,0,=,=,3,4,=,2,3,0.5,0.666666667,3,2.3,Fertility and Gynecology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DR. PEDRO J. BEAUCHAMP,,BAYAMON,PUERTO RICO,100%,0%,0%,0%,53%,0%,0%,14%,3%,0%,8%,0%,11%,<1%,2%,20%,41%,"Pedro J. Beauchamp, M.D.",72,35,33,7,45.8,20,48.5,0,38.9,17.1,27.3,0,(27.6 - 50.1),(4.7 - 29.6),(12.1 - 42.5),,40.6,20.7,28.1,0,40.6,20.7,29,0,18.8,13.8,25.8,0,4.2,17.1,3,0.142857143,3.6,3.2,3.4,3.7,30.3,0.285714286,0.0625,=,30.3,0.142857143,0,=,53.6,0.333333333,0.111111111,=,4,1,0,0,0,1,=,=,2.8,4,=,=,3,0,0,=,4,=,Dr. Pedro J. Beauchamp,Yes,No,No,No,Yes,Yes,Yes
CENTRO DE FERTILIDAD DEL CARIBE,,RIO PIEDRAS,PUERTO RICO,100%,0%,0%,0%,60%,0%,0%,11%,5%,0%,6%,3%,9%,5%,0%,35%,26%,"Rene Fernandez-Pelegrina, M.D.",43,23,16,8,48.8,39.1,0.4375,0.25,46.5,26.1,0.25,0.125,(31.6 - 61.4),(8.1 - 44.0),,,46.5,28.6,0.25,0.125,47.6,0.315789474,0.25,0.125,38.1,0.157894737,0.25,0.125,0,8.7,0,0,2,2.5,2.1,2,19,0.333333333,0,0,0,0,0,0,20,0.5,0,0,1,2,0,0,0,0,=,=,3,2.5,=,=,0,0,=,=,=,=,Centro De Fertilidad Del Caribe,No,No,No,No,Yes,Yes,Yes
GREFI,"GYNECOLOGY, REPRODUCTIVE ENDOCRINOLOGY & FERTILITY INSTITUTE",SANTURCE,PUERTO RICO,100%,0%,0%,0%,45%,0%,0%,27%,3%,14%,11%,0%,27%,3%,8%,2%,5%,"Rosa I. Cruz, M.D.",31,10,7,4,16.1,0.2,0.285714286,0,9.7,0.2,0.285714286,0,(0.0 - 20.1),,,,9.7,0.2,0.333333333,0,10.7,0.2,0.333333333,0,3.6,0.2,0.166666667,0,0,0,0.142857143,0,3.2,3.3,3.3,3.5,0.4,0,0.5,=,0,0,0,=,0.666666667,0,0.5,=,0,1,0,0,=,1,=,=,=,2,=,=,8,0,0.375,=,3.1,=,"GREFI--Gynecology, Reproductive Endocrinology & Fertility Institute",Yes,Yes,Yes,No,Yes,Yes,Yes
WOMEN AND INFANTS' DIVISION OF REPRODUCTIVE MEDICINE AND INFERTILITY,,PROVIDENCE,RHODE ISLAND,>99%,0%,<1%,0%,41%,<1%,0%,17%,5%,<1%,6%,<1%,22%,9%,25%,5%,9%,"David L. Keefe, M.D.",336,179,161,69,42.6,36.9,31.7,23.2,37.8,34.1,24.8,14.5,(32.6 - 43.0),(27.1 - 41.0),(18.2 - 31.5),(6.2 - 22.8),39.3,35.3,26.8,16.9,41.1,37.2,28.4,19.2,25.2,20.7,19.9,15.4,3.9,3.4,7.5,14.5,2.3,2.6,3.2,3,35.7,33.3,21.6,0.3125,1.4,12.1,3.9,0.0625,38.6,44.3,30,0.2,29,29,15,8,24.1,10.3,0,0,2.7,2.7,2.5,2.9,31,11,38.7,0.090909091,2.7,2.7,Women and Infants' Division of Reproductive Medicine and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"CENTER FOR WOMEN'S MEDICINE, REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY",,GREENVILLE,SOUTH CAROLINA,100%,0%,0%,0%,72%,0%,1%,16%,32%,<1%,8%,1%,9%,10%,<1%,10%,14%,"Paul B. Miller, M.D.",111,32,31,10,44.1,43.8,32.3,0.1,37.8,28.1,19.4,0,(28.8 - 46.9),(12.5 - 43.7),(5.4 - 33.3),,41.2,33.3,22.2,0,43.8,34.6,23.1,0,27.1,23.1,19.2,0,8.1,15.6,12.9,0.3,2.8,3.3,3.1,4.4,28.6,0.214285714,0.1,0,10.2,0.071428571,0,0,38.1,0.333333333,0.166666667,=,32,8,4,2,31.3,0.25,0.25,0.5,3,3.3,3.5,5,13,3,0.461538462,0.333333333,3.1,3.3,"Center for Women's Medicine, Reproductive Endocrinology and Infertility",Yes,Yes,Yes,Yes,Yes,Yes,Yes
