OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"ADVANCED FERTILITY CARE, PLLC",,SCOTTSDALE,ARIZONA,100%,0%,0%,0%,57%,0%,0%,4%,24%,<1%,4%,33%,0%,<1%,15%,0%,17%,9%,0.21,"Nathaniel Zoneraich, MD",46.00,25.00,19.00,8.00,0.00,52.10,40.50,25.80,0.05,=,65.20,60.00,0.26,0.13,=,52.20,52.00,0.16,0.13,=,(36.9Ð67.1),(31.3Ð72.2),,,,52.20,54.20,0.19,0.17,=,54.50,56.50,0.23,0.17,=,36.40,47.80,0.15,0.17,=,0.00,4.00,0.16,0.25,=,1.70,1.60,2.40,3.20,=,30.00,0.13,0.00,0.00,=,3.30,0.00,0.40,0.00,=,33.30,0.15,0.33,0.00,=,5.00,5.00,1.00,0.00,1.00,0.20,0.20,0.00,=,0.00,2.00,1.80,2.00,=,2.00,21.00,11.00,61.90,0.36,1.40,1.80,"Advanced Fertility Care, PLLC",Yes,No,Yes,Yes,Yes,Yes,Yes,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,,SCOTTSDALE,ARIZONA,100%,0%,0%,0%,79%,0%,<1%,0%,2%,5%,7%,12%,4%,<1%,24%,<1%,10%,7%,0.30,"Ketan S. Patel, MD",79.00,32.00,33.00,13.00,1.00,42.30,28.80,22.40,15.40,0.00,58.20,46.90,42.40,0.31,0.00,48.10,31.30,33.30,0.08,0.00,(36.7Ð59.6),(16.1Ð50.0),(18.0Ð51.8),,,50.70,35.70,40.70,0.08,0.00,53.50,35.70,42.30,0.10,0.00,33.80,32.10,42.30,0.00,0.00,5.10,12.50,18.20,0.08,0.00,2.10,2.10,2.20,2.60,4.00,37.00,0.20,0.00,0.25,=,0.00,0.00,0.00,0.00,=,36.80,0.10,0.00,1.00,=,19.00,9.00,7.00,0.00,1.00,0.26,0.22,0.43,=,1.00,2.20,2.10,2.00,=,2.00,10.00,9.00,0.50,0.44,2.00,2.30,Arizona Associates for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,ARIZONA CENTER FOR FERTILITY STUDIES,,SCOTTSDALE,ARIZONA,96%,0%,4%,0%,98%,0%,0%,40%,5%,4%,6%,20%,2%,9%,16%,25%,5%,3%,0.09,"Jay S. Nemiro, MD",18.00,12.00,16.00,7.00,1.00,25.80,26.10,38.20,0.38,=,0.39,0.33,0.44,0.57,0.00,0.33,0.25,0.31,0.29,0.00,,,,,,0.33,0.25,0.33,0.29,0.00,0.35,0.30,0.38,0.40,=,0.29,0.10,0.23,0.40,=,0.00,0.00,0.06,0.00,0.00,1.80,2.30,2.60,3.20,=,0.14,0.50,0.57,0.00,=,0.00,0.00,0.14,0.25,=,0.17,0.67,0.40,0.00,=,13.00,5.00,2.00,6.00,0.00,0.54,0.20,1.00,0.50,=,2.20,1.60,2.50,3.20,=,10.00,4.00,0.70,0.25,2.00,2.30,Arizona Center for Fertility Studies,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,IVF PHOENIX,,SCOTTSDALE,ARIZONA,100%,0%,0%,0%,65%,0%,0%,0%,6%,14%,7%,0%,4%,7%,43%,4%,11%,0%,0.11,"John L. Couvaras, MD",11.00,4.00,2.00,6.00,0.00,0.33,0.44,0.17,0.17,=,0.45,0.50,0.50,0.17,=,0.45,0.50,0.50,0.00,=,,,,,,0.45,0.50,0.50,0.00,=,0.56,0.50,0.50,0.00,=,0.44,0.00,0.50,0.00,=,0.00,0.00,0.00,0.33,=,2.00,2.30,3.00,2.00,=,0.20,1.00,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.20,1.00,0.00,=,=,4.00,0.00,0.00,0.00,0.00,0.75,=,=,=,=,2.50,=,=,=,=,1.00,0.00,1.00,=,2.00,,IVF Phoenix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FERTILITY TREATMENT CENTER,,TEMPE,ARIZONA,100%,0%,0%,0%,71%,5%,<1%,4%,<1%,4%,57%,17%,2%,0%,7%,4%,4%,<1%,0.04,"H. Randall Craig, MD",69.00,48.00,44.00,26.00,10.00,36.40,37.50,14.70,6.50,0.00,44.90,39.60,18.20,11.50,0.00,34.80,29.20,18.20,7.70,0.00,(23.7Ð47.2),(17.0Ð44.1),(8.2Ð32.7),(0.9Ð25.1),,47.10,38.90,28.60,10.00,0.00,50.00,50.00,29.60,0.12,0.00,31.30,28.60,22.20,0.06,0.00,26.10,25.00,36.40,23.10,0.10,2.50,2.60,2.50,2.70,2.90,25.80,0.37,0.25,0.33,=,9.70,0.05,0.00,0.00,=,37.50,0.43,0.25,0.50,=,35.00,15.00,27.00,10.00,3.00,51.40,0.60,37.00,0.30,0.00,2.50,2.60,2.50,2.60,2.00,25.00,31.00,60.00,51.60,2.20,2.70,Fertility Treatment Center,Yes,Yes,Yes,Yes,Yes,No,Yes,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,TUCSON,ARIZONA,100%,0%,0%,0%,51%,0%,0%,5%,0%,11%,8%,7%,28%,3%,13%,4%,2%,17%,0.08,"Timothy J. Gelety, MD",103.00,38.00,36.00,12.00,7.00,31.80,22.40,14.10,12.50,0.00,50.50,47.40,38.90,0.42,0.00,41.70,36.80,19.40,0.00,0.00,(32.1Ð51.9),(21.8Ð54.0),(8.2Ð36.0),,,42.60,38.90,20.00,0.00,0.00,52.40,42.40,23.30,0.00,0.00,40.20,24.20,23.30,0.00,0.00,1.90,5.30,2.80,0.00,0.00,2.40,3.20,3.10,3.20,2.80,17.30,0.28,0.00,0.00,=,1.90,0.06,0.00,0.00,=,23.30,0.43,0.00,=,=,68.00,27.00,17.00,4.00,4.00,26.50,14.80,0.18,0.00,0.25,3.40,3.60,3.80,3.80,4.00,10.00,8.00,0.50,0.38,2.50,3.50,Arizona Center for Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,REPRODUCTIVE HEALTH CENTER,,TUCSON,ARIZONA,100%,0%,0%,0%,96%,0%,2%,5%,26%,7%,4%,10%,3%,3%,22%,5%,12%,12%,0.24,"Scot M. Hutchison, MD",57.00,23.00,22.00,10.00,1.00,40.00,35.30,28.60,0.08,=,36.80,43.50,22.70,0.20,0.00,33.30,34.80,22.70,0.00,0.00,(21.4Ð47.1),(16.4Ð57.3),(7.8Ð45.4),,,33.30,36.40,23.80,0.00,0.00,47.50,40.00,0.33,0.00,=,37.50,30.00,0.20,0.00,=,0.00,4.30,4.50,0.20,0.00,1.50,1.70,1.90,1.90,=,19.00,0.30,0.60,0.00,=,0.00,0.00,0.00,0.00,=,0.21,0.25,0.40,=,=,48.00,21.00,13.00,2.00,5.00,37.50,42.90,0.23,0.00,0.20,1.20,1.40,1.50,1.50,1.40,21.00,16.00,52.40,0.38,1.30,1.50,Reproductive Health Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,ARKANSAS FERTILITY CENTER,LITTLE ROCK FERTILITY CENTER,LITTLE ROCK,ARKANSAS,100%,0%,0%,0%,41%,0%,0%,<1%,13%,15%,17%,12%,4%,1%,11%,<1%,24%,5%,0.09,"Dean M. Moutos, MD",124.00,47.00,38.00,12.00,2.00,39.20,29.00,29.80,9.50,0.25,52.40,31.90,36.80,0.17,0.50,44.40,23.40,28.90,0.08,0.50,(35.4Ð53.5),(12.3Ð38.0),(15.4Ð45.9),,,48.70,28.20,35.50,0.09,0.50,51.40,32.40,44.00,0.13,0.50,41.10,17.60,36.00,0.00,0.50,8.90,17.00,18.40,0.08,0.00,1.90,2.00,2.30,2.60,2.00,24.60,0.40,0.21,0.50,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.45,0.18,1.00,0.00,46.00,11.00,8.00,2.00,2.00,52.20,0.09,0.13,0.00,0.00,1.90,1.50,1.50,1.50,2.00,11.00,9.00,0.45,0.56,1.90,2.10,"Arkansas Fertility Center, Little Rock Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,LIFESTART FERTILITY CENTER,,AGOURA HILLS,CALIFORNIA,100%,0%,0%,0%,73%,0%,0%,7%,8%,0%,0%,5%,5%,0%,36%,0%,0%,5%,0.50,"Anita P. Singh, MD",8.00,0.00,5.00,1.00,0.00,0.47,=,0.11,0.00,=,0.63,=,0.20,1.00,=,0.63,=,0.20,0.00,=,,,,,,0.63,=,0.20,0.00,=,0.63,=,0.25,0.00,=,0.38,=,0.25,0.00,=,0.00,=,0.00,0.00,=,2.10,=,2.30,2.00,=,0.60,=,0.00,0.00,=,0.00,=,0.00,0.00,=,0.40,=,0.00,=,=,5.00,0.00,0.00,1.00,0.00,0.80,=,=,0.00,=,2.20,=,=,2.00,=,1.00,0.00,0.00,=,3.00,,LifeStart Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,ALTA BATES IN VITRO FERTILIZATION PROGRAM,,BERKELEY,CALIFORNIA,100%,0%,0%,0%,85%,0%,9%,2%,0%,2%,9%,37%,<1%,<1%,8%,17%,<1%,8%,0.17,"Ryszard J. Chetkowski, MD",11.00,12.00,17.00,2.00,4.00,27.30,24.00,10.30,0.14,0.00,0.45,0.33,0.29,0.50,0.00,0.36,0.25,0.24,0.50,0.00,,,,,,0.40,0.30,0.29,0.50,0.00,0.40,0.30,0.29,0.50,0.00,0.30,0.20,0.29,0.50,0.00,0.09,0.17,0.18,0.00,0.00,2.20,2.50,2.80,3.50,7.30,0.20,0.50,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.25,0.33,0.00,0.00,=,12.00,5.00,7.00,0.00,1.00,0.08,0.60,0.43,=,0.00,2.10,2.20,2.60,=,6.00,17.00,29.00,0.41,24.10,2.00,1.80,Alta Bates In Vitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CALIFORNIA CENTER FOR REPRODUCTIVE HEALTH,BEVERLY HILLS REPRODUCTIVE FERTILITY CENTER,BEVERLY HILLS,CALIFORNIA,100%,0%,0%,0%,94%,<1%,<1%,7%,0%,5%,3%,22%,5%,2%,15%,16%,16%,8%,0.08,"Peyman Saadat, MD",74.00,33.00,44.00,28.00,18.00,30.90,23.30,16.90,9.60,1.60,59.50,60.60,47.70,35.70,0.17,50.00,33.30,31.80,14.30,0.06,(38.1Ð61.9),(18.0Ð51.8),(18.6Ð47.6),(4.0Ð32.7),,51.40,33.30,33.30,14.80,0.06,52.10,33.30,34.10,15.40,0.06,28.20,24.20,24.40,7.70,0.06,2.70,0.00,4.50,3.60,0.06,3.10,3.10,3.50,4.00,3.90,25.00,10.00,19.00,0.20,0.00,15.90,10.00,4.80,0.10,0.00,45.90,0.27,0.29,0.50,0.00,15.00,5.00,1.00,5.00,1.00,0.47,0.20,0.00,0.00,0.00,3.00,3.80,3.00,3.40,5.00,16.00,5.00,0.56,0.40,2.90,3.80,"California Center for Reproductive Health, Beverly Hills Reproductive Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CENTER FOR REPRODUCTIVE HEALTH & GYNECOLOGY,(CRH&G),BEVERLY HILLS,CALIFORNIA,100%,0%,0%,0%,63%,0%,2%,32%,3%,4%,2%,13%,2%,0%,4%,9%,<1%,20%,0.47,"Sam Najmabadi, MD",21.00,15.00,35.00,13.00,17.00,42.50,43.30,34.40,25.00,0.16,61.90,0.53,51.40,0.31,0.12,61.90,0.53,40.00,0.15,0.06,(38.4Ð81.9),,(23.9Ð57.9),,,61.90,0.57,42.40,0.17,0.07,65.00,0.57,43.80,0.20,0.09,45.00,0.21,31.30,0.10,0.09,0.00,0.07,5.70,0.08,0.12,2.00,2.10,2.00,2.00,1.70,0.31,0.63,0.22,0.25,0.50,0.00,0.00,0.06,0.00,0.00,0.31,0.63,0.29,0.50,0.00,8.00,0.00,0.00,1.00,1.00,0.63,=,=,0.00,0.00,2.30,=,=,2.00,3.00,8.00,5.00,0.75,0.40,1.60,2.00,"Center for Reproductive Health & Gynecology, (CRH&G)",Yes,No,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,,BEVERLY HILLS,CALIFORNIA,100%,0%,0%,0%,50%,0%,1%,25%,11%,5%,3%,39%,1%,2%,11%,7%,6%,12%,0.14,"Mark W. Surrey, MD",102.00,82.00,140.00,69.00,31.00,41.90,37.30,28.30,13.10,11.60,56.90,42.70,39.30,21.70,22.60,50.00,36.60,32.10,14.50,9.70,(39.9Ð60.1),(26.2Ð48.0),(24.5Ð40.6),(7.2Ð25.0),(2.0Ð25.8),50.50,36.60,32.40,14.90,9.70,54.80,46.20,40.20,18.90,11.50,43.00,29.20,33.00,17.00,7.70,1.00,0.00,0.70,2.90,0.00,1.90,2.10,2.30,2.50,2.70,29.30,37.10,23.60,0.13,0.14,1.70,2.90,5.50,0.00,0.00,21.60,36.70,17.80,0.10,0.33,19.00,20.00,16.00,4.00,1.00,0.58,50.00,0.50,0.25,0.00,2.10,1.80,1.90,2.30,3.00,51.00,28.00,68.60,28.60,1.60,2.10,Southern California Reproductive Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"WEST COAST IVF CLINIC, INC.",,BEVERLY HILLS,CALIFORNIA,100%,0%,0%,0%,29%,0%,0%,0%,0%,10%,0%,50%,0%,0%,10%,20%,0%,0%,0.10,"Michael M. Kamrava, MD",0.00,3.00,1.00,2.00,1.00,=,0.00,=,=,=,=,0.00,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,,,,,,=,0.00,=,=,=,=,0.00,=,=,=,=,0.00,=,=,=,=,0.33,1.00,1.00,1.00,=,3.00,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0.00,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,0.00,2.00,=,0.50,=,3.00,This clinic has closed or reorganized since 2010.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,FERTILITY CARE OF ORANGE COUNTY,,BREA,CALIFORNIA,100%,0%,0%,0%,82%,0%,0%,7%,2%,8%,7%,32%,<1%,<1%,14%,6%,18%,7%,0.07,"C. Terence Lee, MD",25.00,13.00,15.00,5.00,4.00,36.20,32.10,20.00,0.29,0.00,48.00,0.46,0.40,0.20,0.25,44.00,0.46,0.33,0.20,0.00,(24.4Ð65.1),,,,,55.00,0.55,0.36,0.50,0.00,0.58,0.55,0.42,0.50,0.00,0.26,0.36,0.25,0.00,0.00,20.00,0.15,0.07,0.60,0.00,2.50,2.50,2.90,3.50,4.70,0.50,0.50,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.33,0.40,1.00,=,13.00,7.00,1.00,1.00,0.00,0.31,0.43,1.00,0.00,=,2.00,2.70,1.00,4.00,=,5.00,13.00,0.60,0.46,2.00,2.40,Fertility Care of Orange County,Yes,Yes,Yes,Yes,Yes,No,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CENTRAL CALIFORNIA IVF PROGRAM,WOMEN'S SPECIALTY AND FERTILITY CENTER,CLOVIS,CALIFORNIA,100%,0%,0%,0%,73%,0%,1%,0%,0%,16%,11%,23%,4%,0%,12%,<1%,9%,7%,0.18,"H. Michael Synn, MD",53.00,39.00,27.00,16.00,5.00,31.30,21.20,12.00,16.20,0.00,41.50,38.50,18.50,0.25,0.00,30.20,28.20,18.50,0.25,0.00,(18.3Ð44.3),(15.0Ð44.9),(6.3Ð38.1),,,32.70,32.40,22.70,0.29,0.00,37.20,34.40,0.26,0.29,0.00,27.90,21.90,0.21,0.21,0.00,7.50,12.80,18.50,0.13,0.40,2.20,2.70,2.60,2.60,4.00,27.30,0.33,0.20,0.50,=,4.50,0.00,0.00,0.00,=,0.25,0.36,0.20,0.25,=,34.00,8.00,7.00,2.00,0.00,5.90,0.13,0.14,0.00,=,2.50,2.40,2.40,2.00,=,2.00,4.00,0.50,0.00,2.00,2.30,"Central California IVF Program, Women's Specialty and Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"CALIFORNIA IVF FERTILITY CENTER, INC.",,DAVIS,CALIFORNIA,100%,0%,0%,0%,76%,<1%,3%,11%,2%,6%,4%,6%,4%,1%,34%,10%,9%,6%,0.20,"Ernest J. Zeringue, MD",64.00,23.00,25.00,15.00,6.00,37.50,26.20,34.10,5.30,0.17,42.20,30.40,36.00,0.13,0.17,32.80,26.10,32.00,0.07,0.00,(21.6Ð45.7),(10.2Ð48.4),(14.9Ð53.5),,,34.40,26.10,34.80,0.07,0.00,36.80,0.32,0.47,0.08,0.00,10.50,0.11,0.29,0.08,0.00,4.70,0.00,8.00,0.07,0.17,2.00,2.20,2.40,3.20,2.00,63.00,0.57,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.40,0.67,0.38,0.00,=,52.00,10.00,10.00,3.00,3.00,28.80,0.40,0.30,0.67,0.00,2.00,1.90,2.00,1.70,1.70,23.00,11.00,78.30,0.27,1.90,2.10,"California IVF: Davis Fertility Center, Inc.",Yes,Yes,Yes,Yes,Yes,No,No,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"THE FERTILITY INSTITUTES, LOS ANGELES, NEW YORK, GUADALAJARA",,ENCINO,CALIFORNIA,99%,0%,<1%,<1%,93%,0%,3%,50%,6%,14%,3%,5%,2%,<1%,2%,47%,8%,8%,0.10,"Jeffrey Steinberg, MD",85.00,59.00,87.00,32.00,7.00,43.00,37.00,28.00,23.20,0.30,61.20,50.80,48.30,37.50,0.43,58.80,47.50,47.10,28.10,0.14,(47.6Ð69.4),(34.3Ð60.9),(36.3Ð58.1),(13.7Ð46.7),,61.00,50.00,48.20,37.50,0.17,64.10,52.80,53.90,37.50,0.20,55.10,37.70,51.30,33.30,0.20,3.50,5.10,2.30,25.00,0.14,1.90,2.00,2.20,2.30,2.00,17.30,33.30,9.50,0.08,0.00,1.90,0.00,0.00,0.00,0.00,14.00,28.60,4.90,0.11,0.00,10.00,6.00,4.00,3.00,0.00,0.60,0.67,0.50,0.00,=,2.30,2.30,2.50,2.00,=,21.00,9.00,61.90,0.33,2.00,2.40,"The Fertility Institutes, Los Angeles, New York, Guadalajara",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,HRC FERTILITY-ENCINO,,ENCINO,CALIFORNIA,100%,0%,0%,0%,69%,1%,3%,8%,4%,2%,3%,<1%,1%,0%,59%,15%,10%,0%,0.12,"Michael A. Feinman, MD",99.00,58.00,103.00,47.00,13.00,53.90,36.50,21.90,14.90,8.60,58.60,65.50,45.60,27.70,0.23,57.60,51.70,33.00,12.80,0.15,(47.2Ð67.5),(38.2Ð65.0),(24.1Ð43.0),(4.8Ð25.7),,71.30,58.80,41.00,21.40,0.20,71.30,58.80,41.00,21.40,0.20,32.50,43.10,32.50,17.90,0.10,19.20,12.10,19.40,40.40,0.23,2.20,2.50,2.90,3.40,3.50,44.80,26.30,19.10,0.00,0.33,10.30,2.60,4.30,0.15,0.00,54.40,26.70,20.60,0.17,0.50,46.00,23.00,31.00,11.00,12.00,43.50,30.40,32.30,0.45,0.50,2.30,2.50,2.90,3.40,2.90,59.00,1.00,61.00,1.00,2.30,2.00,HRC Fertility-Encino,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ZOUVES FERTILITY CENTER,,FOSTER CITY,CALIFORNIA,100%,0%,0%,0%,97%,0%,5%,41%,2%,5%,14%,22%,6%,1%,16%,6%,9%,9%,0.12,"Christo Zouves, MD",83.00,69.00,105.00,51.00,19.00,22.20,21.10,17.10,5.00,5.90,41.00,42.00,33.30,13.70,0.11,32.50,31.90,22.90,7.80,0.11,(22.6Ð43.7),(21.2Ð44.2),(15.2Ð32.1),(2.2Ð18.9),,32.50,32.40,23.10,7.80,0.12,32.50,32.80,25.00,8.70,0.13,22.90,22.40,16.70,8.70,0.13,0.00,1.40,1.00,0.00,0.11,2.40,2.60,2.70,2.60,2.30,23.50,17.20,28.60,0.14,0.00,5.90,10.30,0.00,0.00,0.00,29.60,31.80,33.30,0.00,0.00,29.00,21.00,24.00,10.00,5.00,31.00,42.90,33.30,0.10,0.00,2.20,2.00,2.00,1.80,2.20,75.00,49.00,56.00,24.50,2.20,2.30,Zouves Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,WEST COAST FERTILITY CENTERS,,FOUNTAIN VALLEY,CALIFORNIA,100%,0%,0%,0%,92%,0%,0%,23%,0%,17%,10%,9%,4%,0%,12%,4%,3%,24%,0.17,"David G. Diaz, MD",41.00,37.00,19.00,2.00,1.00,32.90,21.30,24.30,0.00,=,48.80,35.10,0.37,0.00,0.00,46.30,27.00,0.21,0.00,0.00,(30.7Ð62.6),(13.8Ð44.1),,,,46.30,27.80,0.21,0.00,=,47.50,28.60,0.27,0.00,=,35.00,17.10,0.20,0.00,=,0.00,2.70,0.00,0.50,1.00,2.00,2.10,2.50,1.00,=,35.00,0.23,0.00,=,=,0.00,0.08,0.29,=,=,0.26,0.40,0.25,=,=,32.00,20.00,4.00,3.00,0.00,59.40,35.00,0.25,0.33,=,2.50,2.20,2.50,2.30,=,12.00,10.00,0.42,0.40,2.30,2.40,West Coast Fertility Centers,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
